;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_2982;0.86;0.83;1.31;1.22;1.53;1.27;1.61;0.69;0.47;2;1;2;2;1;1;2;2;2;;71.065;153.218;527.019;73.109;166.38;15.983;158.914;23.362;664.744;2.596
Model_2983;0.74;0.84;1.15;1.15;1.37;1.59;1.69;0.47;0.50;1;2;2;2;1;1;1;2;1;;83.751;158.505;570.432;72.445;190.869;14.694;159.552;26.71;627.875;2.653
Model_2984;1.18;0.70;1.32;1.08;1.56;0.85;1.08;0.96;1.03;2;1;1;1;1;2;1;2;1;;50.424;164.037;399.408;51.064;161.998;24.658;127.051;18.426;435.191;2.353
Model_2985;1.01;1.03;1.12;0.81;1.12;1.37;1.38;1.08;0.81;1;2;2;1;2;1;1;2;2;;52.277;227.212;581.54;57.934;269.464;25.041;171.892;16.67;502.699;2.967
Model_2986;0.81;0.71;1.28;1.16;1.06;1.39;1.74;0.42;1.05;2;1;1;2;1;2;1;1;2;;67.487;152.567;391.164;46.667;247.272;20.127;140.907;27.624;383.046;2.127
Model_2987;0.45;0.64;1.39;1.29;1.01;0.94;1.74;0.74;0.49;2;1;1;2;2;2;1;2;1;;121.355;129.028;422.135;63.42;283.524;16.916;147.323;21.348;558.665;2.226
Model_2988;0.57;0.55;0.86;1.15;1.58;1.56;1.74;1.05;0.64;2;2;2;2;1;2;1;2;1;;103.763;158.608;675.829;63.942;115.274;15.059;163.625;14.348;445.012;1.903
Model_2989;0.98;0.85;1.30;1.04;1.43;1.63;1.59;0.72;0.54;1;1;2;1;1;1;1;1;1;;59.491;166.874;512.066;73.906;187.974;15.686;167.844;22.053;585.517;2.653
Model_2990;1.02;0.74;1.56;0.70;1.57;1.69;1.38;1.13;0.69;1;2;1;2;2;1;2;1;2;;57.354;162.948;389.879;64.051;159.219;18.786;178.21;15.283;432.301;2.595
Model_2991;0.49;0.55;1.35;0.74;1.48;1.06;1.55;0.99;0.63;2;2;2;2;1;2;1;1;2;;109.254;133.816;399.223;66.997;140.005;25.852;158.58;15.395;419.943;2.352
Model_2992;0.98;0.57;1.04;1.25;1.18;1.10;1.61;1.06;0.94;1;2;1;1;1;1;2;2;1;;52.347;164.948;465.551;50.368;202.591;21.137;151.757;14.78;409.61;1.87
Model_2993;0.72;1.05;1.46;0.78;1.46;1.61;1.40;0.45;0.55;2;2;1;1;1;1;2;1;1;;89.896;200.537;470.877;70.737;190.44;19.283;163.517;25.904;590;3.155
Model_2994;0.53;0.96;0.99;1.15;1.56;1.12;1.79;0.94;1.04;1;1;1;1;2;1;2;1;2;;102.511;171.071;550.467;48.726;131.777;23.485;143.891;19.382;439.952;2.785
Model_2995;0.43;0.86;1.55;1.01;1.70;1.43;1.73;0.67;0.68;1;1;1;2;2;2;1;1;1;;137.995;141.908;397.539;63.442;138.493;18.914;153.632;24.67;416.693;2.943
Model_2996;1.02;0.63;1.23;0.66;1.21;0.82;1.02;0.73;0.94;2;2;1;1;1;2;2;1;2;;53.03;172.54;395.965;46.775;210.974;30.603;136.498;20.243;446.273;2.178
Model_2997;0.80;1.03;1.67;1.11;1.59;1.13;1.23;1.05;0.72;1;1;1;2;2;1;2;2;1;;73.316;208.947;412.408;65.351;184.67;24.549;172.346;19.018;459.53;3.199
Model_2998;0.57;0.73;1.33;0.71;1.66;1.02;1.35;0.78;1.06;1;1;2;1;2;2;2;1;1;;95.967;146.75;375.055;42.807;132.058;29.511;123.382;21.224;380.933;2.488
Model_2999;0.91;0.93;1.30;0.92;1.50;1.25;1.64;0.47;0.90;1;2;2;2;2;1;2;1;2;;64.241;166.055;445.801;53.507;173.784;25.555;154.156;25.404;406.604;2.777
Model_3000;0.98;1.03;0.98;1.28;1.79;0.83;1.76;1.06;1.05;1;2;2;2;2;2;1;2;1;;60.141;183.934;611.502;52.163;114.696;22.376;146.693;17.424;464.864;2.81
Model_3001;1.05;0.91;1.26;1.07;1.88;1.01;1.57;1.10;0.49;1;1;2;1;2;1;2;2;2;;59.555;171.592;573.84;79.222;124.882;21.197;165.116;17.502;675.497;2.719
Model_3002;1.02;0.87;1.40;0.96;1.30;1.41;1.78;0.42;1.06;2;2;2;1;1;1;2;1;1;;59.791;149.828;389.152;46.939;210.542;23.522;140.307;26.283;376.08;2.574
Model_3003;0.87;0.84;1.03;0.52;1.17;0.91;1.41;1.14;0.68;1;1;2;1;1;1;1;2;2;;62.259;205.204;578.96;58.423;227.479;35.358;185.076;14.295;477.13;2.636
Model_3004;0.42;0.80;1.36;0.88;1.29;1.61;1.88;0.96;0.43;1;2;1;2;2;1;2;2;2;;139.691;113.767;463.187;77.477;193.363;18.292;126.301;18.533;640.539;2.686
Model_3005;1.00;0.99;1.09;1.02;1.19;1.13;1.65;0.60;0.45;1;2;2;1;2;2;1;2;2;;63.067;180.827;648.308;79.861;257.047;17.952;166.283;24.468;760.458;2.856
Model_3006;0.44;0.64;0.81;0.55;1.56;1.39;1.84;1.19;0.74;1;1;1;1;1;1;2;1;1;;122.044;159.211;676.935;54.321;103.161;24.82;153.889;12.199;415.701;2.093
Model_3007;1.01;0.84;0.95;0.89;1.88;1.48;1.26;0.74;0.62;2;2;2;1;2;1;2;1;2;;57.205;235.398;735.025;71.496;109.907;18.714;197.199;21.222;576.738;2.653
Model_3008;0.47;0.87;1.56;0.68;1.77;1.27;1.56;0.87;0.54;1;2;2;1;2;2;2;2;1;;121.609;150.523;409.911;69.204;121.9;22.142;152.705;20.49;524.922;3.056
Model_3009;0.71;0.63;1.45;0.94;1.71;0.91;1.43;1.13;0.64;1;1;1;1;2;2;1;1;2;;77.364;146.762;408.624;68.424;125.475;26.508;174.113;14.943;450.183;2.385
Model_3010;1.04;0.57;1.36;1.03;1.76;1.59;1.18;0.52;0.58;2;1;2;1;2;1;2;2;1;;53.973;164.664;451.249;70.855;120.663;14.439;204.305;26.585;527.445;2.257
Model_3011;0.44;0.99;0.90;0.82;1.74;1.34;1.40;0.52;1.00;2;1;2;1;2;2;2;2;1;;119.36;201.943;656.671;49.737;102.541;25.537;144.386;25.793;493.697;2.882
Model_3012;0.48;0.59;1.27;0.70;1.37;0.97;1.53;1.02;0.52;2;1;1;1;1;1;2;1;2;;112.116;137.101;437.06;74.557;157.022;25.629;160.956;15.004;518.674;2.397
Model_3013;1.12;0.70;0.92;1.01;1.20;1.34;1.69;0.56;0.72;2;2;1;2;2;2;2;1;2;;45.65;173.533;618.366;63.105;200.059;19.988;175.255;23.013;453.44;2.136
Model_3014;0.43;0.68;1.05;0.81;1.39;0.95;1.71;0.84;0.47;2;1;1;1;2;2;2;1;2;;132.969;136.027;550.988;77.175;154.091;22.787;146.459;18.614;599.779;2.354
Model_3015;1.13;0.56;1.38;0.76;1.73;1.16;1.02;1.00;0.64;2;2;1;1;1;2;1;1;1;;47.987;175.233;429.664;70.779;125.858;25.171;197.523;16.492;486.263;2.42
Model_3016;0.61;0.91;1.63;1.06;1.17;1.69;1.16;1.02;0.79;1;2;1;2;1;1;2;2;1;;87.495;211.19;381.173;59.946;288.266;17.51;182.426;18.642;446.615;2.935
Model_3017;0.45;0.97;1.39;0.92;1.14;1.09;1.25;0.75;0.56;1;1;1;1;1;2;1;2;1;;122.034;227.159;472.069;70.557;269.99;22.834;186.605;22.793;597.719;3.235
Model_3018;0.62;0.59;1.41;0.71;1.84;0.94;1.65;1.08;1.07;2;2;1;2;1;2;1;2;1;;93.916;127.525;349.668;42.836;107.212;29.52;115.924;15.451;323.533;2.23
Model_3019;0.85;0.73;1.48;1.17;1.54;1.25;1.05;0.73;0.74;2;1;1;1;2;2;2;1;1;;67.638;190.439;416.091;61.537;170.699;20.947;183.608;22.714;443.267;2.61
Model_3020;0.69;0.92;1.00;0.94;1.57;1.08;1.72;0.54;0.47;2;2;2;1;1;1;1;2;1;;97.628;165.196;668.523;78.603;148.19;19.567;158.894;25.392;688.111;2.795
Model_3021;0.75;0.83;0.84;0.56;1.79;0.80;1.86;1.03;0.83;1;2;2;1;2;1;2;1;1;;79.42;170.637;701.681;52.855;92.314;35.224;156.706;14.994;444.339;2.523
Model_3022;1.03;0.86;1.11;1.23;1.46;0.86;1.87;0.70;1.05;1;2;2;1;1;2;1;1;2;;57.344;156.537;482.19;49.313;162.143;22.495;139.057;22.106;406.063;2.505
Model_3023;0.70;0.56;1.25;0.78;1.13;0.97;1.23;1.15;0.69;1;2;1;2;2;2;2;2;1;;71.273;173.603;426.452;64.104;228.587;27.507;193.43;13.236;436.44;2.238
Model_3024;0.54;0.56;1.68;0.61;1.55;1.38;1.15;0.66;0.75;2;1;2;2;1;2;1;2;1;;96.713;141.397;320.833;55.449;149.604;23.733;164.994;22.288;356.508;2.519
Model_3025;0.71;1.05;0.99;1.22;1.36;1.36;1.18;0.82;0.47;1;1;1;1;2;2;1;1;1;;85.601;281.7;751.117;76.891;212.933;16.494;196.128;22.546;828.201;3.063
Model_3026;0.70;1.01;1.11;0.54;1.89;0.86;1.53;1.06;0.44;2;1;2;1;1;1;1;1;2;;98.343;184.226;637.034;82.59;117.169;31.239;163.688;18.359;754.883;3.204
Model_3027;1.13;1.01;1.69;0.62;1.90;0.82;1.84;0.93;0.68;2;2;2;1;2;1;1;1;1;;57.177;140.647;389.262;62.452;127.602;37.805;142.45;18.809;420.553;2.976
Model_3028;1.10;0.69;1.52;0.62;1.07;1.37;1.15;0.71;0.61;2;2;1;2;1;2;2;1;2;;47.544;195.468;386.677;66.455;285.832;21.771;211.11;20.237;508.595;2.443
Model_3029;0.87;0.65;1.52;1.18;1.45;1.38;1.17;1.05;0.64;1;2;2;1;1;1;2;1;1;;64.043;180.029;413.285;65.221;180.014;17.334;204.051;16.642;490.639;2.412
Model_3030;0.78;0.88;1.65;0.63;1.91;1.45;1.53;1.02;0.60;2;1;1;1;2;1;2;1;2;;78.391;153.217;392.019;65.795;114.807;21.606;159.749;17.83;482.518;2.898
Model_3031;0.70;0.94;1.62;0.95;1.90;1.31;1.21;0.82;0.74;2;2;2;1;1;1;1;1;1;;82.567;193.446;406.948;62.408;127.014;23.733;166.346;21.921;428.818;3.094
Model_3032;0.82;0.85;1.59;0.66;1.03;1.02;1.46;0.99;0.58;1;2;1;2;2;1;2;1;1;;69.435;180.73;381.877;68.264;319.697;28.4;185.206;16.682;518.584;2.682
Model_3033;0.87;0.68;0.89;0.71;1.50;1.68;1.86;0.54;0.61;2;1;2;1;2;1;2;2;1;;67.251;146.116;642.328;68.833;132.491;16.881;152.975;22.882;454.345;2.124
Model_3034;1.08;0.73;1.25;0.53;1.41;0.92;1.72;0.77;1.02;1;2;1;2;1;2;2;1;1;;53.578;143.968;398.245;48.193;167.74;32.847;133.868;19.139;364.446;2.221
Model_3035;0.43;0.75;1.57;0.58;1.45;1.36;1.57;1.10;0.84;1;2;1;1;2;2;2;1;2;;121.176;144.7;346.824;48.285;175.378;26.975;153.388;15.823;350.505;2.736
Model_3036;0.76;0.68;1.38;0.74;1.34;0.98;1.35;0.62;0.52;1;1;2;1;1;1;2;2;1;;72.07;162.714;433.86;74.691;182.584;25.024;184.801;22.532;555.266;2.398
Model_3037;0.53;0.97;0.95;0.98;1.61;1.48;1.18;0.69;0.72;1;1;1;2;1;1;2;1;2;;101.264;250.609;700.772;63.219;140.947;19.673;175.996;23.333;544.93;3.008
Model_3038;1.18;0.66;1.63;1.27;1.74;1.19;1.15;0.99;0.48;1;2;1;1;2;2;1;2;2;;46.811;179.146;436.58;70.663;137.511;16.092;205.898;18.16;627.193;2.33
Model_3039;0.95;0.55;1.44;0.68;1.08;1.43;1.73;0.68;0.65;1;1;1;1;2;1;2;2;2;;52.824;129.579;365.998;65.037;248.888;20.105;151.682;19.646;393.932;2.021
Model_3040;0.76;0.87;0.85;0.89;1.62;1.31;1.55;0.81;0.62;2;1;1;2;2;2;2;1;2;;80.188;207.778;783.797;70.217;127.032;20.863;186.059;19.611;535.373;2.743
Model_3041;0.52;0.72;1.29;1.20;1.24;1.36;1.41;0.92;0.72;1;1;1;1;2;2;1;1;2;;101.31;176.714;449.503;59.688;215.603;18.179;185.817;18.931;434.081;2.504
Model_3042;0.93;0.80;1.02;0.69;1.50;1.26;1.13;0.66;1.06;2;2;1;2;2;1;2;2;1;;61.154;182.589;511.192;45.349;142.665;27.379;129.872;22.219;469.589;2.383
Model_3043;0.69;0.87;1.60;0.85;1.48;1.11;1.06;0.82;1.03;1;2;1;2;1;1;1;1;2;;78.105;168.464;348.714;47.633;191.227;28.052;121.653;21.311;416.678;2.783
Model_3044;0.80;0.77;1.09;0.83;1.39;1.02;1.39;0.49;0.68;2;2;1;1;2;1;1;2;2;;68.453;190.287;522.27;63.524;175.935;26.504;183.672;25.07;466.786;2.443
Model_3045;1.03;0.65;1.51;1.27;1.08;1.52;1.47;1.06;0.87;1;2;2;2;2;1;1;1;2;;52.675;165.383;376.112;54.495;289.556;18.012;172.957;16.028;403.807;2.172
Model_3046;0.75;0.57;0.87;1.07;1.02;1.25;1.68;0.65;0.57;2;1;2;2;2;1;1;2;1;;65.109;161.132;627.271;67.521;238.054;16.774;171.12;20.797;505.1;1.915
Model_3047;0.96;0.65;1.22;0.97;1.50;1.35;1.13;0.60;0.67;2;2;2;1;2;1;1;2;1;;58.075;192.004;480.229;66.312;162.724;19.726;197.471;24.061;486.702;2.334
Model_3048;0.61;0.86;1.04;1.12;1.50;1.53;1.02;0.65;0.92;1;1;1;1;2;1;2;1;2;;81.236;211.26;555.217;53.695;156.584;19.803;144.72;24.317;516.723;2.687
Model_3049;0.66;0.58;1.35;1.05;1.81;0.93;1.43;1.15;0.80;1;2;1;1;2;1;1;1;2;;86.334;144.729;409.795;58.414;113.68;25.253;158.358;14.657;374.292;2.308
Model_3050;0.82;0.81;1.05;1.19;1.82;0.93;1.15;1.10;0.74;1;1;1;2;1;2;2;2;1;;66.453;223.715;622.514;64.343;121.764;24.275;185.325;16.758;514.595;2.619
Model_3051;0.63;0.86;0.87;1.06;1.29;1.32;1.59;1.18;0.88;1;2;1;2;2;1;2;1;2;;82.344;199.187;638.75;54.96;167.213;22.154;168.63;14.722;495.424;2.595
Model_3052;0.68;0.86;1.25;1.09;1.32;0.84;1.07;1.04;0.46;1;2;2;2;2;1;2;2;1;;81.643;253.632;568.4;77.258;215.94;21.845;199.457;18.299;754.531;2.811
Model_3053;0.53;0.66;1.05;0.65;1.03;1.65;1.80;0.92;0.66;2;2;2;2;2;2;1;2;1;;98.565;149.727;501.892;61.811;238.983;17.657;155.923;15.903;408.121;2.181
Model_3054;0.49;0.55;1.31;0.88;1.73;1.34;1.90;0.64;0.67;2;2;2;2;1;1;2;1;1;;125.167;114.574;411.276;64.283;105.848;19.965;129.597;22.276;366.52;2.217
Model_3055;0.65;0.59;1.07;1.00;1.20;1.03;1.36;0.83;0.66;1;2;1;1;2;2;1;2;2;;76.213;176.559;501.522;63.948;204.4;22.694;191.221;18.329;465.791;2.122
Model_3056;0.68;0.79;0.99;1.00;1.87;0.82;1.28;0.59;0.50;2;1;1;1;2;1;2;2;2;;90.739;218.06;690.548;77.089;107.89;23.798;196.741;24.943;689.657;2.537
Model_3057;0.45;1.04;0.92;0.54;1.34;0.97;1.52;0.63;0.63;1;2;2;2;2;1;1;2;2;;122.44;219.136;718.905;63.402;179.725;33.167;170.465;22.223;517.674;3.144
Model_3058;0.84;0.58;1.40;0.69;1.90;1.18;1.70;0.98;0.79;1;2;2;1;1;1;1;2;1;;70.078;125.673;390.214;57.448;101.16;28.197;141.077;16.204;326.857;2.234
Model_3059;0.98;0.66;1.39;0.64;1.64;1.27;1.37;1.11;0.65;2;1;1;2;1;1;2;1;1;;58.604;157.717;423.516;66.875;137.58;25.211;180.23;14.851;452.852;2.414
Model_3060;0.79;1.03;1.59;0.77;1.64;1.59;1.06;1.03;0.99;2;1;1;2;1;1;1;1;1;;70.881;186.14;380.326;49.013;172.418;25.089;123.788;18.687;429.797;3.169
Model_3061;1.18;0.98;1.58;1.00;1.49;1.03;1.83;0.87;0.96;2;1;1;2;1;2;2;2;2;;53.914;150.187;384.414;53.508;196.83;27.886;148.147;19.945;374.659;2.864
Model_3062;0.89;0.97;1.14;0.71;1.88;1.26;1.91;0.83;0.56;1;2;2;1;2;1;2;1;1;;76.731;145.534;582.748;71.894;114.895;22.861;145.222;20.123;546.794;2.827
Model_3063;1.09;1.00;1.06;0.57;1.54;1.09;1.59;0.52;0.56;1;2;1;1;2;1;2;1;1;;59.257;192.798;617.508;71.063;161.749;28.247;167.181;23.479;586.319;2.859
Model_3064;0.80;0.75;1.70;0.78;1.72;1.69;1.65;0.94;0.78;2;1;2;1;1;2;1;1;1;;73.91;134.065;347.918;58.491;142.146;19.772;152.88;18.151;346.824;2.596
Model_3065;1.16;0.64;1.27;0.62;1.61;1.28;1.18;0.44;0.81;2;2;2;2;2;1;2;2;1;;49.235;165.301;424.716;54.2;142.516;27.102;163.769;26.934;418.027;2.292
Model_3066;0.77;0.87;1.04;0.58;1.71;1.38;1.16;1.03;1.02;1;1;2;1;2;2;1;2;1;;70.311;187.492;549.664;47.365;121.154;28.474;132.446;16.835;471.574;2.647
Model_3067;1.07;0.92;1.55;0.51;1.38;1.48;1.31;1.17;0.87;2;2;1;1;2;2;1;1;1;;55.537;184.403;383.373;52.2;214.808;27.572;159.304;15.242;415.853;2.833
Model_3068;0.69;0.75;0.99;0.66;1.58;1.47;1.61;1.10;0.74;2;1;1;1;1;1;2;1;2;;81.9;169.907;573.405;57.498;130.968;23.115;167.949;14.719;432.938;2.376
Model_3069;0.55;0.82;1.69;0.55;1.19;0.91;1.34;0.50;0.63;1;1;2;2;2;2;2;2;1;;102.472;173.421;343.451;58.315;250.083;33.906;182.665;24.377;452.267;2.855
Model_3070;0.86;0.70;1.70;0.82;1.34;1.32;1.50;0.66;0.93;2;2;1;1;1;2;2;2;1;;68.45;143.872;322.158;50.32;214.566;25.219;151.081;22.657;354.554;2.396
Model_3071;1.02;0.86;0.97;1.07;1.57;1.43;1.25;0.50;0.73;2;1;1;2;2;2;2;1;1;;55.542;228.989;654.816;64.439;150.008;19.578;187.582;25.389;525.887;2.675
Model_3072;1.05;1.05;1.32;0.88;1.62;1.04;1.73;1.13;0.59;2;1;2;1;1;1;1;1;2;;61.761;170.393;528.86;72.932;165.6;26.419;157.183;17.052;552.895;2.951
Model_3073;0.89;0.95;1.65;1.25;1.50;1.34;1.02;1.08;0.96;1;2;1;2;2;2;2;2;1;;65.415;192.441;379.509;55.279;207.113;22.647;136.689;18.443;444.31;2.946
Model_3074;1.06;0.94;1.15;1.19;1.66;1.11;1.65;0.78;0.69;2;2;1;2;1;1;2;1;1;;55.94;184.321;567.684;67.209;151.634;22.282;171.833;21.269;473.57;2.834
Model_3075;0.91;1.04;1.15;0.89;1.79;0.84;1.53;0.51;0.96;2;2;2;2;2;1;2;2;1;;64.794;185.216;516.293;53.775;129.752;29.422;145.892;24.671;443.106;2.93
Model_3076;0.99;0.83;0.91;0.63;1.08;1.64;1.45;0.75;0.62;1;1;1;1;1;1;1;1;2;;51.941;213.85;685.687;63.905;247.101;17.839;192.771;19.329;531.976;2.6
Model_3077;0.73;0.58;1.57;0.78;1.54;1.10;1.40;0.94;0.90;1;1;1;2;1;2;2;2;2;;79.472;135.596;336.359;51.35;155.553;27.843;144.422;17.289;349.429;2.309
Model_3078;1.11;0.54;1.58;0.71;1.84;1.63;1.70;0.92;1.03;1;1;1;2;1;2;2;2;2;;53.2;119.707;328.876;44.918;116.79;23.294;118.259;17.723;307.991;2.114
Model_3079;0.58;0.84;0.83;1.08;1.44;1.62;1.67;0.74;0.98;1;1;2;1;1;2;1;1;2;;89.985;185.271;631.59;49.518;124.447;19.347;153.017;21.134;476.785;2.46
Model_3080;0.95;0.93;1.17;0.81;1.06;0.89;1.86;0.47;0.94;2;1;2;1;1;2;1;1;2;;57.332;164.184;495.884;50.642;254.735;28.951;153.42;24.07;412.493;2.671
Model_3081;0.54;0.87;1.19;0.55;1.30;0.83;1.40;0.53;0.56;1;1;2;1;1;1;1;2;1;;106.851;192.362;504.455;65.298;195.56;34.355;176.212;23.858;554.33;2.93
Model_3082;0.67;0.62;1.21;0.75;1.23;1.00;1.86;0.72;0.89;2;1;1;2;2;1;1;1;1;;77.204;136.944;409.768;50.277;188.671;28.225;137.452;19.698;341.738;2.049
Model_3083;1.06;0.91;1.00;1.17;1.90;1.71;1.31;0.55;0.66;1;1;2;1;1;1;2;1;2;;56.308;232.237;701.778;68.437;115.817;14.962;190.773;25.105;549.133;2.807
Model_3084;0.50;0.95;1.12;0.74;1.67;1.33;1.52;0.95;1.02;1;2;1;1;1;1;2;1;2;;105.401;174.224;491.692;46.441;129.002;27.204;137.348;19.07;431.256;2.858
Model_3085;0.56;0.84;1.09;0.99;1.83;1.33;1.46;1.06;0.74;2;2;2;2;2;2;1;2;2;;102.61;189.737;570.255;62.799;115.351;22.161;173.444;17.412;452.863;2.708
Model_3086;0.72;0.73;0.93;0.96;1.37;1.52;1.19;0.76;0.80;1;1;2;2;1;2;1;1;2;;69.257;210.112;607.961;58.214;164.51;19.674;175.814;20.473;515.731;2.282
Model_3087;0.90;0.81;0.94;0.79;1.03;0.86;1.59;0.74;0.82;2;2;1;2;2;2;2;2;1;;55.053;191.327;604.492;55.508;244.768;29.002;174.566;19.551;468.243;2.441
Model_3088;0.44;0.86;1.40;0.92;1.57;1.21;1.35;0.65;0.80;2;2;2;1;1;1;1;2;2;;123.825;178.739;419.493;56.537;155.344;24.66;165.199;24.793;411.904;2.96
Model_3089;0.94;0.71;1.02;0.80;1.57;1.31;1.38;0.53;0.96;2;2;1;1;1;1;1;2;2;;60.834;171.555;515.524;48.417;131.939;25.208;142.876;24.623;443.618;2.149
Model_3090;0.42;0.87;1.04;0.95;1.91;0.86;1.34;1.17;0.67;1;1;2;1;2;2;1;2;2;;130.631;212.122;643.352;66.206;105.124;28.162;182.281;16.666;505.392;2.982
Model_3091;1.10;0.60;1.17;0.92;1.17;1.41;1.64;0.78;1.03;1;2;2;2;2;2;2;1;1;;47.681;153.085;409.263;47.083;209.459;22.705;136.324;19.302;378.677;1.927
Model_3092;1.17;1.05;1.44;0.72;1.48;1.51;1.47;1.08;1.05;2;2;2;2;1;1;1;1;1;;54.07;176.838;407.479;47.952;192.633;26.879;136.228;17.13;419.71;2.962
Model_3093;1.17;0.98;1.17;0.87;1.46;1.40;1.38;0.51;0.96;1;2;1;2;2;2;2;1;2;;51.73;193.62;496.794;51.946;180.769;25.177;147.308;24.365;464.366;2.814
Model_3094;1.17;0.81;1.07;0.70;1.38;0.93;1.75;0.66;0.54;2;2;2;1;1;1;2;1;1;;48.757;154.047;578.203;74.347;181.071;27.974;158.33;21.265;559.367;2.503
Model_3095;0.92;0.79;1.55;0.67;1.11;1.42;1.57;0.62;0.45;1;2;2;2;2;2;2;1;1;;62.901;142.74;405.149;78.444;266.161;21.013;150.066;22.267;615.267;2.523
Model_3096;0.94;1.03;1.63;0.69;1.18;1.64;1.45;0.78;0.52;1;2;1;1;2;2;1;1;2;;67.788;191.318;419.005;72.456;280.441;21.268;162.706;21.027;609.302;3.002
Model_3097;0.95;0.84;0.94;0.79;1.21;1.34;1.64;0.99;0.69;2;2;2;1;2;2;2;1;2;;56.91;189.793;655.465;63.212;209.712;22.833;178.501;16.29;476.549;2.602
Model_3098;0.53;0.69;1.16;1.05;1.56;1.60;1.76;1.02;0.98;1;2;1;2;2;2;2;2;2;;108.244;145.88;433.208;49.777;136.617;19.88;138.079;16.969;373.562;2.248
Model_3099;0.75;0.62;1.13;0.61;1.12;1.56;1.48;0.79;0.98;1;1;2;2;2;2;2;1;1;;69.27;157.588;410.176;43.233;211.43;23.052;141.559;18.499;393.698;1.994
Model_3100;0.46;0.88;0.97;0.58;1.13;1.51;1.41;0.69;0.56;1;2;2;1;1;1;2;2;1;;118.194;214.74;633.509;64.479;231.963;19.569;184.306;21.055;579.134;2.837
Model_3101;0.78;0.67;1.71;0.59;1.16;1.08;1.54;1.15;1.00;1;2;2;2;2;2;1;2;1;;70.925;144.211;305.023;44.982;257.259;30.767;141.994;14.025;347.411;2.3
Model_3102;0.72;0.83;1.58;0.82;1.62;1.54;1.21;0.82;0.73;2;1;2;1;2;2;2;1;2;;77.378;181.854;392.048;60.928;157.194;20.76;175.923;20.787;424.836;2.829
Model_3103;0.96;0.63;1.17;0.62;1.39;0.93;1.50;0.59;0.73;1;1;1;2;1;1;2;2;2;;56.435;153.578;451.334;57.979;165.921;31.628;167.401;22.208;391.6;2.168
Model_3104;1.02;0.99;1.38;0.55;1.43;1.59;1.27;1.16;0.63;1;2;2;1;1;2;2;2;2;;57.743;219.67;480.687;61.715;199.305;21.098;178.414;16.016;533.965;3.085
Model_3105;0.86;1.01;0.97;0.58;1.40;0.89;1.88;0.91;0.79;2;1;1;1;1;1;1;2;1;;71.319;173.91;643.113;56.507;167.98;35.243;157.136;17.572;447.544;2.911
Model_3106;0.90;0.58;1.60;0.61;1.52;0.89;1.08;1.09;0.91;2;1;2;1;2;2;1;1;2;;65.809;144.2;331.867;47.734;163.593;32.924;136.798;14.97;380.655;2.395
Model_3107;0.98;0.89;1.04;0.72;1.11;1.17;1.22;0.84;0.58;1;2;2;1;1;2;2;2;1;;53.782;249.523;610.116;70.306;267.141;24.446;201.328;19.152;609.447;2.771
Model_3108;0.64;1.01;1.64;1.18;1.04;1.55;1.76;0.73;1.02;2;1;2;1;1;2;2;2;2;;86.633;168.651;361.253;49.922;326.07;20.165;159.172;23.312;399.526;2.915
Model_3109;0.82;1.06;0.82;0.60;1.11;1.15;1.22;0.45;0.56;2;2;2;1;2;2;1;1;2;;73.078;289.404;882.282;72.949;248.462;26.06;191.096;23.225;657.284;3.089
Model_3110;0.89;0.92;1.04;0.74;1.28;0.83;1.27;0.75;0.78;1;1;1;2;1;1;2;1;1;;59.782;222.069;580.926;59.545;206.85;31.892;174.816;20.403;500.121;2.802
Model_3111;0.67;0.93;1.52;0.67;1.75;1.60;1.00;0.99;0.60;2;2;2;2;1;1;1;1;2;;82.001;229.906;447.127;66.9;139.537;20.143;174.232;18.824;547.551;3.257
Model_3112;0.98;0.62;1.02;0.89;1.16;1.58;1.02;0.56;0.89;1;2;2;2;2;2;2;2;2;;53.053;191.834;479.81;52.897;212.512;19.831;150.905;24.258;495.577;2.02
Model_3113;1.10;0.59;1.67;1.21;1.57;1.62;1.07;0.91;0.54;2;1;1;1;2;1;1;2;1;;49.611;173.621;399.859;68.256;156.363;14.161;216.004;18.888;553.225;2.372
Model_3114;0.71;0.95;0.88;1.05;1.79;0.80;1.75;0.75;0.72;1;2;2;2;2;2;2;1;2;;88.04;191.87;756.057;64.703;109.125;25.984;171.78;21.138;492.93;2.873
Model_3115;1.05;0.92;0.89;1.22;1.28;1.70;1.78;0.96;0.54;2;1;1;1;1;1;2;1;2;;55.658;184.226;783.248;73.365;209.288;13.762;175.347;18.255;628.06;2.856
Model_3116;0.95;0.66;1.36;0.78;1.35;1.54;1.59;0.58;0.85;2;1;1;1;2;2;1;2;2;;60.19;144.732;393.409;53.487;184.593;21.694;153.917;23.585;369.123;2.219
Model_3117;1.09;0.76;1.58;0.81;1.68;1.38;1.61;1.13;0.88;2;2;1;2;2;2;2;2;1;;56.753;143.074;370.537;55.41;149.15;25.85;151.752;15.574;358.093;2.537
