;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_2018;0.55;0.49;1.73;0.78;1.03;1.06;1.82;0.65;0.51;1;1;1;2;1;2;1;2;1;;92.848;102.731;294.122;73.766;262.973;20.899;120.333;19.798;430.82;2.093
Model_2019;0.43;0.47;1.40;0.72;1.12;1.04;1.46;0.60;0.67;2;2;1;1;2;1;1;2;1;;114.566;137.498;353.524;60.792;214.788;25.169;163.428;21.477;380.625;2.165
Model_2020;0.72;0.50;1.49;0.63;1.12;1.05;2.04;0.57;0.66;2;1;1;2;1;2;1;1;1;;70.25;110.755;333.864;62.777;223.64;27.317;116.914;21.012;339.353;1.972
Model_2021;0.38;0.72;1.33;0.37;1.01;0.94;1.60;0.69;0.48;2;2;1;1;2;2;1;2;2;;137.946;143.742;403.868;60.512;258.482;31.56;149.775;18.841;552.272;2.649
Model_2022;0.31;0.76;1.27;0.36;1.45;0.99;1.82;0.74;0.89;1;1;1;1;2;1;1;2;1;;150.492;136.153;392.924;62.452;145.246;35.061;136.618;20.428;339.378;2.693
Model_2023;0.52;0.68;1.34;0.44;1.34;0.88;1.51;0.32;0.74;2;2;1;1;1;2;2;2;2;;104.306;147.012;382.786;55.071;169.968;35.902;160.648;27.559;362.741;2.437
Model_2024;0.30;0.57;1.41;0.58;1.38;1.01;1.99;0.30;0.71;2;1;2;1;1;1;1;2;2;;179.304;109.414;349.492;53.269;152.545;29.041;120.631;30.417;319.207;2.423
Model_2025;0.62;0.71;1.50;0.55;1.15;0.88;1.81;0.41;0.59;1;1;2;2;2;1;2;2;2;;92.812;123.478;359.712;61.923;232.273;32.217;141.559;25.087;431.104;2.401
Model_2026;0.66;0.67;1.29;0.49;0.96;0.96;1.81;0.39;0.51;1;2;2;1;2;2;1;2;2;;84.623;125.922;409.183;65.783;277.975;28.627;136.342;24.438;503.503;2.215
Model_2027;0.49;0.50;1.25;0.55;1.30;1.22;1.90;0.61;0.64;2;2;1;1;1;2;1;1;2;;108.244;116.636;392.757;60.825;154.963;24.77;123.945;20.228;363.579;2.108
Model_2028;0.65;0.47;1.80;0.36;0.98;1.11;1.57;0.64;0.82;2;2;2;2;1;2;1;1;1;;76.36;133.725;262.33;57.169;284.652;30.37;145.265;18.834;299.332;1.97
Model_2029;0.62;0.73;1.61;0.42;1.17;0.97;1.63;0.48;0.81;1;1;2;1;1;1;1;1;1;;88.324;142.051;324.249;57.608;241.113;34.898;155.706;23.81;340.683;2.495
Model_2030;0.57;0.60;1.51;0.65;1.30;1.24;1.53;0.33;0.81;2;2;2;1;2;2;1;2;2;;93.463;135.56;338.858;50.748;191.18;25.778;152.424;29.186;338.911;2.262
Model_2031;0.75;0.56;1.82;0.80;1.12;0.98;1.74;0.54;0.75;2;2;2;1;1;2;1;2;2;;70.167;125.147;285.931;57.676;260.092;26.995;147.014;23.298;323.3;2.097
Model_2032;0.65;0.72;1.32;0.77;1.50;0.77;2.02;0.57;0.53;2;1;2;2;2;2;2;1;2;;95.149;106.382;439.977;73.347;145.247;28.874;121.619;23.207;487.155;2.35
Model_2033;0.43;0.62;1.50;0.73;1.32;0.90;1.67;0.51;0.75;1;2;2;2;1;1;2;1;2;;125.699;130.569;347.728;56.004;184.431;29.148;150.379;24.935;339.388;2.399
Model_2034;0.36;0.53;1.76;0.78;1.12;1.17;2.05;0.39;0.54;1;2;2;2;2;1;2;1;2;;150.526;92.828;282.724;68.033;231.19;19.383;104.345;27.04;392.845;2.279
Model_2035;0.43;0.43;1.56;0.47;1.41;0.75;1.79;0.43;0.83;1;1;2;2;1;2;1;1;2;;126.327;113.115;298.452;51.082;149.75;34.024;118.051;25.789;266.299;2.059
Model_2036;0.68;0.75;1.74;0.52;1.30;0.79;1.93;0.69;0.81;2;2;2;1;1;1;2;1;1;;84.804;123.285;308.24;49.285;216.238;36.663;138.315;20.175;307.203;2.516
Model_2037;0.78;0.45;1.48;0.40;1.06;0.83;1.56;0.52;0.74;2;1;2;1;1;2;2;2;2;;63.317;131.285;320.683;53.796;237.06;35.182;148.129;21.708;324.575;1.934
Model_2038;0.66;0.46;1.57;0.53;1.16;0.69;1.53;0.51;0.85;2;2;1;2;1;1;1;2;1;;79.102;131.459;303.58;46.056;216.866;32.439;139.839;23.279;310.235;1.986
Model_2039;0.70;0.63;1.73;0.70;1.26;1.25;1.95;0.67;0.61;2;2;1;2;2;2;2;1;2;;80.213;107.073;311.424;66.777;212.205;22.562;125.876;20.314;388.164;2.221
Model_2040;0.34;0.55;1.67;0.67;1.34;1.08;1.53;0.67;0.80;2;2;2;1;1;1;1;1;2;;156.871;128.596;303.594;51.215;184.386;27.479;147.914;21.584;315.309;2.499
Model_2041;0.40;0.61;1.52;0.77;1.15;0.68;1.49;0.64;0.86;2;1;1;1;1;2;1;2;2;;127.173;144.338;332.487;49.976;232.284;28.907;154.507;22.489;353.011;2.375
Model_2042;0.34;0.50;1.49;0.69;1.04;0.87;1.54;0.43;0.90;2;2;2;1;2;1;2;1;1;;147.902;139.208;316.159;45.2;245.939;27.71;142.91;26.664;325.345;2.142
Model_2043;0.34;0.48;1.81;0.82;0.93;1.05;1.47;0.59;0.61;2;1;1;2;1;1;1;1;1;;143.248;132.994;275.448;63.757;308.468;21.881;168.454;21.754;392.972;2.241
Model_2044;0.39;0.70;1.76;0.72;0.98;0.75;1.87;0.46;0.65;2;2;2;1;2;1;2;2;2;;134.599;125.906;293.797;60.109;310.035;30.462;145.021;25.091;378.249;2.433
Model_2045;0.36;0.62;1.27;0.73;1.38;0.75;1.66;0.73;0.61;1;1;2;2;1;1;2;1;2;;144.505;133.13;422.014;65.847;152.392;30.181;152.884;20.162;431.977;2.475
Model_2046;0.33;0.46;1.32;0.52;1.00;1.09;1.57;0.33;0.58;2;2;2;2;1;1;1;1;1;;143.931;128.521;355.389;62.748;231.117;24.71;150.659;27.343;408.846;2.17
Model_2047;0.71;0.65;1.53;0.77;0.93;1.02;1.85;0.62;0.61;1;1;1;2;2;2;1;2;2;;72.686;129.986;347.511;67.195;323.825;25.124;147.976;21.084;422.73;2.134
Model_2048;0.57;0.76;1.65;0.69;1.38;0.78;1.56;0.54;0.80;2;2;2;2;1;2;1;1;2;;98.477;145.319;335.36;52.907;196.262;33.001;157.808;24.407;350.028;2.632
Model_2049;0.59;0.76;1.30;0.76;0.93;0.96;1.93;0.34;0.49;2;1;1;1;2;2;2;1;1;;101.012;121.28;432.284;73.073;311.014;23.346;132.786;26.523;547.973;2.411
Model_2050;0.49;0.66;1.32;0.62;1.23;0.72;1.80;0.34;0.69;2;2;2;1;1;1;2;1;1;;112.403;130.016;393.364;56.626;191.464;33.245;145.392;27.166;366.113;2.306
Model_2051;0.33;0.48;1.30;0.84;1.47;0.98;2.02;0.46;0.70;2;1;2;2;1;1;2;2;1;;178.455;110.368;383.057;59.125;129.927;24.753;115.897;26.596;322.071;2.18
Model_2052;0.50;0.46;1.28;0.44;1.44;1.09;1.87;0.34;0.49;1;1;1;2;2;1;2;2;2;;108.656;96.121;380.617;71.756;120.245;24.467;108.285;27.624;444.023;2.097
Model_2053;0.58;0.63;1.25;0.58;1.17;0.86;1.93;0.53;0.83;1;2;2;1;2;2;1;2;2;;90.517;131.2;395.229;47.808;198.036;32.441;134.637;22.773;328.001;2.114
Model_2054;0.38;0.53;1.36;0.79;1.36;0.82;1.45;0.59;0.67;1;2;2;2;2;2;1;1;2;;140.779;138.157;380.222;61.793;159.225;27.793;164.372;23.085;395.148;2.383
Model_2055;0.40;0.48;1.66;0.50;1.38;1.05;1.98;0.52;0.60;1;2;2;2;1;1;2;1;1;;131.521;96.07;291.905;62.051;155.351;27.985;106.494;22.47;344.702;2.266
Model_2056;0.57;0.48;1.67;0.61;1.23;0.95;2.03;0.41;0.60;2;1;2;2;1;1;2;1;1;;93.618;96.418;293.352;65.756;193.882;28.005;106.497;25.329;349.157;2.078
Model_2057;0.60;0.53;1.30;0.53;1.46;0.76;1.89;0.71;0.52;2;1;2;2;1;2;1;1;2;;93.114;103.758;400.986;72.708;130.667;33.577;116.56;18.509;449.434;2.197
Model_2058;0.57;0.60;1.28;0.78;1.01;1.14;1.62;0.45;0.49;1;2;2;1;2;2;1;2;1;;93.353;133.976;425.572;74.445;255.144;19.143;153.186;25.094;538.827;2.15
Model_2059;0.77;0.47;1.66;0.46;1.27;0.87;1.71;0.31;0.70;2;1;1;2;1;1;2;2;2;;68.715;112.117;293.138;53.538;188.328;33.721;134.111;28.803;322.472;2.04
Model_2060;0.67;0.73;1.30;0.53;1.03;1.00;1.54;0.34;0.51;2;2;1;1;1;1;2;2;1;;85.576;154.916;429.744;67.08;261.517;27.223;166.157;25.979;548.004;2.422
Model_2061;0.37;0.56;1.35;0.39;1.44;0.87;1.78;0.73;0.75;2;1;1;2;1;1;1;2;2;;137.041;121.766;360.464;61.208;139.953;36.361;132.686;18.7;315.735;2.417
Model_2062;0.72;0.68;1.28;0.81;1.19;0.71;1.97;0.68;0.90;1;1;2;2;2;2;2;2;2;;72.813;133.668;401.195;50.526;206.068;28.293;136.722;20.825;338.171;2.139
Model_2063;0.70;0.74;1.62;0.73;0.99;0.96;1.57;0.38;0.86;2;1;1;1;1;2;2;2;1;;73.513;156.903;326.598;50.367;313.418;29.2;168.462;26.721;370.697;2.322
Model_2064;0.46;0.71;1.71;0.54;0.95;0.75;1.92;0.62;0.60;2;1;1;1;1;2;1;1;1;;118.941;121.559;299.631;59.883;317.996;35.4;136.487;20.366;404.935;2.433
Model_2065;0.46;0.70;1.46;0.68;1.19;0.90;1.90;0.58;0.84;1;2;2;2;1;1;1;1;1;;115.609;131.479;355.709;50.222;220.129;30.704;140.48;23.04;324.503;2.402
Model_2066;0.61;0.71;1.62;0.69;1.32;0.95;1.91;0.62;0.87;2;1;2;2;1;2;2;1;1;;92.163;124.361;328.728;49.986;203.463;31.042;137.505;22.429;311.631;2.413
Model_2067;0.66;0.75;1.41;0.42;0.97;1.10;1.61;0.40;0.60;2;1;1;2;2;1;2;2;2;;85.098;152.925;379.802;55.444;298.661;29.251;168.468;24.254;458.235;2.452
Model_2068;0.49;0.50;1.30;0.43;1.34;0.95;1.99;0.44;0.78;1;2;2;2;2;2;2;1;1;;107.761;115.735;362.903;54.046;150.24;33.319;117.195;24.303;280.86;2.072
Model_2069;0.61;0.62;1.79;0.65;1.32;1.16;2.05;0.60;0.85;2;1;2;2;2;1;1;2;2;;90.857;111.066;287.904;49.706;203.297;28.141;122.641;22.376;278.042;2.238
Model_2070;0.72;0.59;1.53;0.81;1.00;1.16;1.79;0.62;0.64;1;1;1;1;2;1;1;1;2;;69.51;129.064;344.567;65.131;287.65;22.54;149.728;21.092;397.721;2.061
Model_2071;0.63;0.49;1.35;0.82;1.50;1.22;1.85;0.55;0.85;1;2;2;2;2;2;1;2;2;;88.093;121.893;369.379;52.235;136.937;24.356;125.732;23.934;301.225;1.988
Model_2072;0.65;0.69;1.53;0.68;1.18;1.10;1.99;0.38;0.83;1;2;2;2;2;2;1;2;1;;84.769;124.588;341.61;51.211;230.096;28.409;135.479;26.667;312.891;2.264
Model_2073;0.54;0.61;1.47;0.45;1.19;1.08;1.56;0.71;0.74;2;2;1;2;2;1;1;1;2;;95.891;139.752;344.728;53.628;212.778;31.31;157.049;19.038;349.434;2.34
Model_2074;0.32;0.48;1.48;0.60;1.35;0.70;1.96;0.75;0.84;1;2;1;1;1;1;1;2;1;;166.325;116.812;322.285;47.313;160.931;32.147;116.408;18.515;270.282;2.248
Model_2075;0.72;0.53;1.43;0.80;0.93;1.00;2.04;0.30;0.66;2;2;2;1;2;2;2;1;2;;66.789;119.787;348.94;62.249;293.422;24.52;126.724;27.923;354.355;1.814
Model_2076;0.69;0.67;1.75;0.56;0.95;0.67;1.92;0.54;0.68;2;2;2;1;2;1;2;2;2;;77.157;125.328;290.775;56.109;321.457;35.133;142.241;21.613;355.577;2.206
Model_2077;0.46;0.57;1.71;0.64;1.37;0.85;1.72;0.37;0.81;2;2;1;2;1;2;2;1;2;;121.765;118.532;293.69;50.313;179.816;31.325;137.72;28.257;295.035;2.337
Model_2078;0.74;0.50;1.43;0.71;1.27;1.00;1.47;0.71;0.84;2;1;1;2;1;1;2;2;1;;73.275;137.304;349.838;52.362;190.399;28.32;149.538;19.894;340.55;2.065
Model_2079;0.34;0.54;1.64;0.82;1.01;0.73;1.79;0.69;0.86;2;2;2;1;2;1;1;2;2;;147.7;133.38;300.093;49.459;273.84;27.001;140.119;20.468;306.991;2.213
Model_2080;0.34;0.52;1.38;0.42;1.06;1.15;1.75;0.41;0.86;1;1;1;2;1;1;2;1;2;;141.522;130.639;330.338;53.597;222.278;28.298;134.037;25.564;307.074;2.157
Model_2081;0.69;0.54;1.61;0.85;1.49;0.65;2.02;0.63;0.79;2;1;1;1;2;1;1;2;2;;79.948;108.796;324.178;56.266;155.738;27.954;119.864;21.905;290.377;2.126
Model_2082;0.55;0.65;1.36;0.84;1.04;1.24;1.56;0.71;0.74;1;2;1;1;1;1;1;1;1;;92.025;157.279;390.914;58.745;265.755;22.768;172.593;20.433;378.497;2.257
Model_2083;0.59;0.55;1.39;0.72;0.97;0.82;1.67;0.69;0.53;1;2;2;2;2;1;1;1;1;;85.732;128.946;376.151;73.378;276.32;26.983;149.343;18.947;475.026;2.117
Model_2084;0.73;0.67;1.57;0.72;1.04;1.03;1.62;0.41;0.60;2;2;1;1;1;2;1;2;2;;73.116;141.245;347.386;66.154;281.92;25.67;165.137;25.654;445.602;2.257
Model_2085;0.64;0.48;1.56;0.63;1.37;1.21;1.95;0.58;0.57;2;2;1;1;2;2;2;2;1;;84.026;97.94;326.103;70.131;158.427;22.271;111.119;21.418;383.455;2.084
Model_2086;0.66;0.73;1.58;0.59;1.03;1.20;1.71;0.46;0.74;2;1;1;2;2;1;2;1;1;;82.297;143.562;336.06;53.907;290.528;27.195;162.254;24.352;357.371;2.38
Model_2087;0.74;0.68;1.72;0.65;1.02;0.85;2.05;0.38;0.69;1;2;1;2;1;2;2;1;2;;73.388;117.314;299.977;58.599;293.66;31.41;132.192;25.219;345.98;2.192
Model_2088;0.55;0.56;1.62;0.72;1.07;0.99;1.76;0.58;0.76;2;2;2;1;2;1;1;2;2;;92.386;128.999;311.813;55.145;258.736;27.688;145.423;22.073;320.688;2.143
Model_2089;0.73;0.59;1.39;0.51;1.17;1.02;1.62;0.32;0.90;1;2;2;2;2;1;1;2;1;;73.225;137.621;350.093;47.198;212.605;30.797;142.011;28.157;337.533;2.041
Model_2090;0.59;0.51;1.61;0.46;1.18;0.68;1.90;0.41;0.85;1;2;1;2;2;1;1;1;1;;86.641;118.418;294.932;51.744;211.732;34.481;123.296;25.172;276.29;2.055
Model_2091;0.33;0.45;1.31;0.35;0.93;1.08;1.93;0.51;0.87;1;1;2;1;2;2;2;1;2;;135.155;132.184;332.322;54.173;244.866;29.256;119.849;21.103;283.307;1.879
Model_2092;0.42;0.67;1.54;0.58;1.32;0.67;1.78;0.66;0.56;1;1;1;2;1;1;1;1;1;;129.26;117.071;350.522;65.709;179.887;35.37;134.72;20.802;439.087;2.502
Model_2093;0.51;0.46;1.42;0.46;1.04;1.00;1.88;0.41;0.59;2;1;1;2;2;2;2;2;2;;98.185;110.729;329.187;61.523;226.383;28.944;119.471;24.017;370.843;2.009
Model_2094;0.68;0.64;1.27;0.64;1.11;1.19;1.95;0.44;0.87;1;1;1;2;1;1;1;1;2;;75.571;132.782;389.276;47.933;218.731;27.07;135.643;24.99;332.458;2.045
Model_2095;0.42;0.63;1.56;0.48;0.96;0.81;1.76;0.63;0.52;1;1;1;2;2;1;2;2;2;;124.189;119.826;324.571;64.762;288.681;33.268;136.528;19.608;462.054;2.387
Model_2096;0.74;0.69;1.60;0.63;1.48;1.09;1.52;0.35;0.86;2;1;2;2;1;2;1;2;2;;77.962;136.462;335.097;49.058;169.748;30.145;149.242;28.418;344.809;2.419
Model_2097;0.74;0.74;1.65;0.44;1.33;0.89;1.62;0.64;0.57;2;1;2;2;1;1;1;2;2;;79.72;132.917;344.015;59.79;194.902;35.349;152.058;20.907;456.342;2.574
Model_2098;0.70;0.49;1.60;0.78;1.19;1.04;1.83;0.42;0.83;1;2;1;1;2;2;1;2;1;;75.347;122.277;311.067;52.065;216.969;26.398;131.374;26.692;290.927;1.953
Model_2099;0.37;0.62;1.71;0.52;1.40;1.05;1.51;0.45;0.68;2;1;2;2;1;2;2;2;1;;140.677;127.973;305.507;54.766;171.762;30.191;157.298;26.284;363.109;2.598
Model_2100;0.49;0.71;1.74;0.61;1.48;0.81;1.79;0.72;0.77;1;1;1;2;1;2;1;2;1;;113.843;122.299;310.605;53.071;171.103;34.945;141.179;20.863;320.551;2.593
Model_2101;0.39;0.50;1.76;0.62;1.13;1.15;1.47;0.68;0.76;1;1;1;1;1;2;2;2;1;;129.153;130.899;280.927;52.744;237.537;26.426;156.314;20.097;319.214;2.329
Model_2102;0.39;0.51;1.38;0.84;1.35;1.09;2.02;0.65;0.57;2;2;1;2;1;2;2;2;2;;145.197;102.934;374.081;68.396;155.019;21.457;112.622;20.945;402.716;2.211
Model_2103;0.66;0.57;1.69;0.73;1.44;0.83;1.97;0.67;0.57;1;2;1;2;2;2;1;2;1;;85.464;97.213;318.109;71.253;160.077;28.931;113.834;20.451;397.302;2.223
Model_2104;0.63;0.70;1.68;0.56;1.06;0.68;1.77;0.31;0.79;2;1;1;1;2;1;1;2;2;;86.028;134.017;305.006;48.684;277.094;34.464;151.171;26.976;327.335;2.321
Model_2105;0.69;0.47;1.84;0.74;1.47;0.92;1.65;0.73;0.87;1;1;2;1;2;1;1;1;1;;82.207;115.685;278.443;50.15;168.132;28.921;129.859;19.83;282.619;2.128
Model_2106;0.77;0.58;1.82;0.82;1.32;1.13;1.57;0.51;0.75;1;2;1;2;2;2;1;1;2;;72.187;127.201;296.233;58.794;207.469;25.144;155.005;24.863;336.815;2.233
Model_2107;0.63;0.59;1.82;0.64;0.95;0.76;1.57;0.56;0.49;1;2;2;1;1;1;2;1;2;;82.66;122.736;290.451;73.555;313.414;29.27;150.747;21.438;479.236;2.21
Model_2108;0.44;0.73;1.76;0.49;1.23;1.12;1.92;0.75;0.67;1;2;1;1;2;2;2;1;2;;123.932;117.82;299.732;53.435;224.851;30.153;134.668;19.139;359.869;2.61
Model_2109;0.69;0.62;1.71;0.64;1.35;0.89;1.55;0.74;0.66;1;2;2;1;1;1;1;2;1;;78.321;131.236;320.979;62.127;191.436;31.653;159.281;19.477;386.344;2.37
Model_2110;0.56;0.67;1.80;0.39;1.35;1.08;1.55;0.65;0.58;2;1;2;1;2;1;2;2;2;;99.866;125.809;301.575;59.455;186.954;30.46;153.007;20.511;419.818;2.506
Model_2111;0.44;0.61;1.63;0.69;1.26;1.02;1.45;0.31;0.64;1;2;1;2;1;1;1;2;2;;120.54;137.621;324.796;61.627;201.669;26.401;168.22;29.623;405.13;2.444
Model_2112;0.46;0.62;1.36;0.65;1.22;1.04;1.54;0.71;0.48;1;2;2;2;1;2;2;1;2;;116.737;133.294;408.626;75.169;189.49;23.26;153.802;19.712;543.525;2.413
Model_2113;0.68;0.66;1.80;0.64;1.21;0.84;1.83;0.54;0.76;1;2;2;2;2;2;2;1;2;;80.477;122.186;292.33;54.401;236.354;32.657;142.525;22.972;318.847;2.303
Model_2114;0.58;0.45;1.60;0.61;0.92;1.11;1.95;0.55;0.61;1;2;1;2;1;2;1;2;2;;81.328;115.386;294.915;64.673;290.911;24.448;119.412;20.528;357.653;1.875
Model_2115;0.42;0.48;1.39;0.84;1.40;1.18;1.95;0.32;0.73;2;1;1;2;1;1;1;2;1;;142.631;111.681;357.148;57.306;148.289;22.267;121.282;30.96;311.877;2.09
Model_2116;0.72;0.60;1.60;0.57;1.11;0.65;2.04;0.37;0.73;2;1;1;1;1;2;2;1;1;;73.967;113.746;313.356;54.022;242.91;34.565;125.891;25.672;312.749;2.074
Model_2117;0.32;0.45;1.72;0.47;1.41;1.16;1.87;0.69;0.61;1;2;1;1;2;1;1;2;1;;159.743;99.204;278.13;59.798;149.065;25.957;111.734;18.759;337.201;2.323
Model_2118;0.49;0.69;1.84;0.45;1.31;1.15;1.90;0.34;0.70;2;2;1;1;1;2;1;2;2;;115.639;112.475;278.972;54.185;202.465;29.75;131.6;27.027;331.16;2.475
Model_2119;0.55;0.62;1.32;0.69;1.10;0.68;1.97;0.45;0.88;2;2;1;1;1;2;1;1;2;;93.856;131.131;370.505;47.407;222.592;29.862;132.357;24.893;320.832;2.054
Model_2120;0.66;0.64;1.79;0.67;1.06;0.70;1.75;0.59;0.59;1;2;2;2;2;2;2;1;1;;82.192;121.339;297.101;67.004;278.983;32.24;145.338;21.365;410.167;2.234
Model_2121;0.74;0.70;1.25;0.39;1.18;0.80;1.49;0.53;0.67;2;1;1;1;1;1;2;1;1;;73.51;159.58;423.258;58.108;210.283;38.632;172.701;22.035;418.388;2.407
Model_2122;0.58;0.44;1.58;0.37;1.50;0.90;1.84;0.56;0.65;1;1;1;2;1;1;1;1;2;;90.639;102.501;303.518;59.874;131.878;35.041;115.461;21.121;327.563;2.108
Model_2123;0.57;0.59;1.28;0.71;1.37;1.00;1.80;0.58;0.65;1;2;2;1;1;2;1;2;2;;96.556;124.88;411.949;63.445;157.294;27.478;140.374;22.336;389.695;2.204
Model_2124;0.60;0.56;1.56;0.63;0.97;0.74;1.87;0.52;0.65;1;2;2;2;2;2;1;1;2;;84.105;122.674;318.924;61.364;286.376;31.826;137.026;21.982;364.701;2.068
Model_2125;0.32;0.51;1.49;0.37;1.20;0.86;1.97;0.55;0.85;1;2;1;2;1;1;2;1;2;;154.273;117.94;308.438;58.463;190.128;34.28;117.731;21.606;271.677;2.259
Model_2126;0.65;0.50;1.82;0.84;1.21;1.17;1.78;0.61;0.50;2;1;2;2;1;2;2;2;1;;81.298;95.508;293.758;74.488;211.946;18.335;119.718;21.485;434.85;2.12
Model_2127;0.52;0.66;1.26;0.84;1.50;1.18;1.58;0.33;0.68;2;2;1;2;1;2;1;2;1;;109.381;144.959;434.063;62.595;144.36;22.989;162.816;29.541;407.531;2.331
Model_2128;0.71;0.58;1.32;0.78;1.29;1.24;1.94;0.48;0.66;1;1;2;2;1;1;1;1;1;;76.624;117.445;401.914;64.779;177.287;22.213;131.211;24.521;372.466;2.067
Model_2129;0.76;0.52;1.61;0.54;0.97;0.72;1.90;0.68;0.71;2;2;2;1;2;1;1;1;1;;63.796;124.139;304.949;55.747;287.989;34.249;133.78;18.156;324.275;1.962
Model_2130;0.60;0.53;1.49;0.65;1.00;0.75;1.84;0.57;0.87;1;2;2;1;1;2;2;2;1;;79.582;133.777;325.022;47.543;265.954;30.28;136.713;21.629;306.809;1.929
Model_2131;0.41;0.70;1.51;0.54;1.19;1.00;1.56;0.62;0.49;2;2;2;1;1;2;1;2;2;;131.236;135.727;370.27;68.139;212.228;26.939;150.719;21.563;527.614;2.59
Model_2132;0.66;0.70;1.75;0.64;1.10;0.97;1.93;0.74;0.73;1;1;2;1;2;1;1;2;1;;83.44;123.733;303.832;56.312;272.96;31.039;141.16;19.217;335.852;2.36
Model_2133;0.76;0.53;1.29;0.68;1.21;0.92;1.62;0.67;0.82;1;1;2;2;2;2;2;1;2;;68.709;137.928;384.511;52.602;193.215;29.765;147.596;20.1;342.999;1.998
Model_2134;0.55;0.64;1.77;0.59;1.10;0.91;1.95;0.43;0.67;2;2;2;1;1;1;1;2;2;;99.945;114.198;287.14;57.23;257.9;31.313;130.942;24.751;346.732;2.244
Model_2135;0.35;0.60;1.46;0.65;1.23;1.18;1.60;0.58;0.51;1;2;2;1;2;1;1;1;2;;145.52;124.395;367.493;70.482;189.341;20.894;146.789;22.563;488.696;2.502
Model_2136;0.67;0.73;1.63;0.52;1.13;1.11;1.85;0.71;0.58;1;2;2;2;1;2;1;2;2;;86.53;122.432;336.264;62.418;252.377;27.776;137.925;19.332;436.347;2.463
Model_2137;0.59;0.57;1.40;0.43;1.17;0.94;2.02;0.62;0.84;1;2;2;2;2;2;1;2;2;;87.825;121.499;345.132;54.288;204.725;33.776;122.653;20.047;293.093;2.08
Model_2138;0.72;0.53;1.83;0.63;1.16;0.92;1.72;0.38;0.66;1;1;1;2;2;2;1;2;2;;72.428;114.019;276.524;61.208;234.515;29.676;140.452;26.676;349.161;2.132
Model_2139;0.34;0.76;1.71;0.75;0.96;0.92;1.76;0.62;0.49;2;2;2;2;2;2;2;2;2;;155.197;125.093;325.947;71.324;325.295;24.786;138.074;22.643;520.308;2.674
Model_2140;0.61;0.53;1.73;0.67;1.03;0.82;2.00;0.67;0.75;1;2;2;2;1;1;1;2;2;;81.888;118.838;285.207;55.673;272.511;30.444;126.449;19.216;299.865;2.032
Model_2141;0.41;0.51;1.49;0.74;1.04;1.14;1.69;0.46;0.85;1;1;2;1;1;1;2;1;1;;123.723;134.157;324.388;49.131;249.637;24.758;143.172;25.565;314.686;2.086
Model_2142;0.72;0.63;1.67;0.83;1.18;1.18;2.03;0.67;0.71;1;1;1;2;2;1;1;2;1;;75.338;114.361;320.644;61.855;238.646;23.911;129.785;20.81;337.56;2.165
Model_2143;0.32;0.68;1.81;0.53;1.26;0.82;1.84;0.50;0.87;1;1;2;2;2;1;1;2;1;;159.088;121.547;279.143;50.044;216.469;34.271;135.638;25.493;294.072;2.574
Model_2144;0.59;0.60;1.67;0.72;1.46;1.00;1.79;0.31;0.89;2;2;1;1;2;1;1;2;1;;97.533;118.409;307.023;48.41;167.686;28.717;131.831;30.24;297.288;2.24
Model_2145;0.36;0.48;1.49;0.74;1.44;0.89;1.67;0.44;0.84;2;2;1;1;1;2;1;2;2;;160.043;121.573;325.377;49.374;148.874;28.01;131.723;27.574;298.711;2.23
Model_2146;0.38;0.55;1.58;0.76;1.44;0.90;1.55;0.66;0.51;1;2;1;1;1;2;1;2;2;;139.538;116.806;344.838;72.746;147.301;24.937;146.27;21.515;473.554;2.453
Model_2147;0.46;0.67;1.33;0.53;1.20;0.74;1.81;0.75;0.75;1;1;1;2;2;1;1;2;2;;113.754;133.617;384.579;51.03;200.875;35.666;144.492;18.814;337.904;2.378
Model_2148;0.48;0.61;1.60;0.53;1.32;0.96;1.46;0.43;0.88;1;2;2;1;2;2;1;2;2;;108.512;135.309;312.76;47.808;191.174;32.065;145.026;26.829;335.461;2.389
Model_2149;0.54;0.72;1.73;0.68;1.36;1.17;1.80;0.43;0.76;2;2;2;2;2;2;1;2;2;;105.817;124.738;313.2;54.528;197.806;27.233;143.9;26.538;329.506;2.511
Model_2150;0.36;0.45;1.37;0.69;0.94;1.20;1.63;0.34;0.82;1;2;1;2;1;2;2;2;2;;134.242;140.489;334.607;48.684;261.696;23.288;144.707;28.597;320.984;1.906
Model_2151;0.76;0.50;1.48;0.42;0.98;1.03;1.74;0.34;0.50;2;2;2;2;2;2;1;2;2;;64.468;110.751;331.32;68.618;260.863;26.501;127.422;25.793;453.307;2.014
Model_2152;0.61;0.52;1.28;0.50;1.19;0.85;1.55;0.44;0.71;1;2;1;2;1;2;1;2;1;;82.401;137.285;380.351;53.938;188.23;33.616;154.819;24.534;357.512;2.113
Model_2153;0.51;0.60;1.82;0.58;1.37;1.10;1.98;0.72;0.75;2;2;1;1;2;2;2;1;1;;108.425;107.919;281.582;53.443;186.477;29.711;123.76;19.491;298.095;2.362
