;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_3112;0.39;0.52;1.49;0.45;1.25;0.96;1.86;0.50;0.67;2;1;1;1;1;2;2;2;1;;132.158;111.991;323.25;53.642;179.849;32.426;125.812;22.948;333.624;2.31
Model_3113;0.54;0.56;1.47;0.45;1.44;1.08;1.97;0.38;0.66;1;2;2;2;1;1;2;1;2;;103.023;105.395;340.358;55.094;145.755;29.902;118.359;26.157;340.839;2.239
Model_3114;0.44;0.73;1.83;0.40;1.04;0.94;1.75;0.43;0.56;1;1;2;1;1;1;2;1;2;;125.955;121.991;282.786;57.244;283.072;33.33;141.403;23.803;428.11;2.602
Model_3115;0.57;0.76;1.38;0.78;1.00;0.74;1.52;0.46;0.68;2;1;2;2;2;1;2;2;1;;94.541;168.671;401.631;61.551;294.916;29.628;182.589;25.334;428.197;2.476
Model_3116;0.51;0.75;1.45;0.51;1.06;0.90;1.85;0.31;0.60;1;1;1;1;1;2;1;1;1;;112.391;128.352;366.156;57.86;259.531;32.912;142.033;26.278;426.931;2.498
Model_3117;0.33;0.54;1.65;0.69;1.23;0.89;1.47;0.63;0.87;1;2;2;1;2;2;2;2;1;;157.767;133.918;300.813;47.723;210.107;29.27;146.769;22.616;322.865;2.439
Model_3118;0.73;0.74;1.34;0.43;1.49;0.91;2.04;0.53;0.82;2;2;2;1;1;2;2;1;2;;80.316;121.487;392.579;56.17;147.925;36.508;128.968;22.667;319.684;2.398
Model_3119;0.58;0.72;1.84;0.39;1.31;1.21;2.05;0.46;0.82;1;2;2;1;2;2;1;2;2;;98.683;112.361;278.796;59.949;209.949;30.607;125.746;24.342;283.956;2.479
Model_3120;0.39;0.65;1.57;0.68;1.23;1.03;1.68;0.31;0.83;2;1;2;1;1;1;1;1;2;;139.102;131.549;324.749;49.154;211.953;28.299;147.424;29.706;326.328;2.408
Model_3121;0.64;0.49;1.33;0.57;1.11;1.10;1.89;0.54;0.77;2;1;1;1;2;1;1;1;2;;77.039;125.068;360.2;51.691;211.493;28.169;128.751;21.741;301.511;1.912
Model_3122;0.37;0.65;1.55;0.54;1.26;0.73;1.47;0.45;0.77;2;2;1;1;1;2;2;2;2;;135.411;142.903;328.861;48.683;200.99;35.295;160.674;26.013;344.616;2.54
Model_3123;0.44;0.63;1.46;0.43;1.07;0.87;1.61;0.42;0.89;2;2;1;2;1;1;1;2;1;;112.687;141.959;328.756;54.886;243.502;33.614;146.791;25.491;338.509;2.248
Model_3124;0.48;0.76;1.67;0.74;0.92;0.77;1.94;0.64;0.50;1;2;2;2;1;2;2;2;1;;120.332;115.537;329.183;72.365;345.465;28.261;126.805;21.383;504.912;2.477
Model_3125;0.71;0.49;1.36;0.53;1.33;0.78;1.80;0.56;0.82;2;2;2;1;2;1;2;2;1;;74.439;123.33;356.38;48.329;163.637;33.484;129.066;21.921;297.725;1.988
Model_3126;0.77;0.70;1.31;0.63;1.07;0.89;1.52;0.42;0.51;2;2;2;2;2;1;1;1;1;;71.729;154.077;435.278;72.525;249.593;27.89;168.373;24.989;551.367;2.335
Model_3127;0.33;0.75;1.28;0.57;1.27;1.16;1.84;0.75;0.86;2;1;1;2;2;2;1;2;2;;146.918;139.039;398.734;45.701;183.355;29.516;142.29;20.585;348.84;2.589
Model_3128;0.45;0.58;1.80;0.46;1.28;0.74;1.70;0.73;0.52;2;2;1;1;1;2;1;1;1;;118.688;106.639;287.204;65.179;188.653;36.628;128.08;18.217;424.393;2.48
Model_3129;0.37;0.71;1.26;0.78;1.02;1.23;1.96;0.48;0.65;1;1;1;1;1;1;1;1;2;;140.163;131.047;420.375;61.203;255.106;21.851;141.273;25.169;398.109;2.396
Model_3130;0.33;0.61;1.61;0.64;1.37;0.91;1.59;0.34;0.65;1;1;1;2;1;1;1;1;1;;160.541;124.839;323.194;59.635;170.784;29.613;152.628;29.504;380.136;2.571
Model_3131;0.36;0.45;1.37;0.54;1.03;0.68;2.04;0.52;0.60;2;2;2;2;2;1;2;1;2;;136.177;109.612;337.846;62.185;222.14;33.281;107.582;20.975;353.495;2.058
Model_3132;0.43;0.72;1.30;0.72;1.47;1.04;1.82;0.63;0.71;1;2;2;1;2;1;1;1;2;;127.495;133.139;420.253;58.105;147.975;28.179;144.752;22.695;371.07;2.525
Model_3133;0.53;0.60;1.64;0.84;1.20;1.01;1.67;0.70;0.56;1;1;1;1;2;1;1;1;1;;102.564;120.782;335.001;70.02;220.022;23.202;147.759;20.384;444.577;2.327
Model_3134;0.59;0.72;1.69;0.43;1.10;1.11;1.86;0.51;0.83;1;2;1;2;2;2;2;1;2;;92.252;130.744;301.306;56.269;263.386;31.834;144.118;22.919;317.093;2.399
Model_3135;0.43;0.57;1.50;0.69;1.11;0.77;1.96;0.62;0.71;2;2;2;2;1;2;2;2;1;;120.945;119.079;334.62;58.126;231.614;30.825;130.042;20.983;327.671;2.235
Model_3136;0.53;0.69;1.80;0.81;1.00;0.79;1.68;0.71;0.83;2;2;1;1;2;1;1;1;1;;97.269;145.535;292.383;53.209;314.804;28.785;161.48;20.579;339.285;2.34
Model_3137;0.63;0.60;1.30;0.61;1.40;0.68;1.83;0.50;0.65;2;2;2;2;1;1;2;2;2;;88.718;121.029;402.576;61.738;151.566;33.829;136.6;23.58;381.984;2.193
Model_3138;0.34;0.71;1.73;0.66;1.19;1.20;1.65;0.56;0.81;1;2;2;1;1;1;2;1;2;;148.752;138.199;303.616;49.879;239.699;26.621;155.488;24.47;330.615;2.621
Model_3139;0.48;0.57;1.61;0.40;0.98;1.00;1.95;0.48;0.77;2;2;2;2;2;1;1;2;2;;104.608;123.18;294.747;56.682;276.023;32.305;130.73;22.474;293.111;2.128
Model_3140;0.49;0.48;1.46;0.47;1.02;0.94;1.74;0.40;0.62;1;1;1;1;2;1;2;1;1;;101.071;119.116;323.364;58.502;240.869;30.718;136.143;24.472;366.928;2.083
Model_3141;0.38;0.58;1.68;0.79;1.06;1.19;1.47;0.32;0.65;2;2;2;2;2;1;1;1;2;;135.605;139.361;308.791;61.211;265.244;21.307;171.72;29.556;395.836;2.386
Model_3142;0.45;0.44;1.53;0.70;1.11;0.74;1.81;0.57;0.68;1;2;2;1;2;1;1;1;2;;111.213;118.044;314.715;59.057;219.439;29.333;128.611;21.169;331.337;2.018
Model_3143;0.70;0.75;1.28;0.40;0.96;1.23;1.70;0.47;0.88;2;2;2;2;2;1;2;2;2;;73.055;156.311;403.263;55.205;279.706;29.096;156.348;23.279;377.95;2.279
Model_3144;0.39;0.76;1.43;0.77;1.14;0.68;1.61;0.39;0.54;2;2;2;1;2;1;2;1;2;;139.693;145.774;398.204;68.098;235.484;29.444;159.436;27.207;510.256;2.649
Model_3145;0.57;0.66;1.35;0.52;1.31;0.98;1.87;0.54;0.66;2;1;1;1;2;2;2;2;2;;98.804;121.622;388.251;56.492;174.313;32.047;136.695;22.628;377.308;2.309
Model_3146;0.64;0.59;1.58;0.44;0.99;1.07;1.89;0.63;0.55;2;2;1;2;2;1;1;2;2;;83.233;112.835;317.102;63.102;277.702;27.738;125.556;19.127;423.012;2.167
Model_3147;0.57;0.45;1.61;0.81;1.04;0.90;1.68;0.64;0.60;1;1;2;1;1;2;1;1;2;;85.283;119.521;311.945;66.239;254.243;25.037;142.536;19.877;390.552;1.999
Model_3148;0.47;0.75;1.49;0.38;0.97;0.92;1.76;0.63;0.68;1;1;2;2;2;2;1;2;2;;113.563;143.019;346.748;62.222;298.635;36.205;156.404;20.029;383.28;2.534
Model_3149;0.48;0.65;1.56;0.76;1.07;1.14;2.00;0.37;0.49;2;2;2;1;2;2;2;2;1;;119.51;98.936;344.221;72.186;253.479;19.637;113.347;27.054;481.434;2.236
Model_3150;0.70;0.56;1.66;0.40;1.29;0.88;1.86;0.36;0.89;2;2;1;2;2;2;1;1;2;;78.124;117.181;292.006;55.282;194.482;34.441;124.93;26.78;284.36;2.116
Model_3151;0.43;0.68;1.56;0.84;0.98;0.94;1.79;0.55;0.80;2;1;1;1;1;1;2;1;2;;118.064;141.025;332.224;53.931;299.26;26.619;156.561;23.935;341.755;2.305
Model_3152;0.69;0.65;1.77;0.52;1.28;0.81;1.93;0.71;0.52;2;1;2;2;1;1;2;1;2;;84.56;97.547;305.457;68.516;200.755;33.491;114.583;19.064;438.357;2.315
Model_3153;0.45;0.60;1.77;0.80;1.21;1.01;1.82;0.50;0.71;1;2;2;1;2;1;1;1;1;;121.026;118.021;294.427;58.83;225.888;26.053;139.442;24.902;333.947;2.348
Model_3154;0.77;0.68;1.49;0.71;1.40;0.81;1.76;0.33;0.68;1;2;1;1;1;2;1;1;1;;73.862;127.25;369.316;61.391;172.859;31.432;147.321;27.522;380.654;2.311
Model_3155;0.46;0.58;1.51;0.60;1.33;0.75;1.66;0.74;0.84;2;2;2;2;2;1;2;1;2;;113.492;129.119;332.71;48.598;180.552;32.81;141.392;19.414;317.342;2.345
Model_3156;0.35;0.66;1.34;0.56;1.40;0.65;1.89;0.59;0.80;1;1;2;2;1;2;1;1;1;;148.274;124.757;378.536;48.807;154.989;35.342;133.937;22.851;315.862;2.464
Model_3157;0.34;0.57;1.47;0.82;1.48;0.76;2.05;0.48;0.64;1;1;1;1;2;2;1;2;1;;169.221;102.567;353.667;62.987;141.382;28.218;114.561;26.32;357.653;2.395
Model_3158;0.61;0.48;1.59;0.51;1.17;1.05;1.80;0.69;0.64;1;1;1;2;2;1;2;2;1;;83.39;112.577;309.084;60.982;209.379;28.932;129.405;18.334;351.094;2.114
Model_3159;0.75;0.62;1.57;0.57;1.22;1.02;1.69;0.65;0.69;2;2;1;1;2;2;1;2;1;;70.967;129.902;337.22;57.939;216.383;30.701;151.403;20.473;366.829;2.237
Model_3160;0.43;0.66;1.75;0.68;0.93;0.94;1.73;0.45;0.83;2;2;2;2;1;2;1;2;2;;115.345;142.381;286.896;49.758;323.561;29.133;156.882;25.421;331.514;2.248
Model_3161;0.62;0.67;1.68;0.60;1.28;0.71;1.93;0.33;0.54;2;2;1;1;2;2;2;2;2;;95.502;101.62;319.242;66.836;197.267;33.601;118.728;27.079;433.595;2.304
Model_3162;0.34;0.74;1.80;0.75;1.50;1.17;1.52;0.52;0.87;2;1;1;2;1;1;2;2;2;;161.047;136.351;301.901;49.682;176.184;26.858;150.534;27.344;334.682;2.785
Model_3163;0.47;0.74;1.45;0.48;1.08;0.98;2.01;0.45;0.48;2;2;2;1;1;2;2;1;2;;125.853;104.113;371.962;65.261;244.661;28.004;114.642;23.708;510.6;2.521
Model_3164;0.46;0.73;1.45;0.52;1.28;0.69;1.88;0.43;0.85;1;1;2;2;2;2;1;1;1;;117.696;128.657;354.42;49.988;194.8;35.839;137.936;25.702;321.726;2.501
Model_3165;0.66;0.66;1.67;0.76;1.31;0.72;1.97;0.53;0.58;1;2;1;1;1;1;2;1;2;;87.951;104.75;327.713;68.357;196.072;30.034;122.297;23.382;413.132;2.271
Model_3166;0.49;0.54;1.32;0.58;1.42;0.99;1.89;0.41;0.56;2;2;1;1;2;2;2;2;1;;113.884;106.249;386.677;67.681;137.07;27.47;119.978;25.956;414.67;2.209
Model_3167;0.63;0.43;1.60;0.40;0.93;1.24;2.03;0.35;0.82;1;1;2;1;1;2;2;1;1;;74.355;123.736;283.68;51.949;276.979;26.66;115.94;25.74;260.901;1.709
Model_3168;0.33;0.56;1.48;0.36;1.01;0.95;1.62;0.64;0.77;1;1;1;2;2;2;1;1;1;;138.666;137.02;318.882;61.705;254.712;34.041;150.686;19.489;321.398;2.374
Model_3169;0.76;0.46;1.27;0.74;1.21;1.04;1.71;0.41;0.76;2;2;1;1;1;1;2;1;1;;67.08;131.022;384.391;56.261;184.002;26.222;141.168;26.332;322.334;1.834
Model_3170;0.73;0.44;1.37;0.38;1.23;0.65;1.89;0.35;0.48;2;2;2;2;2;2;2;1;2;;70.903;94.903;350.829;70.725;163.685;37.861;104.112;25.891;437.802;1.984
Model_3171;0.34;0.65;1.59;0.56;1.28;0.74;1.92;0.36;0.54;2;1;1;1;2;1;1;2;1;;155.528;102.454;326.044;64.044;184.14;33.588;117.242;27.628;426.133;2.519
Model_3172;0.59;0.72;1.79;0.84;1.25;1.06;1.59;0.54;0.61;1;1;2;1;2;1;1;1;1;;96.454;135.752;322.177;66.398;230.212;24.245;162.07;24.431;430.127;2.509
Model_3173;0.48;0.52;1.71;0.38;1.17;1.05;1.80;0.57;0.70;2;1;2;2;1;2;1;1;2;;107.398;113.886;280.685;59.934;215.685;31.746;130.362;20.655;317.044;2.266
Model_3174;0.44;0.45;1.82;0.74;1.47;1.16;1.86;0.41;0.57;2;1;2;2;1;2;1;2;1;;129.426;90.806;276.405;68.261;145.807;21.051;111.149;27.413;361.51;2.162
Model_3175;0.61;0.57;1.74;0.73;1.32;0.83;1.75;0.54;0.80;2;2;1;1;1;2;2;1;2;;88.263;120.165;296.026;53.445;197.605;30.185;139.489;23.653;299.011;2.236
Model_3176;0.74;0.59;1.71;0.49;1.06;0.98;2.01;0.46;0.77;1;1;2;2;2;1;1;1;1;;69.371;116.932;290.125;49.959;266.206;32.33;128.077;23.445;293.61;2.063
Model_3177;0.59;0.57;1.73;0.61;1.34;0.87;1.56;0.42;0.52;2;2;2;2;2;2;1;2;2;;92.996;113.52;311.691;71.401;175.811;28.802;144.382;25.955;448.854;2.321
Model_3178;0.53;0.54;1.63;0.63;1.19;0.65;1.55;0.69;0.84;1;1;1;1;2;1;1;1;1;;95.303;132.26;305.505;49.092;221.431;31.64;146.769;20.005;319.618;2.248
Model_3179;0.52;0.51;1.75;0.74;1.17;1.12;1.69;0.66;0.65;1;2;2;2;1;1;1;2;2;;99.321;118.153;292.413;63.324;226.405;23.95;143.129;20.259;360.904;2.216
Model_3180;0.37;0.59;1.52;0.69;1.24;1.21;1.73;0.56;0.87;1;1;1;2;1;1;2;2;2;;144.642;128.556;327.162;48.206;201.092;25.594;139.54;24.2;315.714;2.363
Model_3181;0.49;0.49;1.55;0.51;1.21;0.69;1.70;0.57;0.74;2;1;1;2;1;1;2;1;1;;104.274;120.839;311.144;51.909;197.58;34.894;137.606;21.256;312.251;2.182
Model_3182;0.55;0.75;1.78;0.79;0.92;0.93;1.67;0.30;0.79;2;2;1;1;1;1;1;1;1;;96.546;153.844;296.104;54.147;350.945;27.834;170.924;27.383;355.459;2.358
Model_3183;0.69;0.44;1.28;0.77;1.00;1.06;1.72;0.68;0.65;1;2;1;2;2;2;1;2;2;;67.868;133.495;384.602;64.24;244.956;24.053;144.807;18.633;379.439;1.804
Model_3184;0.48;0.60;1.45;0.39;1.14;0.92;1.60;0.36;0.55;1;1;1;2;2;2;1;2;1;;111.068;126.478;349.141;58.825;211.005;32.875;149.297;25.859;444.214;2.384
Model_3185;0.33;0.49;1.37;0.58;1.48;0.74;1.50;0.66;0.88;1;1;1;2;2;2;1;1;1;;162.03;129.731;344.065;45.499;135.931;32.091;133.709;21.398;320.713;2.319
Model_3186;0.37;0.50;1.83;0.43;1.37;1.03;1.82;0.63;0.52;1;1;1;2;1;1;1;2;1;;137.931;92.139;267.672;65.807;158.777;27.887;109.093;19.894;387.925;2.426
Model_3187;0.76;0.71;1.49;0.53;1.24;1.01;1.56;0.71;0.77;2;2;2;1;2;2;1;2;2;;70.839;148.978;362.538;50.66;217.416;33.039;161.737;19.947;361.062;2.441
Model_3188;0.63;0.70;1.82;0.43;1.05;0.95;1.89;0.34;0.51;1;2;1;1;2;1;2;1;2;;93.804;105.108;285.713;61.349;276.059;30.601;120.107;25.195;451.325;2.371
Model_3189;0.45;0.57;1.36;0.42;1.51;0.94;1.57;0.32;0.72;2;1;2;1;1;2;1;2;2;;119.254;127.336;364.788;56.468;131.336;34.269;147.5;29.015;346.609;2.376
Model_3190;0.59;0.71;1.33;0.54;1.34;0.87;1.81;0.53;0.49;2;1;2;1;2;2;1;1;2;;101.727;116.334;424.663;69.766;167.801;30.53;129.445;23.06;526.364;2.425
Model_3191;0.32;0.53;1.72;0.83;1.50;0.68;1.74;0.46;0.64;1;2;1;2;1;2;2;2;1;;176.624;107.637;301.406;62.657;146.881;28.217;133.992;27.281;357.97;2.459
Model_3192;0.40;0.55;1.70;0.65;1.40;0.77;1.97;0.55;0.77;1;1;2;1;2;2;2;1;1;;140.232;107.088;295.136;52.883;169.186;32.328;120.862;23.468;286.356;2.368
Model_3193;0.60;0.45;1.37;0.66;1.39;1.03;1.78;0.56;0.57;2;2;1;1;1;2;2;1;1;;88.243;108.899;368.795;70.758;142.834;25.162;125.47;21.802;403.535;2.027
Model_3194;0.31;0.67;1.82;0.56;1.19;1.11;2.03;0.35;0.86;2;2;1;1;1;1;1;2;2;;167.377;116.052;271.956;45.294;230.968;29.055;127.238;28.623;282.609;2.48
Model_3195;0.43;0.59;1.27;0.52;1.02;1.09;1.79;0.43;0.54;2;2;1;1;2;1;2;2;1;;122.103;122.657;395.439;65.102;236.52;25.142;135.815;24.165;452.415;2.25
Model_3196;0.32;0.44;1.57;0.72;0.92;0.91;1.63;0.60;0.77;2;2;1;2;1;1;1;2;1;;149.799;138.147;299.201;52.671;287.696;26.607;147.462;20.818;308.3;2.017
Model_3197;0.72;0.74;1.60;0.75;0.93;0.90;1.63;0.72;0.62;2;1;2;1;1;2;2;1;1;;74.379;154.069;348.976;66.08;347.24;28.584;175.634;19.786;449.439;2.383
Model_3198;0.42;0.60;1.71;0.79;1.30;0.82;1.80;0.42;0.56;1;2;1;1;2;1;1;2;2;;131.024;106.892;310.748;67.686;189.473;26.791;129.471;26.991;417.426;2.386
Model_3199;0.64;0.74;1.77;0.71;0.96;0.68;1.85;0.71;0.76;2;2;2;2;1;2;1;2;2;;83.98;140.132;299.473;55.796;332.88;31.803;156.219;19.833;339.547;2.349
Model_3200;0.63;0.67;1.78;0.66;1.11;0.75;1.83;0.50;0.57;1;2;1;2;1;2;1;1;2;;89.553;115.173;300.041;67.169;259.918;31.738;135.14;23.307;422.992;2.307
Model_3201;0.40;0.72;1.72;0.75;1.42;1.01;1.52;0.65;0.64;1;2;1;2;2;1;1;1;1;;133.051;141.22;330.847;63.318;180.266;27.2;163.752;22.965;413.98;2.685
Model_3202;0.67;0.51;1.85;0.78;1.45;1.18;1.60;0.44;0.81;2;1;1;2;1;2;2;2;2;;84.604;116.255;280.047;53.834;172.71;25.058;141.063;27.454;295.037;2.188
Model_3203;0.75;0.55;1.75;0.55;1.45;1.05;2.05;0.55;0.77;1;1;1;2;2;1;2;1;1;;73.902;102.987;291.002;52.924;165.898;30.97;115.782;22.628;283.147;2.17
Model_3204;0.55;0.46;1.76;0.42;1.05;0.75;2.04;0.58;0.72;2;1;2;2;1;1;1;2;2;;90.106;110.503;262.853;54.365;247.573;36.068;111.721;19.525;285.546;1.999
Model_3205;0.36;0.74;1.52;0.80;1.24;1.15;1.98;0.52;0.85;1;1;1;1;1;2;2;1;1;;149.731;126.539;348.127;50.972;213.962;26.099;138.161;25.845;318.808;2.56
Model_3206;0.56;0.62;1.54;0.49;1.48;0.84;1.51;0.57;0.80;1;1;2;1;1;2;1;2;1;;96.214;132.771;336.08;51.6;156.057;35.903;149.937;23.133;330.62;2.428
Model_3207;0.63;0.68;1.36;0.50;0.95;1.20;1.57;0.73;0.53;1;2;2;2;1;2;1;2;1;;85.553;151.382;399.925;66.617;298.523;23.761;166.983;18.441;515.004;2.341
Model_3208;0.39;0.69;1.49;0.43;1.04;0.71;1.76;0.50;0.55;2;2;2;1;2;2;2;1;1;;135.42;126.191;346.715;57.887;257.42;38.582;140.682;22.309;449.226;2.503
Model_3209;0.50;0.73;1.52;0.63;0.94;0.87;1.93;0.60;0.67;2;1;2;1;2;2;1;2;1;;108.689;132.036;345.372;58.271;317.655;31.717;145.781;21.479;379.617;2.387
Model_3210;0.57;0.72;1.31;0.42;1.06;1.06;1.48;0.72;0.80;1;2;2;2;1;1;2;2;1;;90.001;165.203;391.689;57.413;251.42;32.823;168.708;19.197;388.599;2.437
Model_3211;0.76;0.57;1.36;0.72;1.01;0.86;2.02;0.46;0.77;1;2;2;1;1;2;1;2;1;;64.804;127.727;369.762;55.486;259.65;29.237;132.251;24.063;313.456;1.891
Model_3212;0.76;0.61;1.31;0.79;1.06;0.66;1.70;0.54;0.74;2;2;2;1;2;1;1;1;2;;66.108;143.796;397.443;58.42;247.884;28.517;158.004;22.819;359.754;2.051
Model_3213;0.45;0.68;1.37;0.82;1.21;1.11;1.91;0.33;0.86;1;2;1;1;1;2;2;2;2;;121.534;131.042;373.45;50.363;204.686;25.646;139.494;29.054;330.221;2.294
Model_3214;0.43;0.73;1.52;0.39;1.20;1.14;1.64;0.36;0.63;2;2;2;2;1;2;1;2;1;;126.345;138.881;347.951;61.057;215.857;29.502;155.326;26.17;409.412;2.62
Model_3215;0.47;0.67;1.32;0.56;1.08;1.21;1.46;0.50;0.84;1;2;1;2;2;1;2;1;2;;105.217;158.077;376.703;46.661;238.49;27.443;162.03;24.301;382.636;2.329
Model_3216;0.47;0.62;1.77;0.80;1.41;0.84;1.68;0.57;0.81;2;2;1;1;2;2;2;1;1;;121.275;123.654;298.898;53.858;183.557;29.317;145.053;24.223;306.286;2.427
Model_3217;0.37;0.63;1.68;0.38;1.39;0.76;1.77;0.49;0.77;1;2;2;1;2;1;2;2;1;;138.142;118.384;297.156;63.091;172.135;38.82;136.143;24.252;301.154;2.55
Model_3218;0.65;0.64;1.57;0.73;1.18;0.98;1.89;0.39;0.57;2;1;2;1;1;1;2;2;1;;87.372;110.332;343.895;68.664;223.642;25.638;129.883;26.43;426.027;2.19
Model_3219;0.76;0.66;1.38;0.62;1.43;0.91;1.76;0.59;0.89;2;1;1;2;1;2;2;1;2;;73.579;131.197;372.623;47.621;161.12;32.153;138.814;22.592;334.862;2.246
Model_3220;0.43;0.51;1.40;0.67;1.26;0.89;1.99;0.52;0.60;2;2;2;1;1;1;1;2;2;;124.547;106.17;356.388;65.342;173.446;28.149;114.224;22.929;375.606;2.184
Model_3221;0.64;0.48;1.81;0.84;1.37;1.15;1.90;0.44;0.89;2;2;1;2;2;2;1;2;1;;87.042;113.093;277.979;49.543;185.593;24.815;120.523;27.283;268.031;2.03
Model_3222;0.56;0.63;1.69;0.73;1.12;0.88;1.95;0.37;0.84;2;1;1;2;2;2;2;1;2;;95.534;121.477;299.744;50.797;251.05;29.312;134.996;27.291;299.318;2.166
Model_3223;0.49;0.46;1.35;0.74;1.12;0.86;2.01;0.73;0.83;1;1;2;1;1;2;2;1;2;;102.05;125.086;353.825;50.521;207.838;28.298;119.336;18.021;284.875;1.894
Model_3224;0.56;0.45;1.83;0.42;1.41;0.85;1.58;0.32;0.52;1;1;2;2;2;1;2;2;1;;93.169;95.654;269.237;66.792;148.176;32.425;127.788;28.733;390.55;2.195
Model_3225;0.56;0.66;1.62;0.79;1.30;0.88;1.52;0.56;0.52;1;1;2;2;2;1;2;2;1;;100.267;131.398;357.117;73.179;193.962;25.654;159.409;23.864;496.905;2.386
Model_3226;0.41;0.69;1.31;0.71;1.34;1.17;1.86;0.52;0.81;2;1;1;2;2;1;2;2;1;;133.17;130.857;396.127;52.412;169.943;26.566;141.461;25.18;333.902;2.415
Model_3227;0.56;0.60;1.35;0.69;1.49;0.65;1.91;0.64;0.54;1;2;1;1;1;1;2;1;2;;102.668;107.011;401.552;71.926;134.295;31.596;122.039;20.946;451.25;2.253
Model_3228;0.55;0.70;1.79;0.78;1.11;0.89;1.93;0.44;0.80;2;1;2;1;1;1;1;1;1;;100.27;124.863;294.04;53.913;270.383;28.983;142.002;25.89;308.617;2.353
Model_3229;0.36;0.53;1.72;0.74;0.93;1.13;2.04;0.74;0.58;2;2;2;1;1;1;1;2;1;;138.087;108.989;284.285;66.626;304.365;21.922;115.148;18.049;379.008;2.213
Model_3230;0.38;0.62;1.67;0.57;0.96;0.73;1.99;0.70;0.78;2;1;1;2;1;1;1;2;1;;129.373;125.739;292.963;50.376;295.943;33.556;134.979;19.165;298.314;2.271
Model_3231;0.64;0.48;1.38;0.76;1.34;0.66;2.02;0.31;0.76;1;2;2;1;1;1;2;2;2;;82.83;112.835;357.042;55.431;160.707;28.568;117.534;29.662;294.959;1.919
Model_3232;0.78;0.53;1.76;0.41;1.42;0.97;1.82;0.33;0.78;2;2;1;2;2;2;1;2;2;;71.923;109.211;281.45;55.736;168.554;33.998;126.412;28.123;286.148;2.15
Model_3233;0.53;0.45;1.81;0.51;1.24;0.74;1.71;0.34;0.60;2;2;2;1;1;1;1;2;1;;97.59;103.286;265.729;61.681;191.202;33.961;126.534;27.51;349.297;2.127
Model_3234;0.50;0.47;1.25;0.81;1.15;0.79;1.68;0.55;0.69;2;1;2;1;1;2;2;1;1;;101.161;131.248;394.748;60.307;194.666;27.155;146.835;22.48;359.123;1.992
Model_3235;0.61;0.57;1.40;0.79;1.35;0.66;1.51;0.68;0.56;1;1;2;1;2;1;2;1;2;;87.929;132.722;394.407;71.491;165.934;28.913;163.679;20.564;472.416;2.287
Model_3236;0.68;0.66;1.51;0.83;1.20;0.82;1.56;0.47;0.66;2;1;2;1;2;2;1;2;2;;79.407;142.919;366.833;63.707;225.702;28.139;168.078;25.521;414.415;2.301
Model_3237;0.72;0.55;1.49;0.81;1.04;1.23;1.58;0.70;0.73;2;2;1;1;1;1;1;1;1;;70.191;143.72;349.421;59.69;268.934;22.877;165.025;19.729;362.387;2.062
Model_3238;0.59;0.51;1.44;0.41;1.30;0.70;1.66;0.60;0.55;1;1;2;2;1;1;1;1;2;;89.31;113.751;348.766;63.336;163.926;38.224;135.442;19.984;423.635;2.258
Model_3239;0.56;0.73;1.31;0.49;1.12;0.66;1.45;0.49;0.70;1;1;2;2;1;2;1;1;1;;95.276;166.252;405.619;52.474;232.812;38.031;175.441;23.457;406.326;2.523
Model_3240;0.69;0.76;1.57;0.36;1.15;0.95;1.81;0.56;0.74;1;1;2;2;1;1;2;1;1;;82.838;133.878;336.866;62.82;245.118;36.522;149.304;21.481;343.448;2.512
Model_3241;0.52;0.43;1.75;0.45;1.19;0.92;1.54;0.51;0.65;1;1;1;1;1;1;1;2;1;;95.242;115.555;272.727;56.069;203.03;32.25;142.885;22.293;340.693;2.123
Model_3242;0.76;0.50;1.83;0.48;1.40;1.21;1.82;0.54;0.77;1;2;1;1;2;2;1;2;2;;72.405;108.825;272.663;49.892;174.969;28.39;125.405;22.776;287.165;2.138
Model_3243;0.63;0.56;1.65;0.47;1.30;0.93;2.03;0.67;0.63;2;2;2;2;1;1;1;2;1;;87.488;102.094;306.602;59.396;185.305;33.218;113.029;19.09;348.499;2.236
Model_3244;0.47;0.70;1.52;0.38;1.49;1.24;1.56;0.56;0.81;1;2;1;1;2;1;1;2;1;;113.938;137.894;342.014;62.105;155.919;29.913;149.183;23.475;335.812;2.595
Model_3245;0.30;0.67;1.27;0.80;1.05;0.83;1.87;0.49;0.64;1;2;2;2;1;1;2;1;1;;162.759;132.521;413.125;62.318;240.596;27.147;144.991;25.326;400.734;2.41
Model_3246;0.48;0.76;1.46;0.55;1.44;1.07;1.84;0.56;0.89;1;2;2;1;1;2;2;2;2;;114.574;130.951;359.409;48.004;166.643;31.905;138.061;24.008;328.789;2.579
Model_3247;0.46;0.72;1.41;0.79;1.21;0.87;1.52;0.54;0.59;1;1;2;1;1;1;2;2;1;;118.482;152.857;403.342;66.934;214.508;27.474;172.551;24.544;476.018;2.551
