;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_1349;0.44;0.54;1.68;0.63;1.17;0.97;1.85;0.56;0.67;1;1;1;1;2;2;2;2;2;;118.525;112.449;295.643;58.896;219.472;28.968;130.901;22.23;340.016;2.287
Model_1350;0.53;0.63;1.66;0.66;1.20;0.99;1.69;0.53;0.71;2;2;2;2;2;2;2;2;1;;101.864;128.452;316.35;57.855;226.13;29.337;151.906;23.648;350.717;2.333
Model_1351;0.55;0.64;1.66;0.66;1.07;0.91;1.81;0.60;0.70;1;1;1;1;2;2;1;2;1;;96.697;126.776;312.003;58.126;267.898;30.56;146.478;21.668;351.655;2.261
Model_1352;0.46;0.63;1.59;0.54;1.10;0.99;1.73;0.57;0.68;2;2;1;1;2;1;1;1;2;;113.796;129.51;319.936;55.094;246.302;30.81;148.887;21.767;363.922;2.354
Model_1353;0.43;0.61;1.49;0.68;1.06;0.79;1.73;0.53;0.76;1;1;2;2;2;2;2;1;2;;117.447;133.866;338.514;54.045;253.506;30.752;151.097;23.428;330.21;2.278
Model_1354;0.47;0.55;1.58;0.57;1.04;0.84;1.63;0.52;0.71;1;2;2;2;2;1;1;2;1;;105.97;132.744;312.835;55.137;259.246;32.058;153.625;22.712;344.398;2.239
Model_1355;0.50;0.64;1.64;0.52;0.97;0.80;1.72;0.45;0.76;2;1;1;2;1;2;1;2;2;;102.14;136.964;302.323;49.588;297.193;34.228;154.575;24.185;328.141;2.225
Model_1356;0.52;0.61;1.68;0.50;1.05;0.98;1.79;0.48;0.68;1;1;2;2;1;2;1;2;2;;100.893;123.331;297.331;54.45;265.629;31.608;143.2;23.316;350.641;2.269
Model_1357;0.56;0.58;1.59;0.61;1.07;0.82;1.75;0.52;0.63;2;2;2;2;1;1;2;2;1;;93.91;123.224;320.524;62.546;253.015;31.456;144.829;22.584;382.274;2.214
Model_1358;0.50;0.57;1.56;0.62;1.02;0.84;1.71;0.60;0.75;1;1;1;1;1;2;2;2;1;;99.913;133.13;318.374;53.793;269.036;31.574;151.314;21.19;327.685;2.191
Model_1359;0.59;0.54;1.54;0.68;1.19;0.88;1.86;0.42;0.62;2;1;1;1;1;2;1;1;1;;90.922;111.231;330.206;64.79;207.526;28.847;129.321;25.452;375.201;2.146
Model_1360;0.42;0.67;1.50;0.65;1.03;0.85;1.70;0.58;0.69;2;2;1;2;2;1;1;2;1;;122.383;140.911;346.17;57.896;272.219;31.056;158.57;22.367;376.012;2.386
Model_1361;0.47;0.54;1.71;0.64;1.10;0.92;1.77;0.43;0.65;1;2;1;1;1;1;1;1;1;;110.418;117.166;290.09;60.476;242.537;28.884;138.246;25.063;354.174;2.239
Model_1362;0.51;0.60;1.60;0.58;1.22;1.00;1.66;0.45;0.74;2;1;2;2;2;1;2;1;2;;104.305;126.9;318.63;53.371;211.798;30.281;149.623;25.228;334.011;2.323
Model_1363;0.57;0.62;1.64;0.55;1.07;0.89;1.81;0.55;0.64;1;2;2;2;1;2;2;2;2;;93.773;121.997;311.459;59.31;259.458;32.292;141.686;21.771;376.366;2.248
Model_1364;0.43;0.54;1.56;0.54;1.05;0.81;1.65;0.47;0.65;1;2;2;2;1;2;2;1;2;;116.162;127.252;313.933;57.764;248.035;32.882;150.265;23.41;369.127;2.272
Model_1365;0.59;0.66;1.63;0.66;1.02;0.96;1.84;0.49;0.69;1;2;1;2;1;2;2;2;2;;90.541;129.035;317.25;58.624;285.913;29.347;147.828;23.693;361.227;2.239
Model_1366;0.55;0.66;1.69;0.63;1.19;0.84;1.75;0.41;0.68;2;2;2;2;2;1;2;2;1;;100.785;124.706;311.634;58.507;230.9;32.007;147.703;25.932;361.709;2.344
Model_1367;0.55;0.54;1.58;0.52;1.21;0.85;1.62;0.55;0.67;1;2;1;1;1;1;2;1;1;;94.368;124.819;317.609;56.85;204.624;33.518;149.577;21.872;359.633;2.274
Model_1368;0.47;0.54;1.64;0.64;1.19;0.89;1.70;0.52;0.72;1;2;2;2;1;2;2;2;1;;110.455;122.625;306.02;56.546;215.927;30.455;144.247;23.474;329.54;2.275
Model_1369;0.51;0.59;1.66;0.67;1.16;0.79;1.79;0.52;0.77;1;1;2;2;2;2;2;2;2;;103.019;122.978;305.382;53.774;232.783;31.333;141.637;23.744;311.473;2.261
Model_1370;0.49;0.63;1.73;0.69;1.09;0.85;1.75;0.45;0.69;2;1;2;1;2;1;2;2;1;;109.101;125.108;298.765;58.587;262.368;30.164;149.309;25.324;352.964;2.31
Model_1371;0.49;0.57;1.48;0.69;1.04;0.80;1.85;0.56;0.73;1;1;2;1;1;1;1;2;1;;103.936;127.094;338.385;56.496;255.667;30.189;140.623;22.212;329.913;2.16
Model_1372;0.49;0.56;1.66;0.69;1.08;0.94;1.73;0.53;0.62;1;2;1;2;1;2;1;1;1;;106.18;121.285;306.609;64.551;251.322;27.502;144.109;22.769;384.386;2.253
Model_1373;0.54;0.58;1.70;0.63;1.19;1.01;1.69;0.48;0.60;2;2;1;1;2;2;2;1;2;;99.768;117.531;304.813;64.282;219.265;27.284;144.049;23.987;397.105;2.296
Model_1374;0.56;0.62;1.52;0.60;1.07;0.99;1.64;0.56;0.74;2;1;1;1;2;1;2;1;1;;92.302;138.221;336.303;54.093;257.025;30.211;158.869;22.304;346.713;2.24
Model_1375;0.48;0.53;1.58;0.52;1.17;0.85;1.85;0.55;0.62;2;1;2;2;2;2;2;1;2;;109.356;109.917;311.967;60.53;208.993;32.918;126.689;21.428;363.753;2.251
Model_1376;0.50;0.59;1.67;0.64;1.11;0.99;1.70;0.56;0.75;1;1;1;1;2;2;1;1;2;;103.162;128.596;302.818;53.928;248.806;29.493;149.036;22.579;327.534;2.281
Model_1377;0.41;0.60;1.62;0.52;1.14;0.84;1.63;0.55;0.74;1;1;2;1;2;2;1;2;2;;122.956;130.918;308.929;50.475;232.666;34.162;151.633;22.683;333.476;2.42
Model_1378;0.44;0.57;1.71;0.65;1.02;0.98;1.71;0.55;0.74;2;1;2;2;1;1;1;2;2;;114;129.714;291.056;54.756;277.565;28.619;149.874;22.662;327.301;2.253
Model_1379;0.60;0.57;1.62;0.52;1.01;0.80;1.86;0.45;0.71;1;2;1;1;2;1;1;1;2;;84.867;123.262;301.725;53.061;272.737;33.849;137.526;23.428;329.573;2.104
Model_1380;0.52;0.64;1.51;0.63;1.03;0.80;1.67;0.52;0.76;1;1;1;1;1;1;2;1;2;;98.409;140.452;336.444;52.77;270.486;31.871;158.668;23.234;341.565;2.239
Model_1381;0.47;0.61;1.68;0.53;1.11;1.02;1.72;0.59;0.61;1;2;2;1;2;2;1;2;2;;112.046;122.089;304.778;59.937;243.986;29.332;144.1;21.179;393.114;2.377
Model_1382;0.60;0.65;1.50;0.66;1.13;0.86;1.73;0.44;0.64;2;1;2;2;1;1;1;2;1;;91.34;129.768;354.272;62.71;237.483;30.397;151.215;25.129;398.879;2.264
Model_1383;0.49;0.59;1.56;0.54;1.13;0.87;1.67;0.58;0.71;2;1;2;1;2;1;1;1;1;;105.9;129.601;323.956;54.048;232.825;33.159;150.524;21.562;346.788;2.323
Model_1384;0.49;0.54;1.67;0.69;1.22;0.95;1.80;0.41;0.60;1;1;2;1;1;1;1;1;1;;109.939;108.139;305.608;65.463;204.211;26.812;130.556;26.18;380.183;2.259
Model_1385;0.45;0.62;1.55;0.58;1.13;0.91;1.62;0.57;0.63;1;1;2;2;1;1;1;1;1;;115.987;132.391;335.693;60.895;233.482;30.975;156.706;22.08;400.541;2.414
Model_1386;0.50;0.58;1.72;0.66;1.14;0.80;1.79;0.42;0.63;1;2;1;2;1;2;2;1;2;;106.915;115.258;294.88;62.486;234.958;30.727;137.921;25.397;371.131;2.275
Model_1387;0.55;0.66;1.48;0.52;1.06;0.85;1.85;0.47;0.73;1;2;1;2;1;2;1;2;2;;96.783;130.768;341.828;51.569;254.947;34.16;144.21;23.599;339.087;2.262
Model_1388;0.58;0.54;1.56;0.64;1.05;0.97;1.74;0.55;0.65;2;2;1;1;1;1;2;1;2;;87.644;124.711;321.296;61.425;254.963;28.166;145.351;21.746;371.172;2.127
Model_1389;0.44;0.64;1.73;0.55;1.02;0.86;1.85;0.51;0.69;2;1;1;1;2;2;1;1;1;;118.844;123.212;288.957;54.567;282.065;33.255;141.563;22.91;343.629;2.33
Model_1390;0.54;0.64;1.70;0.70;1.02;1.00;1.86;0.40;0.71;1;1;1;2;2;2;2;2;2;;98.205;124.614;300.191;57.731;286.798;27.836;144.727;26.16;342.734;2.203
Model_1391;0.51;0.59;1.65;0.55;0.97;0.91;1.75;0.58;0.69;2;2;2;2;1;1;1;2;2;;99.304;131.012;300.837;55.714;293.939;31.585;149.581;20.958;351.926;2.197
Model_1392;0.59;0.62;1.60;0.65;1.20;0.92;1.73;0.46;0.70;2;1;1;2;2;2;1;2;1;;91.926;125.515;325.933;58.578;220.802;30.483;147.837;25.03;354.354;2.269
Model_1393;0.52;0.60;1.51;0.60;1.00;0.79;1.73;0.58;0.73;2;2;2;2;2;1;2;2;2;;97.291;135.547;332.064;54.523;276.229;32.305;152.708;21.39;342.387;2.178
Model_1394;0.51;0.55;1.55;0.62;1.02;0.98;1.64;0.52;0.60;2;1;2;1;2;2;2;2;2;;99.82;126.804;325.949;64.219;263.929;27.509;153.075;22.615;408.049;2.216
Model_1395;0.43;0.56;1.61;0.68;1.17;0.89;1.77;0.47;0.65;2;2;1;1;2;2;1;1;2;;122.265;118.195;313.627;60.847;217.98;28.989;138.938;24.6;364.7;2.308
Model_1396;0.43;0.64;1.71;0.55;1.03;0.99;1.66;0.56;0.71;1;1;1;2;2;1;2;1;1;;118.451;134.577;296.181;53.973;280.687;30.821;158.071;22.266;350.246;2.385
Model_1397;0.51;0.57;1.69;0.55;1.15;0.83;1.87;0.59;0.75;2;1;2;2;1;1;2;2;1;;103.1;117.745;294.222;52.484;231.878;33.495;133.7;21.295;305.537;2.255
Model_1398;0.51;0.62;1.71;0.70;1.11;0.78;1.86;0.43;0.65;2;1;1;2;1;1;2;2;1;;106.869;116.202;300.765;62.098;250.805;30.41;137.444;25.549;364.313;2.272
Model_1399;0.47;0.65;1.68;0.53;1.06;0.94;1.75;0.55;0.67;2;1;2;2;2;1;2;1;2;;112.576;127.16;303.894;55.673;267.688;32.013;149.17;22.103;365.729;2.356
Model_1400;0.54;0.55;1.62;0.70;1.21;0.93;1.83;0.41;0.70;1;2;1;1;2;1;2;2;2;;98.714;115.988;311.591;58.364;210.223;28.439;135.181;26.327;334.881;2.189
Model_1401;0.53;0.60;1.61;0.62;1.02;0.88;1.70;0.57;0.61;1;2;2;1;1;1;1;2;1;;98.425;128.609;319.595;63.464;275.416;30.085;150.962;21.578;403.432;2.257
Model_1402;0.55;0.58;1.55;0.64;1.23;0.86;1.85;0.57;0.76;2;1;1;2;1;2;2;2;1;;97.365;120.355;327.201;54.69;205.243;31.619;136.261;22.379;312.518;2.228
Model_1403;0.58;0.56;1.69;0.50;1.06;0.95;1.84;0.59;0.65;1;1;1;1;2;2;2;1;1;;89.567;116.012;292.519;57.592;257.394;31.927;134.391;20.381;352.106;2.201
Model_1404;0.42;0.54;1.57;0.56;0.99;0.83;1.71;0.53;0.63;1;1;1;2;2;2;2;2;1;;118.046;124.687;310.727;60.44;270.232;31.947;146.155;21.995;375.155;2.254
Model_1405;0.40;0.56;1.60;0.61;1.11;0.99;1.75;0.51;0.63;1;1;2;2;1;2;1;2;2;;127.839;119.085;312.979;61.284;233.245;28.101;140.437;23.376;375.384;2.348
Model_1406;0.48;0.54;1.58;0.68;1.12;0.93;1.77;0.42;0.70;2;1;2;2;2;2;1;1;1;;108.442;120.906;316.319;58.416;232.214;28.585;140.53;25.859;337.922;2.199
Model_1407;0.52;0.65;1.53;0.50;1.23;0.93;1.71;0.49;0.69;1;2;1;2;1;2;1;2;1;;104.289;129.728;338.154;53.97;206.184;33.562;148.717;23.754;362.163;2.365
Model_1408;0.45;0.60;1.49;0.60;1.15;0.79;1.63;0.55;0.63;2;2;1;2;1;2;1;2;1;;116.112;132.152;345.799;61.59;220.546;32.631;154.709;22.501;399.734;2.372
Model_1409;0.51;0.66;1.61;0.70;1.18;0.80;1.77;0.41;0.72;2;1;2;2;2;2;1;2;2;;107.188;126.924;325.91;57.135;230.576;31.075;147.506;26.534;347.994;2.337
Model_1410;0.45;0.53;1.70;0.55;1.12;0.80;1.86;0.54;0.69;2;2;2;2;2;2;1;2;1;;114.539;114.647;286.894;56.006;233.288;33.462;129.552;21.968;323.472;2.246
Model_1411;0.47;0.54;1.58;0.52;1.10;0.80;1.74;0.53;0.74;1;2;1;2;2;1;2;1;2;;107.302;125.098;307.009;51.387;235;33.689;141.476;22.141;318.427;2.22
Model_1412;0.43;0.56;1.63;0.54;1.16;0.89;1.75;0.57;0.68;1;2;1;1;1;2;2;1;1;;119.689;120.578;304.463;55.852;220.687;32.56;140.746;21.574;344.136;2.346
Model_1413;0.46;0.62;1.70;0.67;1.07;0.81;1.74;0.59;0.60;1;1;1;1;1;2;1;1;1;;115.187;122.108;305.446;64.719;262.75;30.561;145.182;21.69;403.448;2.363
Model_1414;0.56;0.62;1.49;0.52;1.16;1.00;1.77;0.52;0.68;2;2;2;2;2;2;1;1;1;;96.169;126.579;344.497;55.953;221.369;31.236;144.348;22.624;361.696;2.267
Model_1415;0.49;0.61;1.51;0.69;1.09;0.96;1.80;0.43;0.62;1;1;1;1;1;2;1;1;2;;109.107;122.096;341.454;63.266;242.757;27.37;141.949;25.341;397.532;2.26
Model_1416;0.47;0.56;1.57;0.60;1.22;0.80;1.87;0.42;0.67;1;1;2;1;2;2;1;1;1;;113.774;112.4;319.169;58.267;200.812;32.55;129.58;25.533;342.985;2.278
Model_1417;0.54;0.60;1.56;0.54;1.17;0.88;1.83;0.56;0.63;1;1;1;2;1;1;2;2;2;;99.869;116.422;326.743;60.094;217.884;32.478;135.525;21.75;378.137;2.292
Model_1418;0.50;0.65;1.56;0.69;1.05;0.91;1.79;0.41;0.75;2;2;2;2;1;1;2;2;1;;105.671;133.212;329.41;55.206;268.138;29.443;150.943;26.114;333.462;2.252
Model_1419;0.54;0.66;1.61;0.60;1.03;0.98;1.63;0.52;0.75;2;2;1;1;2;1;1;1;1;;96.34;143.52;319.969;52.934;282.419;30.541;162.142;23.215;346.008;2.307
Model_1420;0.52;0.55;1.70;0.54;1.23;0.79;1.69;0.44;0.74;2;2;2;1;2;1;1;1;1;;101.395;120.71;293.208;52.004;208.422;33.985;141.744;24.991;316.399;2.279
Model_1421;0.50;0.61;1.63;0.67;1.07;0.86;1.81;0.59;0.59;2;1;2;2;1;1;1;2;2;;107.296;117.892;318.483;66.158;257.834;29.171;137.978;21.554;408.669;2.289
Model_1422;0.43;0.55;1.61;0.55;0.98;0.89;1.82;0.45;0.64;1;1;1;1;1;1;1;1;1;;116.969;120.213;300.401;58.567;276.068;30.955;137.028;23.7;360.494;2.223
Model_1423;0.53;0.61;1.54;0.59;1.15;0.95;1.71;0.58;0.64;1;1;1;1;1;1;1;1;2;;100.429;126.397;335.938;60.358;226.599;30.211;148.425;21.652;389.379;2.316
Model_1424;0.43;0.58;1.53;0.68;1.15;0.89;1.74;0.55;0.65;2;1;2;1;1;1;1;2;1;;121.89;123.346;335.425;61.538;222.714;29.129;144.719;22.922;375.063;2.34
Model_1425;0.54;0.59;1.65;0.66;1.20;0.87;1.64;0.52;0.71;2;2;1;1;2;1;1;1;1;;98.226;128.68;313.191;57.525;221.29;30.708;152.393;23.573;349.258;2.305
Model_1426;0.54;0.65;1.65;0.59;1.16;0.85;1.63;0.46;0.67;1;2;1;1;1;1;2;2;2;;99.825;133.2;316.949;57.309;235.95;32.578;157.717;24.622;378.907;2.349
Model_1427;0.53;0.65;1.68;0.57;1.11;1.00;1.75;0.48;0.67;1;2;2;2;2;2;1;2;1;;101.889;126.845;308.761;57.54;253.07;30.255;148.022;23.955;366.119;2.32
Model_1428;0.45;0.60;1.53;0.61;1.11;0.99;1.64;0.48;0.68;2;1;2;2;1;1;2;1;1;;115.438;132.048;333.793;58.112;237.896;29.037;156.303;24.272;368.964;2.341
Model_1429;0.50;0.62;1.62;0.61;1.01;0.80;1.80;0.46;0.65;2;2;1;1;1;1;1;2;2;;105.311;126.22;311.472;59.093;279.151;31.924;144.956;23.983;374.78;2.237
Model_1430;0.55;0.56;1.59;0.58;1.05;0.84;1.80;0.50;0.61;2;1;1;1;2;2;2;2;2;;94.928;117.077;313.959;62.477;254.291;31.544;136.97;22.74;385.281;2.189
Model_1431;0.50;0.60;1.52;0.69;0.97;0.87;1.75;0.51;0.60;1;1;2;1;2;1;1;1;1;;103.694;127.629;338.05;65.282;289.575;28.282;148.342;23.045;413.45;2.212
Model_1432;0.42;0.67;1.54;0.65;1.16;0.92;1.65;0.57;0.62;1;2;1;1;2;2;2;2;2;;125.363;134.766;346.207;61.874;228.752;29.682;156.774;22.86;417.568;2.452
Model_1433;0.50;0.63;1.57;0.56;1.05;0.96;1.79;0.55;0.63;2;2;1;1;1;2;1;1;1;;106.701;125.904;325.661;59.708;261.958;30.449;144.149;21.834;388.356;2.289
Model_1434;0.51;0.62;1.51;0.65;1.12;0.92;1.62;0.45;0.59;1;2;1;1;1;2;1;2;1;;104.915;132.718;349.185;65.165;234.428;28.564;156.714;24.927;432.239;2.321
Model_1435;0.52;0.54;1.59;0.59;1.15;0.91;1.85;0.44;0.75;2;2;1;2;1;1;2;1;2;;100.184;119.401;308.154;53;222.267;30.846;133.559;24.755;308.137;2.154
Model_1436;0.41;0.59;1.49;0.51;1.21;0.79;1.88;0.57;0.66;1;2;2;1;2;2;1;1;2;;126.754;116.39;335.702;55.48;198.391;35.187;130.18;21.489;354.465;2.374
Model_1437;0.44;0.56;1.62;0.68;1.06;0.82;1.75;0.51;0.75;1;2;2;1;2;2;2;2;1;;114.714;127.954;307.16;54.464;257.21;30.297;145.818;23.685;319.424;2.234
Model_1438;0.41;0.62;1.57;0.68;0.98;0.80;1.78;0.43;0.68;1;1;2;2;2;2;1;1;1;;123.911;130.11;321.845;58.872;288.333;30.373;149.566;25.411;362.35;2.288
Model_1439;0.56;0.53;1.64;0.59;1.08;0.96;1.75;0.45;0.68;2;2;1;2;2;1;1;2;1;;91.371;121.433;301.169;58.392;246.831;29.491;141.14;24.31;343.849;2.143
Model_1440;0.53;0.59;1.68;0.50;1.01;0.82;1.67;0.42;0.68;2;2;1;1;2;1;2;2;2;;96.997;130.177;293.819;53.672;278.296;34.094;153.455;24.467;356.605;2.229
Model_1441;0.45;0.56;1.63;0.58;1.10;0.94;1.74;0.57;0.74;2;1;1;2;2;2;1;1;2;;113.2;125.153;302.915;53.278;242.368;30.946;143.215;21.863;322.714;2.273
Model_1442;0.58;0.57;1.47;0.53;1.06;0.92;1.77;0.43;0.66;1;2;2;2;1;1;2;1;2;;89.19;125.399;338.736;57.458;244.818;31.382;143.652;24.138;366.452;2.149
Model_1443;0.41;0.60;1.62;0.51;1.04;0.82;1.80;0.53;0.64;1;1;2;1;1;2;2;2;2;;124.425;121.024;305.702;56.44;260.113;34.182;140.326;22.135;368.913;2.362
Model_1444;0.48;0.59;1.57;0.55;1.15;0.97;1.71;0.43;0.70;2;2;1;2;1;1;1;1;2;;109.432;126.587;319.123;54.698;224.936;30.695;146.731;25.038;348.308;2.299
Model_1445;0.49;0.62;1.48;0.52;1.07;0.91;1.78;0.55;0.61;2;2;2;2;1;1;1;1;1;;108.771;125.299;345.302;60.388;245.577;31.771;142.384;21.572;401.141;2.301
Model_1446;0.48;0.62;1.58;0.63;1.17;0.89;1.83;0.56;0.75;1;1;1;2;2;1;2;2;1;;110.461;123.581;322.755;54.405;225.899;31.331;141.137;22.808;321.894;2.313
Model_1447;0.45;0.57;1.50;0.53;1.12;0.86;1.66;0.43;0.61;1;2;1;1;2;1;1;2;1;;115.101;125.547;334.123;60.172;223.053;32.104;147.925;24.75;397.296;2.326
Model_1448;0.51;0.55;1.64;0.65;0.98;0.83;1.86;0.60;0.72;2;2;1;1;1;2;1;2;1;;98.191;126.098;299.829;56.438;285.642;30.781;139.215;20.732;325.492;2.109
Model_1449;0.48;0.65;1.52;0.67;1.19;0.79;1.63;0.41;0.65;2;1;1;2;1;2;2;1;2;;112.82;133.571;347.322;61.028;218.05;31.388;158.26;26.267;398.327;2.372
Model_1450;0.53;0.56;1.71;0.67;1.04;0.92;1.85;0.53;0.60;1;2;2;1;2;1;1;2;1;;98.749;113.556;295.382;65.371;267.359;27.821;131.677;22.43;382.593;2.192
Model_1451;0.59;0.57;1.57;0.55;0.99;0.81;1.73;0.46;0.65;2;2;2;1;1;2;2;1;2;;86.302;128.049;316.731;58.272;278.82;32.974;148.852;23.242;373.056;2.134
Model_1452;0.41;0.55;1.52;0.68;1.09;0.86;1.84;0.59;0.77;1;1;1;1;2;2;1;1;2;;123.078;125.092;323.627;53.024;237.402;29.882;136.851;21.789;308.027;2.225
Model_1453;0.42;0.59;1.71;0.54;1.16;0.82;1.86;0.51;0.72;2;2;2;2;2;2;2;1;2;;124.132;116.768;289.903;52.749;228.155;33.934;133.986;23.117;318.981;2.356
Model_1454;0.52;0.63;1.64;0.60;1.08;0.98;1.72;0.50;0.69;1;2;1;2;2;1;1;1;2;;101.307;130.415;312.291;56.912;259.328;29.848;151.325;23.444;360.691;2.286
Model_1455;0.47;0.66;1.67;0.60;0.99;0.91;1.85;0.51;0.76;2;1;2;2;1;1;1;2;2;;110.347;130.88;302.091;52.078;294.8;31.309;146.927;23.422;322.364;2.277
Model_1456;0.58;0.64;1.71;0.65;1.22;0.93;1.80;0.43;0.60;1;2;2;1;2;2;2;2;1;;96.828;114.177;311.395;64.521;218.294;29.106;137.009;25.425;398.073;2.298
Model_1457;0.54;0.63;1.51;0.51;1.04;0.88;1.84;0.48;0.67;1;1;1;1;1;2;1;2;2;;98.195;125.481;332.982;54.847;259.936;33.492;141.764;23.164;364.02;2.228
Model_1458;0.52;0.55;1.64;0.56;1.13;0.92;1.77;0.49;0.76;2;1;2;2;1;1;1;2;2;;99.247;122.495;300.666;51.656;233.526;31.475;139.165;23.702;309.448;2.202
Model_1459;0.52;0.64;1.50;0.58;1.13;0.96;1.75;0.56;0.76;2;2;2;2;2;1;2;1;2;;101.433;132.849;340.824;52.123;235.395;31.279;148.999;22.337;330.364;2.27
Model_1460;0.51;0.58;1.50;0.51;1.03;0.87;1.88;0.53;0.60;2;1;2;2;1;2;1;2;2;;103.259;116.287;331.382;61.082;254.518;32.461;130.449;21.628;390.879;2.218
Model_1461;0.47;0.61;1.62;0.54;1.11;0.99;1.79;0.41;0.61;1;1;2;2;2;1;2;1;1;;114.013;116.699;313.45;60.661;238.711;29.345;138.269;25.213;386.945;2.335
Model_1462;0.44;0.57;1.70;0.67;0.98;0.87;1.67;0.45;0.60;1;2;1;1;2;2;1;2;2;;115.249;126.116;295.022;63.844;289.32;28.457;151.055;24.566;400.854;2.267
Model_1463;0.57;0.62;1.60;0.55;0.98;0.96;1.74;0.56;0.62;2;2;1;1;1;1;2;2;2;;92.092;129.67;317.628;60.243;291.571;30.117;150.59;21.342;399.302;2.207
Model_1464;0.47;0.65;1.53;0.62;1.16;0.99;1.71;0.46;0.61;1;1;1;1;2;1;2;2;1;;115.325;126.414;344.632;62.49;224.731;28.302;149.244;24.932;411.758;2.378
Model_1465;0.49;0.54;1.49;0.50;1.16;0.90;1.67;0.59;0.75;1;2;2;2;2;2;1;1;1;;103.515;128.964;329.496;50.96;213.66;33.269;144.835;21.026;321.829;2.241
Model_1466;0.41;0.64;1.60;0.67;0.98;0.92;1.66;0.51;0.73;2;2;2;1;1;2;1;2;1;;122.2;142.341;318.716;55.188;295.745;29.595;161.758;23.934;351.308;2.314
Model_1467;0.48;0.61;1.64;0.51;1.19;0.96;1.71;0.53;0.75;2;2;1;2;2;1;2;1;1;;109.87;126.811;307.117;50.792;221.349;32.522;146.51;22.891;322.53;2.354
Model_1468;0.57;0.67;1.68;0.60;1.01;0.79;1.85;0.52;0.71;2;2;2;1;2;1;2;2;1;;94.244;128.938;305.941;55.33;292.914;33.235;147.109;22.774;345.275;2.28
Model_1469;0.45;0.59;1.51;0.60;1.17;0.90;1.81;0.48;0.72;2;2;2;2;2;1;2;1;2;;116.759;123.023;332.728;54.833;215.668;31.098;139.835;24.117;333.604;2.289
Model_1470;0.47;0.66;1.63;0.61;1.08;0.95;1.66;0.50;0.65;1;2;2;2;2;2;1;1;2;;112.508;134.839;321.032;59.312;261.459;30.066;157.154;23.67;391.886;2.376
Model_1471;0.42;0.55;1.68;0.57;1.02;0.89;1.65;0.58;0.72;2;1;2;1;2;2;2;1;2;;117.513;129.771;292.113;53.496;271.023;31.562;152.157;21.343;334.525;2.279
Model_1472;0.42;0.55;1.65;0.66;1.22;0.85;1.88;0.48;0.76;2;2;1;1;1;2;2;2;2;;127.923;116.144;299.778;53.101;207.208;30.644;130.656;24.736;301.245;2.281
Model_1473;0.44;0.59;1.58;0.52;1.01;0.93;1.83;0.42;0.63;1;1;2;1;2;1;2;1;1;;117.494;119.248;312.056;57.894;267.677;31.035;137.552;24.491;371.146;2.28
Model_1474;0.42;0.57;1.71;0.54;1.15;0.87;1.87;0.51;0.75;2;1;2;1;1;1;1;1;1;;123.519;116.887;287.534;50.961;229.797;32.925;132.25;23.214;302.591;2.328
Model_1475;0.47;0.66;1.72;0.65;0.98;1.00;1.78;0.52;0.76;1;1;1;2;1;2;2;1;1;;109.534;134.555;295.32;53.789;304.626;29.287;154.14;23.463;326.746;2.288
Model_1476;0.50;0.67;1.66;0.67;1.03;0.91;1.78;0.46;0.74;1;2;1;1;1;2;2;2;1;;105.633;134.089;310.173;54.907;284.241;30.318;153.248;24.879;338.541;2.315
Model_1477;0.42;0.66;1.48;0.59;1.06;0.93;1.87;0.40;0.63;1;1;2;2;1;1;2;1;2;;126.491;122.135;346.341;59.507;251.877;30.045;139.094;25.649;389.67;2.338
Model_1478;0.49;0.56;1.53;0.62;1.11;0.90;1.69;0.48;0.69;1;1;2;2;2;2;1;1;2;;104.873;126.847;328.038;57.735;233.771;30.373;148.264;23.996;355.057;2.245
Model_1479;0.50;0.60;1.62;0.67;1.04;0.88;1.67;0.54;0.67;1;2;1;2;1;2;2;2;2;;102.94;132.812;315.367;60.139;270.055;29.747;156.604;22.754;374.279;2.263
Model_1480;0.49;0.65;1.50;0.53;1.11;0.81;1.66;0.46;0.60;2;1;1;1;1;2;1;1;1;;110.349;131.759;347.347;60.286;236.727;34.069;153.256;23.971;422.123;2.372
Model_1481;0.53;0.54;1.59;0.68;1.12;0.86;1.76;0.50;0.72;1;2;2;2;1;1;2;1;1;;97.166;123.867;315.482;57.578;235.107;29.677;142.753;23.571;330.634;2.168
Model_1482;0.58;0.63;1.69;0.59;0.99;0.84;1.63;0.49;0.62;1;1;1;2;2;2;2;2;2;;90.281;133.676;305.082;61.728;296.743;31.884;160.753;23.314;405.875;2.25
Model_1483;0.45;0.55;1.60;0.61;1.22;0.92;1.74;0.42;0.61;2;1;1;1;1;2;2;1;1;;118.611;113.41;315.5;63.011;199.335;29.344;137.337;25.654;381.548;2.317
Model_1484;0.41;0.61;1.66;0.66;1.03;0.96;1.75;0.47;0.66;2;2;2;1;2;1;1;2;2;;125.279;127.032;305.27;59.125;273.478;28.197;148.131;24.553;369.254;2.331
