;Thickness_1;Thickness_2;Thickness_3;Thickness_4;Thickness_5;Thickness_6;Thickness_7;Thickness_8;Thickness_9;Material_1;Material_2;Material_3;Material_4;Material_5;Material_6;Material_7;Material_8;Material_9;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_665;0.59;0.56;1.64;0.68;1.21;0.89;1.78;0.48;0.75;2;2;2;2;1;2;2;1;1;;89.808;121.234;310.564;56.048;216.185;30.115;140.428;24.404;316.924;2.187
Model_666;0.51;0.64;1.69;0.58;1.14;0.82;1.70;0.58;0.66;1;2;2;2;2;2;2;1;2;;104.841;127.344;307.928;58.382;242.587;33.464;150.775;21.733;373.93;2.364
Model_667;0.45;0.64;1.63;0.65;1.20;0.87;1.82;0.46;0.60;1;2;1;2;2;1;2;1;1;;121.511;115.432;321.651;64.21;216.383;29.845;135.82;24.834;399.624;2.381
Model_668;0.41;0.55;1.51;0.53;1.07;0.80;1.67;0.54;0.60;2;2;2;1;1;1;1;1;1;;123.267;125.005;328.784;61.2;237.162;33.052;146.252;21.658;398.228;2.333
Model_669;0.52;0.60;1.54;0.65;1.19;0.90;1.87;0.51;0.69;1;2;2;2;2;1;2;1;1;;103.658;118.85;333.638;58.991;215.118;30.282;136.022;23.439;345.713;2.255
Model_670;0.54;0.61;1.59;0.50;1.14;0.90;1.64;0.57;0.75;1;2;1;2;1;2;2;2;2;;96.118;133.723;316.762;50.407;234.602;33.859;153.31;21.823;333.473;2.301
Model_671;0.43;0.57;1.50;0.55;1.00;0.78;1.73;0.59;0.77;1;1;2;1;2;1;2;2;2;;113.475;133.486;324.577;49.753;267.146;33.057;147.946;21.12;319.158;2.214
Model_672;0.52;0.60;1.56;0.62;0.98;0.97;1.68;0.46;0.64;2;2;1;1;2;1;2;1;1;;99.157;133.494;324.966;60.783;287.71;28.453;156.663;23.934;390.396;2.205
Model_673;0.46;0.60;1.56;0.60;1.06;0.79;1.65;0.55;0.74;2;1;1;2;1;2;1;1;1;;110.498;135.719;321.935;53.96;257.479;32.742;155.393;22.495;339.256;2.3
Model_674;0.48;0.64;1.72;0.65;0.99;0.95;1.79;0.58;0.61;2;2;1;1;1;2;2;1;1;;110.851;124.795;299.049;63.348;297.628;28.489;145.793;21.568;398.176;2.287
Model_675;0.53;0.54;1.59;0.56;1.10;0.92;1.71;0.52;0.65;2;1;2;2;2;2;1;2;1;;97.343;121.512;314.125;59.908;237.122;30.935;143.658;22.55;364.189;2.22
Model_676;0.52;0.63;1.55;0.70;1.17;1.00;1.63;0.54;0.65;2;2;1;1;2;1;2;2;1;;103.351;133.977;342.866;62.222;227.15;27.389;158.806;23.425;396.045;2.331
Model_677;0.43;0.62;1.49;0.53;1.16;0.79;1.67;0.58;0.61;1;2;1;2;2;2;2;1;2;;121.004;128.707;345.118;60.059;216.09;34.449;150.05;21.451;409.064;2.42
Model_678;0.43;0.56;1.72;0.60;1.21;1.02;1.85;0.45;0.66;1;2;1;1;1;1;2;2;1;;123.232;110.99;289.936;58.672;210.619;28.294;130.485;25.008;342.145;2.335
Model_679;0.54;0.64;1.55;0.58;1.17;0.89;1.68;0.54;0.73;1;1;2;2;1;2;2;2;1;;98.692;132.584;334.607;54.458;227.733;32.741;153.668;23.045;346.35;2.324
Model_680;0.53;0.66;1.50;0.60;1.07;0.78;1.81;0.55;0.75;1;1;1;2;1;1;1;1;1;;99.665;132.906;341.452;53.456;256.249;33.186;148.063;22.439;333.977;2.285
Model_681;0.58;0.59;1.51;0.57;1.20;1.02;1.85;0.41;0.70;1;1;1;1;2;1;2;2;2;;92.808;118.239;334.586;55.56;208.019;29.706;136.093;25.679;340.858;2.205
Model_682;0.60;0.64;1.66;0.67;1.15;0.85;1.86;0.55;0.62;2;2;2;2;2;1;2;2;1;;92.561;116.388;319.087;64.574;239.271;30.322;136.284;22.555;388.686;2.25
Model_683;0.42;0.54;1.52;0.56;1.15;0.99;1.70;0.48;0.67;2;1;2;2;2;1;2;1;2;;122;121.995;325.148;57.283;214.657;29.364;143.85;23.859;355.973;2.298
Model_684;0.60;0.60;1.65;0.66;1.08;0.96;1.72;0.48;0.74;1;2;1;1;1;1;2;1;1;;86.375;130.774;309.231;55.589;260.788;29.382;151.768;24.091;333.747;2.184
Model_685;0.47;0.62;1.53;0.59;1.20;0.87;1.83;0.47;0.74;2;2;2;2;2;1;1;1;2;;113.592;123.542;331.788;53.25;212.271;32.17;139.07;24.466;326.763;2.308
Model_686;0.55;0.59;1.62;0.55;1.13;0.97;1.62;0.41;0.61;2;2;1;1;1;2;2;1;2;;96.759;126.437;316.078;60.894;233.226;29.709;153.512;25.154;402.263;2.29
Model_687;0.52;0.66;1.66;0.52;0.98;0.89;1.77;0.41;0.71;1;2;1;1;1;1;1;1;1;;101.201;133.987;302.63;52.253;297.695;33.116;152.256;24.657;347.861;2.277
Model_688;0.60;0.60;1.65;0.50;1.13;1.01;1.87;0.50;0.69;1;1;2;2;1;1;2;1;2;;89.123;116.952;304.966;54.533;237.783;31.183;135.219;22.779;339.208;2.225
Model_689;0.42;0.67;1.61;0.64;1.22;0.78;1.82;0.44;0.60;2;2;1;2;2;2;1;1;2;;130.148;117.724;328.089;63.02;211.414;32.039;136.402;25.411;407.132;2.426
Model_690;0.51;0.57;1.60;0.59;1.06;0.84;1.78;0.48;0.66;1;2;2;1;1;2;1;2;1;;101.629;122.95;312.6;58.813;254.168;31.904;141.856;23.483;359.549;2.223
Model_691;0.44;0.60;1.67;0.57;1.14;0.89;1.67;0.58;0.61;2;1;1;2;1;2;2;1;1;;119.498;122.601;307.399;62.159;232.603;31.394;148.439;21.647;394.418;2.416
Model_692;0.42;0.61;1.67;0.63;1.08;0.92;1.68;0.60;0.67;1;1;1;2;2;1;1;2;1;;121.908;129.129;306.271;59.241;257.632;30.056;152.812;21.781;367.436;2.399
Model_693;0.48;0.60;1.60;0.69;1.23;0.92;1.79;0.54;0.65;2;1;1;1;1;1;1;1;1;;113.159;118.243;325.42;62.055;206.972;28.885;139.742;23.236;371.44;2.341
Model_694;0.44;0.62;1.59;0.69;1.17;0.99;1.75;0.55;0.75;2;1;2;2;1;1;1;1;2;;119.482;127.913;323.75;55.216;228.13;28.564;146.827;23.435;330.983;2.354
Model_695;0.52;0.64;1.52;0.53;1.02;0.80;1.84;0.57;0.68;2;1;2;1;2;1;1;1;1;;101.808;127.558;333.865;55.209;271.185;34.505;143.619;21.243;359.751;2.247
Model_696;0.52;0.64;1.51;0.61;1.07;0.90;1.67;0.58;0.72;1;1;2;2;1;1;1;1;1;;100.073;138.378;342.272;55.847;257.558;31.425;157.819;21.951;357.45;2.289
Model_697;0.58;0.59;1.63;0.56;1.09;0.80;1.83;0.45;0.64;2;2;2;2;1;2;1;1;2;;91.982;118.248;309.5;59.69;247.565;33.293;136.663;23.799;368.779;2.205
Model_698;0.45;0.59;1.68;0.55;1.03;0.96;1.62;0.57;0.64;2;1;1;1;2;1;1;1;2;;113.181;130.562;299.474;58.407;271.421;30.259;156.332;21.494;383.691;2.35
Model_699;0.53;0.60;1.61;0.57;1.19;0.87;1.64;0.51;0.62;1;1;2;2;1;1;1;1;2;;100.787;124.918;322.873;61.585;216.795;31.815;150.835;23.19;397.576;2.352
Model_700;0.53;0.64;1.70;0.59;0.98;0.82;1.66;0.51;0.73;1;2;2;1;2;1;2;2;1;;96.785;139.354;299.151;53.689;303.317;32.697;161.222;23.124;345.207;2.248
Model_701;0.47;0.63;1.51;0.68;1.06;0.82;1.63;0.58;0.77;1;1;1;1;1;1;1;1;2;;107.707;141.775;337.631;53.375;259.97;30.64;158.904;22.454;344.177;2.289
Model_702;0.58;0.56;1.59;0.61;1.15;0.82;1.79;0.58;0.62;1;2;2;1;2;2;1;2;1;;91.201;116.893;321.858;63.463;224.561;31.81;136.447;21.319;380.335;2.222
Model_703;0.42;0.57;1.64;0.55;0.99;0.94;1.67;0.46;0.63;1;2;1;2;2;1;2;2;2;;119.083;127.878;299.912;59.138;278.367;29.876;151.642;23.815;381.53;2.296
Model_704;0.60;0.65;1.68;0.66;1.09;0.93;1.66;0.46;0.68;2;2;2;2;1;1;2;2;2;;89.421;134.3;313.473;59.382;264.881;29.666;159.056;24.684;375.15;2.28
Model_705;0.59;0.53;1.52;0.59;1.01;1.01;1.79;0.52;0.73;1;2;1;2;2;2;2;2;1;;83.543;128.255;322.018;55.183;265.038;29.193;142.528;22.369;325.571;2.041
Model_706;0.41;0.64;1.53;0.60;1.14;0.78;1.83;0.51;0.68;2;2;2;2;1;1;2;2;2;;127.975;124.105;334.225;56.828;229.076;33.005;141.479;23.583;358.76;2.379
Model_707;0.40;0.56;1.71;0.57;1.00;0.98;1.67;0.57;0.65;2;2;2;1;2;2;2;2;2;;123.946;127.266;288.548;58.082;279.171;29.29;151.18;21.446;366.189;2.319
Model_708;0.57;0.67;1.67;0.60;1.08;0.92;1.63;0.40;0.63;1;2;1;2;2;1;1;2;1;;95.58;135.781;316.704;60.939;266.202;30.507;159.692;25.689;404.968;2.354
Model_709;0.58;0.59;1.62;0.65;1.17;0.87;1.82;0.55;0.66;2;2;1;1;2;1;2;1;2;;92.731;118.34;317.551;60.73;225.359;30.532;138.442;22.283;362.952;2.23
Model_710;0.58;0.64;1.68;0.66;1.23;0.95;1.87;0.43;0.76;1;2;2;2;1;1;1;1;1;;94.868;120.545;309.509;54.676;219.78;30.231;138.091;25.66;315.324;2.268
Model_711;0.48;0.55;1.47;0.56;1.19;0.79;1.63;0.45;0.67;1;1;2;2;1;2;1;2;1;;108.021;126.907;340.913;57.886;203.008;33.387;150.03;24.777;365.794;2.292
Model_712;0.59;0.66;1.55;0.68;1.06;0.81;1.75;0.47;0.76;1;1;1;2;1;1;1;2;1;;89.345;136.313;334.289;55.069;267.616;31.032;153.81;24.68;336.148;2.254
Model_713;0.55;0.63;1.66;0.53;1.18;0.99;1.76;0.40;0.72;2;1;1;1;2;1;2;2;1;;98.903;122.98;307.015;52.726;227.393;31.536;144.907;25.95;335.142;2.301
Model_714;0.48;0.55;1.66;0.67;1.21;0.80;1.84;0.48;0.64;1;2;2;2;1;2;2;2;2;;111.198;111.286;304.714;62.367;208.609;30.56;130.973;24.213;358.858;2.267
Model_715;0.47;0.60;1.55;0.61;1.08;0.92;1.86;0.50;0.60;1;2;2;2;1;2;2;1;2;;113.128;116.311;328.119;63.569;244.548;29.33;133.351;23.032;395.926;2.278
Model_716;0.42;0.59;1.63;0.53;1.00;0.89;1.86;0.59;0.64;2;1;2;2;1;2;2;1;1;;121.842;119.434;302.716;58.468;275.601;32.245;136.249;20.625;363.244;2.306
Model_717;0.44;0.60;1.73;0.50;1.16;0.97;1.68;0.50;0.63;2;1;1;1;2;1;1;2;2;;119.44;120.414;292.048;57.068;227.876;31.172;145.352;23.334;376.136;2.425
Model_718;0.47;0.55;1.51;0.55;1.17;0.99;1.83;0.49;0.66;2;2;2;1;2;1;1;1;2;;111.729;117.018;328.756;57.526;209.08;29.725;132.882;23.233;353.565;2.247
Model_719;0.51;0.62;1.48;0.52;1.15;0.98;1.85;0.46;0.63;2;1;2;1;1;1;1;1;2;;106.701;118.443;344.778;58.132;219.285;30.609;135.253;23.837;382.612;2.29
Model_720;0.41;0.53;1.52;0.53;1.20;0.91;1.63;0.46;0.73;2;2;1;2;1;1;1;2;1;;124.054;126.956;320.897;52.451;201.032;31.849;146.219;24.723;329.16;2.308
Model_721;0.48;0.59;1.66;0.66;1.23;1.02;1.85;0.58;0.61;1;2;2;2;1;2;1;2;1;;113.111;111.31;313.472;64.947;207.112;26.963;130.499;22.111;382.364;2.337
Model_722;0.55;0.64;1.72;0.65;1.19;0.78;1.81;0.50;0.68;1;1;2;2;1;2;1;2;2;;99.613;119.522;303.85;59.145;230.497;32.502;141.251;23.971;355.644;2.319
Model_723;0.54;0.54;1.63;0.53;1.05;0.92;1.64;0.45;0.77;2;1;1;1;2;1;1;2;2;;92.165;130.521;298.214;49.53;258.06;31.655;148.843;24.474;314.448;2.151
Model_724;0.52;0.58;1.59;0.60;1.12;0.84;1.78;0.45;0.68;2;1;1;1;2;1;1;2;1;;101.668;121.384;316.523;57.737;235.451;31.846;141.446;24.657;351.038;2.246
Model_725;0.42;0.59;1.59;0.61;0.99;0.87;1.75;0.49;0.72;1;1;1;2;2;2;2;2;1;;118.813;130.562;310.891;55.036;280.706;31.089;149.859;23.789;337.327;2.263
Model_726;0.54;0.54;1.58;0.53;1.22;1.01;1.75;0.44;0.66;2;2;1;2;2;1;2;1;1;;98.285;116.597;315.559;58.2;199.995;29.73;137.806;24.575;352.787;2.229
Model_727;0.51;0.54;1.50;0.53;1.08;0.85;1.62;0.49;0.75;1;2;2;1;1;1;1;2;1;;97.785;133.868;326.094;51.085;239.263;32.797;151.16;23.368;327.382;2.187
Model_728;0.53;0.65;1.61;0.60;1.00;0.86;1.83;0.46;0.75;2;1;1;1;2;2;2;2;1;;98.96;130.803;313.737;52.731;287.805;32.23;148.26;24.337;327.263;2.227
Model_729;0.53;0.61;1.63;0.59;1.14;0.87;1.81;0.48;0.68;1;2;1;2;1;1;2;1;1;;101.166;121.319;312.329;57.85;234.987;31.933;141.183;23.737;351.638;2.275
Model_730;0.43;0.53;1.53;0.64;0.98;0.84;1.64;0.45;0.68;1;2;2;1;2;2;2;2;2;;113.506;132.865;319.688;57.64;274.174;29.948;154.893;24.481;360.291;2.179
Model_731;0.42;0.58;1.51;0.52;1.00;0.95;1.72;0.45;0.76;2;1;1;2;2;1;1;1;2;;117.559;133.215;320.588;49.559;267.017;31.256;148.403;24.302;321.382;2.229
Model_732;0.42;0.59;1.48;0.52;1.18;0.81;1.63;0.54;0.71;2;1;1;1;1;1;2;1;2;;121.732;131.307;337.308;52.526;209.481;34.31;152.415;22.597;351.522;2.39
Model_733;0.59;0.55;1.67;0.50;1.08;0.84;1.86;0.59;0.71;2;2;1;2;2;2;1;1;1;;87.376;119.28;293.894;53.864;249.974;34.366;133.577;20.39;322.095;2.159
Model_734;0.44;0.54;1.48;0.64;1.18;0.84;1.76;0.59;0.73;1;1;2;2;1;2;2;1;1;;116.937;123.774;336.63;56.004;207.798;31.133;140.727;21.668;327.343;2.258
Model_735;0.49;0.59;1.56;0.58;1.22;1.01;1.67;0.52;0.66;2;2;2;2;2;1;2;1;1;;108.701;125.319;330.358;59.26;205.748;29.261;149.215;23.203;371.461;2.344
Model_736;0.59;0.60;1.64;0.51;1.18;1.00;1.76;0.46;0.63;2;2;2;1;1;2;1;2;2;;92.038;118.566;312.347;58.387;220.692;30.533;139.979;23.916;378.458;2.275
Model_737;0.43;0.67;1.52;0.54;1.11;1.02;1.63;0.55;0.69;1;1;2;1;1;2;2;1;2;;120.302;139.245;341.352;53.972;243.663;30.722;160.406;22.716;376.273;2.439
Model_738;0.46;0.64;1.64;0.56;0.98;0.96;1.71;0.58;0.71;1;2;2;2;2;2;2;2;1;;110.648;136.771;308.575;54.437;296.719;31.252;156.993;21.599;351.706;2.293
Model_739;0.49;0.65;1.65;0.55;1.12;0.96;1.66;0.51;0.63;1;2;2;2;1;2;1;2;2;;109.142;130.864;316.331;59.116;245.744;30.871;153.742;23.239;397.33;2.385
Model_740;0.48;0.59;1.55;0.58;1.12;0.93;1.82;0.50;0.66;2;2;2;1;1;2;1;2;1;;110.323;121.009;326.041;58.417;232.427;30.816;138.399;23.271;360.744;2.279
Model_741;0.57;0.60;1.49;0.60;1.04;1.01;1.74;0.46;0.68;1;2;2;2;1;2;2;2;1;;91.061;131.325;341.218;58.381;260.441;28.961;151.06;24.119;365.604;2.173
Model_742;0.54;0.60;1.55;0.66;1.14;0.98;1.63;0.56;0.73;1;2;1;1;1;2;2;1;2;;96.099;135.198;331.31;55.937;234.549;29.284;156.789;22.596;349.984;2.268
Model_743;0.54;0.54;1.54;0.65;1.14;0.91;1.66;0.48;0.59;1;2;2;2;1;2;1;2;2;;96.506;121.632;332.527;66.503;221.207;28.183;146.447;23.884;410.452;2.219
Model_744;0.58;0.62;1.48;0.66;1.12;0.82;1.67;0.43;0.63;2;1;1;1;1;1;2;1;2;;92.625;130.938;353.375;62.607;234.692;30.573;155.204;25.155;406.645;2.242
Model_745;0.47;0.56;1.62;0.60;1.19;0.87;1.70;0.49;0.72;1;2;1;2;2;2;2;1;1;;110.841;123.627;309.047;55.424;215.366;31.708;145.104;23.976;331.937;2.301
Model_746;0.56;0.65;1.56;0.55;1.11;0.99;1.75;0.56;0.67;2;2;1;2;1;1;2;1;2;;96.447;129.901;331.947;57.033;245.525;30.748;149.817;21.867;374.635;2.296
Model_747;0.40;0.66;1.48;0.67;1.16;0.86;1.84;0.51;0.75;1;1;1;1;1;2;1;1;1;;130.145;128.456;347.591;54.1;224.058;31.115;143.465;24.37;330.639;2.381
Model_748;0.55;0.66;1.65;0.60;1.22;0.96;1.78;0.54;0.73;1;2;2;1;2;2;2;1;2;;99.295;125.607;317.265;54.124;221.415;31.53;145.514;23.039;338.489;2.356
Model_749;0.41;0.66;1.70;0.51;1.02;0.90;1.70;0.44;0.71;2;1;2;2;1;2;1;1;1;;125.293;133.881;296.351;51.948;282.873;33.407;155.024;24.664;347.932;2.392
Model_750;0.53;0.55;1.73;0.56;1.07;1.00;1.81;0.52;0.62;2;2;1;1;2;1;2;2;1;;98.642;114.136;286.537;61.393;253.796;28.701;134.029;22.26;366.038;2.215
Model_751;0.46;0.62;1.66;0.67;1.17;0.90;1.65;0.57;0.68;2;2;1;2;1;2;1;2;2;;114.786;130.606;313.721;59.369;231.349;30.059;154.313;22.751;369.356;2.389
Model_752;0.54;0.56;1.55;0.68;0.97;0.82;1.85;0.44;0.60;2;1;1;1;1;1;1;1;2;;95.454;118.81;321.963;65.065;283.664;28.86;135.592;24.259;395.74;2.106
Model_753;0.47;0.60;1.50;0.63;1.00;0.98;1.79;0.43;0.65;1;1;2;2;2;2;1;1;2;;109.776;126.813;335.832;60.155;272.531;28.228;145.511;24.885;377.901;2.222
Model_754;0.55;0.65;1.50;0.55;1.02;0.91;1.71;0.41;0.70;2;1;1;2;1;2;1;1;2;;95.804;136.851;338.944;54.442;272.075;32.176;155.853;25;365.309;2.246
Model_755;0.47;0.59;1.56;0.52;1.09;0.85;1.85;0.58;0.64;2;2;2;2;1;2;2;2;1;;111.981;118.772;320.933;58.477;240.342;33.538;135.11;20.964;366.208;2.295
Model_756;0.54;0.55;1.61;0.70;0.97;0.86;1.76;0.50;0.74;2;1;2;1;1;2;2;2;1;;91.608;130.92;308.499;55.979;290.85;29.249;148.934;23.467;326.749;2.075
Model_757;0.60;0.55;1.59;0.57;1.21;0.86;1.67;0.40;0.64;2;1;2;1;2;1;1;1;2;;88.246;119.341;319.783;60.184;205.953;31.753;144.966;25.805;374.943;2.227
Model_758;0.48;0.57;1.59;0.62;1.12;0.82;1.76;0.54;0.64;2;2;2;2;1;1;1;2;2;;109.194;121.155;318.387;61.355;233.434;31.249;141.294;22.401;373.751;2.279
Model_759;0.44;0.65;1.72;0.57;1.22;0.80;1.83;0.40;0.69;2;1;1;2;2;1;2;2;2;;123.423;116.801;297.15;55.097;217.485;33.864;138.242;26.348;343.663;2.413
Model_760;0.46;0.59;1.55;0.61;1.04;0.86;1.72;0.55;0.77;1;1;2;2;2;1;1;2;2;;108.953;132.983;321.032;52.035;262.167;31.255;149.075;22.6;321.655;2.24
Model_761;0.48;0.62;1.66;0.70;1.07;0.83;1.69;0.58;0.68;2;2;2;2;1;1;2;1;2;;108.936;131.798;312.242;59.957;265.265;29.98;155.37;22.123;368.754;2.31
Model_762;0.52;0.60;1.60;0.52;1.14;0.82;1.72;0.48;0.64;2;2;1;1;2;1;1;1;1;;102.71;123.53;317.174;57.807;229.396;34.075;144.884;23.328;376.43;2.313
Model_763;0.44;0.60;1.62;0.51;0.97;0.86;1.84;0.48;0.63;2;1;1;1;1;2;2;2;2;;117.023;121.085;302.049;57.193;286.169;32.986;138.703;22.897;373.479;2.27
Model_764;0.41;0.65;1.48;0.63;1.02;0.92;1.78;0.50;0.70;2;1;2;2;1;2;1;2;2;;124.869;133.728;344.53;56.287;268.952;30.283;150.77;23.924;360.866;2.319
Model_765;0.42;0.56;1.56;0.57;1.01;0.81;1.65;0.54;0.72;2;1;1;2;1;1;1;2;2;;117.173;133.81;313.532;53.837;267.229;32.302;153.465;22.318;342.312;2.263
Model_766;0.52;0.55;1.67;0.54;1.14;0.96;1.69;0.47;0.61;2;1;2;2;1;2;2;2;2;;101.088;116.735;300.9;61.696;227.074;29.915;142.565;23.765;382.853;2.277
Model_767;0.47;0.63;1.64;0.59;1.18;0.86;1.86;0.41;0.73;2;1;2;2;1;1;2;1;1;;115.135;119.199;310.035;53.971;225.104;32.42;138.071;25.913;324.264;2.33
Model_768;0.52;0.60;1.65;0.58;1.16;0.85;1.70;0.43;0.72;2;1;1;1;1;1;1;1;2;;102.013;125.743;306.389;53.957;230.148;32.494;147.798;25.277;339.068;2.299
Model_769;0.58;0.56;1.68;0.62;0.99;0.83;1.85;0.54;0.65;2;1;1;2;2;1;1;2;2;;88.004;119.517;295.22;61.15;285.373;30.934;136.939;21.849;359.726;2.122
Model_770;0.50;0.60;1.62;0.64;1.14;0.90;1.84;0.52;0.73;2;2;1;2;1;1;1;2;1;;106.181;122.863;312.784;55.902;235.26;30.62;139.436;23.365;327;2.261
Model_771;0.51;0.58;1.66;0.53;1.10;1.00;1.75;0.50;0.67;2;1;2;1;1;1;2;1;2;;102.836;121.204;301.399;56.045;244.644;30.27;143.47;22.951;353.997;2.277
Model_772;0.56;0.63;1.58;0.53;1.22;0.92;1.85;0.50;0.70;2;1;1;1;2;1;1;1;2;;97.911;119.029;324.006;54.039;210.47;32.939;136.799;23.326;343.36;2.293
Model_773;0.48;0.65;1.53;0.54;1.07;0.97;1.73;0.44;0.70;2;1;2;2;2;1;1;2;2;;109.942;132.315;333.172;53.898;254.967;31.23;151.475;24.829;359.145;2.309
Model_774;0.59;0.53;1.50;0.68;1.16;0.85;1.85;0.41;0.72;2;2;2;1;2;1;1;1;2;;88.215;119.696;332.648;56.927;215.686;29.688;133.767;25.747;326.915;2.078
Model_775;0.46;0.62;1.69;0.67;1.04;0.92;1.85;0.53;0.76;2;1;2;1;2;1;1;1;1;;112.734;126.233;299.207;53.854;275.55;29.804;142.96;23.264;315.485;2.261
Model_776;0.42;0.57;1.50;0.59;1.01;0.90;1.70;0.56;0.65;1;1;2;1;2;1;1;1;2;;118.721;129.808;331.954;58.883;264.118;30.358;150.245;21.679;378.287;2.288
Model_777;0.50;0.60;1.56;0.64;1.00;0.93;1.63;0.60;0.65;2;1;1;2;2;2;1;2;1;;102.163;136.681;328.539;61.529;282.033;29.381;160.85;21.313;391.503;2.267
Model_778;0.57;0.58;1.70;0.58;1.01;0.83;1.70;0.45;0.71;2;1;1;2;2;2;2;2;1;;89.491;128.926;292.944;55.643;282.591;32.469;152.136;24.313;340.375;2.176
Model_779;0.52;0.60;1.61;0.54;1.15;0.88;1.84;0.50;0.62;1;1;2;2;1;2;1;2;2;;103.687;114.456;315.813;60.413;225.903;32.372;133.2;23.059;379.338;2.302
Model_780;0.54;0.57;1.58;0.62;1.12;0.83;1.76;0.56;0.67;1;2;1;1;1;2;2;1;2;;96.636;123.296;319.779;59.113;235.008;31.715;143.6;21.797;360.076;2.228
Model_781;0.55;0.62;1.71;0.63;1.15;0.87;1.88;0.47;0.62;2;1;2;2;2;2;1;2;1;;100.422;111.561;303.059;63.246;236.648;30.765;131.251;24.25;376.712;2.28
Model_782;0.47;0.54;1.47;0.54;1.17;0.99;1.84;0.47;0.67;1;2;2;1;2;1;2;2;1;;111.098;117.184;335.553;56.88;205.283;29.965;132.352;23.804;345.25;2.223
Model_783;0.41;0.53;1.67;0.52;1.03;0.95;1.75;0.54;0.63;1;2;1;2;1;1;1;1;2;;121.364;119.707;289.108;58.836;257.793;30.21;138.598;21.446;363.835;2.276
Model_784;0.48;0.53;1.68;0.51;1.08;0.93;1.71;0.43;0.60;1;2;2;1;1;1;2;1;1;;107.221;115.939;291.968;60.835;241.398;30.486;139.109;24.129;378.189;2.252
Model_785;0.50;0.58;1.49;0.57;1.14;0.89;1.71;0.52;0.76;2;2;1;2;2;2;2;1;2;;103.23;130.354;333.413;51.842;223.957;32.087;146.763;23.001;323.761;2.234
Model_786;0.43;0.63;1.61;0.52;1.23;0.87;1.83;0.46;0.74;1;2;2;1;1;2;1;2;2;;122.848;121.225;313.343;50.277;207.704;34.087;137.578;24.772;321.61;2.396
Model_787;0.56;0.57;1.49;0.55;1.08;0.91;1.77;0.40;0.76;1;1;2;2;1;1;2;2;1;;91.526;127.729;331.111;51.566;241.239;31.727;143.803;25.732;316.508;2.138
Model_788;0.46;0.66;1.63;0.69;1.21;0.79;1.73;0.56;0.77;1;1;1;1;2;1;2;1;2;;115.607;129.677;319.644;53.581;223.764;31.473;149.4;23.457;326.724;2.398
Model_789;0.45;0.54;1.54;0.54;1.04;0.83;1.66;0.55;0.71;2;2;2;2;2;1;1;1;2;;110.174;131.202;317.035;53.894;253.222;32.686;149.725;21.624;341.919;2.225
Model_790;0.40;0.66;1.65;0.54;1.07;0.94;1.82;0.44;0.68;1;2;1;1;2;2;2;1;1;;129.824;125.042;306.217;54.234;260.09;31.919;143.858;24.751;354.57;2.398
Model_791;0.55;0.62;1.49;0.68;1.15;0.99;1.73;0.50;0.76;2;1;2;2;2;1;2;2;2;;96.11;131.498;345.621;54.893;229.334;28.829;149.933;24.31;332.771;2.226
Model_792;0.49;0.60;1.71;0.54;0.98;0.98;1.82;0.51;0.67;1;1;2;1;1;1;2;1;2;;105.024;123.232;289.067;55.926;291.873;30.342;142.844;22.41;352.475;2.233
Model_793;0.50;0.60;1.55;0.51;1.19;1.02;1.84;0.49;0.66;1;1;2;2;1;1;1;2;2;;107.342;116.961;326.272;56.492;211.118;30.343;134.742;23.464;358.924;2.313
Model_794;0.44;0.58;1.71;0.58;1.04;0.92;1.79;0.51;0.67;2;1;1;2;2;2;1;2;1;;116.991;121.092;289.755;57.88;267.049;30.814;141.234;23.044;349.141;2.298
Model_795;0.42;0.65;1.52;0.69;1.20;0.85;1.64;0.59;0.64;1;1;1;2;2;2;1;1;1;;125.346;133.736;350.842;62.653;215.332;30.292;156.666;22.659;403.726;2.457
Model_796;0.58;0.65;1.68;0.65;1.11;0.93;1.82;0.44;0.61;1;2;1;1;2;2;2;1;1;;95.515;118.761;312.791;63.6;252.614;29.134;139.944;24.718;397.333;2.269
Model_797;0.49;0.55;1.59;0.60;1.10;1.01;1.80;0.43;0.73;1;2;2;1;2;2;1;1;2;;104.857;122.584;310.094;53.818;238.723;29.083;138.622;25.077;322.537;2.187
Model_798;0.49;0.61;1.57;0.67;1.05;0.93;1.65;0.55;0.76;1;1;1;1;1;2;1;2;2;;103.451;137.895;323;53.832;265.602;29.708;156.875;23.03;336.475;2.258
Model_799;0.58;0.61;1.60;0.61;1.18;1.00;1.65;0.44;0.73;1;2;1;1;1;1;1;1;1;;91.433;131.733;321.72;54.915;225.984;29.825;153.309;25.228;343.802;2.271
Model_800;0.44;0.65;1.61;0.59;1.00;0.86;1.72;0.46;0.77;2;1;1;2;2;1;2;2;2;;115.493;136.706;311.323;50.914;285.883;31.902;154.987;24.75;329.493;2.288
Model_801;0.57;0.59;1.49;0.53;1.13;0.88;1.80;0.55;0.65;2;1;1;1;2;1;2;1;1;;93.624;121.265;340.12;58.339;225.83;32.822;140.041;21.686;370.38;2.235
Model_802;0.41;0.58;1.65;0.57;1.22;0.93;1.81;0.44;0.70;2;1;1;1;2;2;1;2;1;;128.552;116.02;302.687;54.884;206.963;31.393;135.542;25.533;331.601;2.381
