;Radius_1;Radius_2;Radius_3;Radius_4;Radius_5;Radius_6;Radius_7;Radius_8;Radius_9;Radius_10;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_1003;0.038;0.012;0.029;0.026;0.010;0.012;0.012;0.029;0.029;0.011;;286.4;141.7;265.5;225.8;60.4;143.3;224;249.6;248;229.4
Model_1004;0.037;0.008;0.024;0.024;0.011;0.008;0.010;0.030;0.030;0.009;;303.1;181;339.9;274.4;50.2;179.5;193.9;249.7;240.8;200.7
Model_1005;0.040;0.010;0.026;0.022;0.009;0.009;0.011;0.026;0.025;0.010;;280.6;196.6;317.6;313.1;58.7;242.3;250.8;313.6;331.6;273.3
Model_1006;0.035;0.011;0.029;0.026;0.012;0.009;0.010;0.031;0.026;0.011;;322;158.9;262.2;227.8;50.8;235.8;243.8;229.2;308.9;219.1
Model_1007;0.039;0.008;0.028;0.026;0.011;0.010;0.012;0.030;0.028;0.013;;274.8;279.3;273.4;228.9;53.6;178.8;205.2;237.7;268.7;151.7
Model_1008;0.039;0.010;0.030;0.026;0.011;0.009;0.011;0.029;0.028;0.010;;279.7;158.5;249.5;232.5;69.5;196.1;230.2;254.9;274.7;220.8
Model_1009;0.036;0.008;0.025;0.027;0.012;0.010;0.008;0.024;0.028;0.012;;343.6;250.4;352.8;213.6;60.6;161.1;338.1;375.1;282.9;166.6
Model_1010;0.035;0.010;0.025;0.027;0.012;0.008;0.012;0.029;0.028;0.012;;323.9;170.5;330.8;212.5;66.1;262.3;211.6;251.5;271.4;169.6
Model_1011;0.036;0.009;0.029;0.022;0.008;0.012;0.012;0.031;0.028;0.013;;301.6;276.8;265.6;306.2;27.3;154.7;221.9;220.4;255.9;185.7
Model_1012;0.035;0.012;0.030;0.021;0.008;0.011;0.009;0.024;0.025;0.013;;342.5;194.4;289.7;315.1;104.5;221.2;396.1;359;315.4;241.2
Model_1013;0.042;0.011;0.030;0.025;0.012;0.008;0.010;0.025;0.028;0.011;;273.2;140.2;266.7;249.8;81.5;259.2;292.5;336.1;279.4;203.7
Model_1014;0.042;0.010;0.027;0.019;0.008;0.011;0.011;0.027;0.027;0.011;;259.1;225.7;301.6;401.1;50.2;183.9;248.1;292.5;272.8;260.3
Model_1015;0.038;0.011;0.030;0.020;0.010;0.011;0.009;0.026;0.029;0.010;;303.7;158.8;267.5;370.2;51.9;155.4;312.9;318.4;246.2;270.8
Model_1016;0.038;0.011;0.028;0.022;0.011;0.012;0.013;0.029;0.023;0.012;;280.1;247.3;285.9;301.6;54.4;211.2;228.5;244.1;364.8;275.7
Model_1017;0.036;0.012;0.024;0.022;0.010;0.012;0.013;0.024;0.030;0.011;;323.3;152.9;378.4;309.6;109.3;151.8;249;343.4;229.6;257.1
Model_1018;0.038;0.009;0.030;0.022;0.012;0.011;0.010;0.023;0.030;0.011;;316.4;224.6;283;315.8;105.7;152;347.1;381.9;247;221.2
Model_1019;0.039;0.009;0.028;0.023;0.008;0.008;0.012;0.023;0.024;0.011;;298.8;257.8;296.6;290.1;148.9;328.6;286.1;375.6;364.4;248.7
Model_1020;0.037;0.011;0.031;0.024;0.010;0.011;0.012;0.028;0.028;0.010;;298.7;158.4;245.2;269;90;160.8;241.9;263.4;268.3;261.5
Model_1021;0.035;0.008;0.031;0.022;0.012;0.009;0.013;0.025;0.023;0.013;;322.8;378.3;264;313.4;111.9;302.1;286.9;306.6;382.4;204.2
Model_1022;0.037;0.008;0.026;0.026;0.012;0.009;0.009;0.030;0.026;0.009;;304.4;215.8;300.3;234.4;48.3;173.1;227;249.6;319.6;234.1
Model_1023;0.043;0.008;0.030;0.021;0.009;0.011;0.012;0.024;0.027;0.010;;264.5;291;265.3;350.1;133.5;154.1;266;349.9;290.7;265.6
Model_1024;0.037;0.010;0.027;0.026;0.011;0.011;0.009;0.025;0.028;0.012;;321.2;194.2;313.7;224.3;56.5;157.6;318.1;340.8;273.5;196.7
Model_1025;0.040;0.012;0.027;0.023;0.012;0.009;0.011;0.030;0.029;0.012;;267.6;137.7;290.4;283.3;49.4;238.3;209.9;243;243.8;193.6
Model_1026;0.040;0.011;0.031;0.021;0.012;0.010;0.009;0.029;0.029;0.010;;274.2;147.9;243.2;339.8;60.1;176.3;261.4;263.6;245.4;248.4
Model_1027;0.036;0.011;0.030;0.020;0.010;0.009;0.010;0.030;0.031;0.013;;309;171.3;257.5;362.3;54.1;248.2;258.2;241.3;208.7;176.6
Model_1028;0.042;0.012;0.030;0.025;0.010;0.010;0.011;0.030;0.027;0.012;;249.8;151.1;249.7;238.4;53;214.7;225.1;240.8;280.7;209.7
Model_1029;0.035;0.011;0.031;0.025;0.009;0.009;0.010;0.027;0.030;0.011;;333.7;140.4;252.2;249.1;78.5;206.4;287.6;287.7;239.4;202.5
Model_1030;0.039;0.008;0.025;0.024;0.009;0.011;0.008;0.030;0.028;0.011;;284.4;245.7;322.5;261;90.2;128.9;234.8;254.9;266.4;183.9
Model_1031;0.039;0.012;0.026;0.020;0.010;0.012;0.012;0.029;0.028;0.009;;276.6;141.2;309.8;380.1;48.4;140.5;203.3;256.5;260.9;319.4
Model_1032;0.042;0.008;0.029;0.022;0.010;0.010;0.009;0.025;0.031;0.010;;277.7;221.2;275.9;321.6;72.9;144.1;295.6;344.7;232.4;208.6
Model_1033;0.040;0.011;0.024;0.025;0.012;0.010;0.012;0.029;0.023;0.012;;268.6;214.9;350.7;238.1;76.9;258.8;203.1;256.3;375.9;244.3
Model_1034;0.035;0.012;0.026;0.024;0.011;0.012;0.012;0.024;0.027;0.011;;335.8;162.2;338.3;260.3;98.2;163.4;289.2;342.7;282.9;268.1
Model_1035;0.039;0.012;0.029;0.023;0.012;0.010;0.011;0.027;0.027;0.011;;284.3;148.4;274.3;282.5;57.1;211.9;261.5;287.8;281.2;246
Model_1036;0.040;0.010;0.030;0.025;0.012;0.009;0.011;0.030;0.027;0.010;;267.3;167.1;246.6;252.3;55.3;207;219.6;240.9;292;230.4
Model_1037;0.039;0.008;0.029;0.019;0.009;0.008;0.008;0.030;0.025;0.013;;281.3;315.8;266.7;404.4;121.3;308.9;279;252;323.1;172
Model_1038;0.042;0.010;0.026;0.022;0.010;0.012;0.009;0.026;0.030;0.013;;271.3;209.2;322.9;300.2;85.8;145.4;282.4;322.7;229.6;183
Model_1039;0.037;0.010;0.028;0.022;0.010;0.009;0.011;0.028;0.026;0.013;;300.5;227.3;286.7;303.7;45.4;274.9;256.8;269.6;297.8;192.2
Model_1040;0.038;0.009;0.029;0.019;0.011;0.009;0.008;0.031;0.024;0.009;;289.8;232.9;259.7;421.9;90.3;229.7;254.8;237.7;357.1;309.7
Model_1041;0.038;0.012;0.031;0.022;0.011;0.011;0.011;0.025;0.027;0.011;;299.6;159.9;262.2;306.1;78;188.8;304.5;324.4;281.3;267.6
Model_1042;0.037;0.010;0.026;0.024;0.009;0.009;0.010;0.031;0.027;0.013;;297;201.1;307.3;257.4;75.6;241.2;225.5;230.6;279.8;168.8
Model_1043;0.039;0.010;0.026;0.019;0.008;0.010;0.012;0.028;0.026;0.013;;276.6;257.5;321.3;394.8;59.5;251.6;234.3;268.4;287.4;214.4
Model_1044;0.035;0.011;0.026;0.026;0.009;0.011;0.012;0.023;0.028;0.011;;343.1;172.5;337.8;230.4;140.7;174.2;292.6;369.9;276.3;247.2
Model_1045;0.039;0.012;0.029;0.023;0.012;0.010;0.009;0.026;0.028;0.009;;296;114.4;275.6;291.9;61.6;164.2;295.8;320;273.3;280
Model_1046;0.040;0.011;0.024;0.026;0.009;0.012;0.010;0.030;0.028;0.009;;272;134;339.7;227.5;48.6;115.2;193.7;250.7;270.6;257.4
Model_1047;0.040;0.009;0.026;0.026;0.011;0.009;0.010;0.027;0.026;0.013;;280.3;241.7;315.7;222.4;58.1;238.4;253.8;297.2;308;168.6
Model_1048;0.042;0.012;0.030;0.021;0.009;0.011;0.010;0.024;0.028;0.011;;276.2;154.1;274.3;333.8;56.5;179;320.9;359.4;267.3;263.5
Model_1049;0.038;0.008;0.031;0.025;0.010;0.012;0.008;0.025;0.029;0.010;;314.5;228.8;260.3;250.7;60.1;101.4;340.2;346.3;267;214.7
Model_1050;0.035;0.011;0.030;0.025;0.012;0.010;0.011;0.024;0.026;0.012;;337.4;188.8;281.8;239.9;94.9;227.1;330.8;343.4;308.3;228.6
Model_1051;0.037;0.009;0.025;0.020;0.010;0.012;0.010;0.026;0.028;0.010;;312.5;233.2;341.4;371.6;44.2;130.3;269.9;317.8;260.9;264.8
Model_1052;0.041;0.012;0.027;0.026;0.012;0.009;0.009;0.030;0.026;0.012;;263.9;144.1;287.6;219.9;87.1;249.8;231.8;250.2;304.2;201
Model_1053;0.036;0.009;0.024;0.021;0.008;0.010;0.012;0.023;0.029;0.012;;331.8;258.1;378.5;341.2;125.2;212.3;273.7;377.7;249.1;213.7
Model_1054;0.041;0.011;0.024;0.025;0.009;0.008;0.009;0.026;0.030;0.011;;281.7;124.8;355.8;248.1;42.3;228.4;251.8;326.4;241.4;181.4
Model_1055;0.036;0.009;0.026;0.021;0.011;0.009;0.011;0.023;0.024;0.010;;331.1;253.3;338.9;341.4;107;253.5;317.9;380;358.5;290.1
Model_1056;0.037;0.009;0.030;0.024;0.012;0.009;0.012;0.025;0.023;0.012;;305.4;289.1;272;262.8;92.6;292.1;291.3;317.5;386.9;230.9
Model_1057;0.036;0.010;0.028;0.021;0.009;0.009;0.010;0.025;0.026;0.009;;327;176.2;292.9;347.5;87.8;217.2;301.4;336.4;310.3;303.2
Model_1058;0.035;0.012;0.027;0.024;0.010;0.009;0.012;0.026;0.023;0.013;;325.6;193.7;313.1;251.8;48.2;340.1;278.9;297.5;373.1;233.1
Model_1059;0.035;0.010;0.027;0.021;0.010;0.009;0.009;0.025;0.029;0.011;;344.1;181.9;313.2;339.8;53.1;220.3;325.2;340.6;250.3;218.8
Model_1060;0.035;0.012;0.025;0.025;0.011;0.011;0.010;0.029;0.023;0.009;;327.5;154.5;328.1;246;65.1;185.9;246;259.7;389.8;340.2
Model_1061;0.039;0.013;0.024;0.024;0.011;0.010;0.012;0.024;0.030;0.012;;297.6;124.1;375.9;262.7;84.1;205.4;255.7;351.5;235.8;211.2
Model_1062;0.042;0.010;0.031;0.025;0.011;0.012;0.008;0.030;0.024;0.009;;257;190.6;236.2;246.5;88.5;138.2;259.1;252.8;363.1;302.3
Model_1063;0.036;0.011;0.031;0.024;0.011;0.011;0.009;0.024;0.024;0.013;;331.8;223.7;275.6;247.2;91.5;219.3;383.1;360.1;348.1;232.6
Model_1064;0.035;0.009;0.031;0.024;0.012;0.010;0.008;0.028;0.026;0.012;;335.4;244.7;253.9;258;83.1;195.2;318.8;280.1;304.4;197.7
Model_1065;0.039;0.012;0.031;0.021;0.012;0.012;0.012;0.027;0.030;0.009;;281.2;125.7;249.7;347.8;95.8;126.5;247.2;282.1;231.5;300.4
Model_1066;0.039;0.010;0.025;0.024;0.012;0.012;0.009;0.026;0.024;0.011;;295.6;232.5;340.2;253.9;93.7;164;286.6;323.1;350.9;263
Model_1067;0.040;0.010;0.027;0.024;0.010;0.009;0.011;0.029;0.027;0.009;;271.5;155.3;286.4;274;59.2;193;210.7;259.7;293.5;261.6
Model_1068;0.040;0.011;0.027;0.022;0.012;0.012;0.012;0.028;0.029;0.009;;271.4;144.9;294.9;319.3;72.7;123.6;213.7;271;249.2;286.9
Model_1069;0.038;0.008;0.027;0.021;0.010;0.008;0.012;0.031;0.030;0.010;;282.6;222.5;283.9;358.5;65.9;219.8;183.2;228.1;235.5;199.3
Model_1070;0.039;0.009;0.027;0.024;0.008;0.009;0.009;0.027;0.025;0.013;;290;254.9;303.5;255.2;89.5;248.6;291.4;299.9;326.8;177.9
Model_1071;0.042;0.010;0.025;0.023;0.008;0.011;0.012;0.028;0.030;0.012;;256.7;195.7;330.6;282.3;33.6;159.1;200.2;274.2;228;193.2
Model_1072;0.038;0.011;0.030;0.021;0.010;0.011;0.010;0.024;0.029;0.011;;309.5;172.7;277.3;336.7;76;169.4;331.2;356.5;252;250.8
Model_1073;0.040;0.011;0.027;0.026;0.008;0.008;0.009;0.026;0.023;0.011;;285.3;170.6;303.6;219.8;79.4;316.7;300.7;321.7;391.7;240.7
Model_1074;0.041;0.008;0.031;0.024;0.010;0.012;0.012;0.025;0.024;0.009;;272.2;290.2;250.2;276.4;123.1;138;265;324.5;370.6;311.7
Model_1075;0.039;0.008;0.030;0.019;0.011;0.012;0.010;0.025;0.029;0.010;;295.1;279.4;269.7;414.6;79.1;124.9;304.4;335.5;247.9;258.1
Model_1076;0.036;0.009;0.029;0.023;0.008;0.010;0.011;0.030;0.029;0.012;;308.2;229.9;264.2;286.3;42;184.1;232.4;238.4;246.2;183.9
Model_1077;0.039;0.011;0.026;0.026;0.012;0.011;0.008;0.029;0.024;0.009;;287.8;157.9;303.6;226.2;88.9;162.1;252.1;270.3;363.7;303
Model_1078;0.036;0.010;0.028;0.026;0.008;0.011;0.011;0.030;0.025;0.013;;306.6;238.4;282.3;217;63.8;197.5;248;236.5;321.8;196.7
Model_1079;0.036;0.011;0.024;0.024;0.012;0.011;0.009;0.027;0.028;0.012;;325.2;173.1;361;256;79.1;169.5;269;300.9;259.8;205.2
Model_1080;0.041;0.010;0.030;0.022;0.011;0.008;0.011;0.028;0.030;0.013;;264.5;183.3;255.8;312.1;57.2;282.4;240.2;271.9;230;159.1
Model_1081;0.042;0.009;0.026;0.024;0.012;0.011;0.012;0.025;0.028;0.010;;268.5;211.5;322.6;270.6;96.5;142.8;241.4;329.5;272.7;241.4
Model_1082;0.039;0.011;0.030;0.027;0.012;0.012;0.011;0.027;0.031;0.012;;286.6;156.2;262.8;211.8;68.9;129.9;260.3;285.1;224.7;188.8
Model_1083;0.041;0.011;0.027;0.023;0.011;0.008;0.009;0.029;0.027;0.011;;267;147;289.6;284.8;70;270.4;239.1;266.8;285.4;207.4
Model_1084;0.039;0.012;0.031;0.022;0.008;0.010;0.009;0.028;0.023;0.013;;282.3;196.3;259.6;285.7;151.6;271.5;326.6;275.7;364.2;234
Model_1085;0.041;0.013;0.024;0.020;0.012;0.008;0.012;0.028;0.030;0.012;;263.9;119.3;355.5;371.1;40.9;304.5;195.9;275.6;224.9;198.7
Model_1086;0.037;0.010;0.028;0.020;0.011;0.010;0.009;0.026;0.029;0.013;;314.4;220;296.2;359.7;77.8;219;314.9;318;239.8;191.8
Model_1087;0.038;0.008;0.026;0.024;0.009;0.012;0.010;0.025;0.025;0.010;;306.4;289;322.7;265.1;62.4;132.2;287.3;339.5;336.2;259.1
Model_1088;0.038;0.008;0.025;0.025;0.009;0.009;0.012;0.026;0.024;0.013;;296.2;332.6;339;241.7;64.5;263.9;241.5;307.2;358.6;182
Model_1089;0.040;0.013;0.026;0.021;0.009;0.009;0.009;0.031;0.028;0.011;;268.2;119.2;305;332.8;99.9;236.1;226;236.8;260.9;225.3
Model_1090;0.035;0.010;0.031;0.026;0.008;0.010;0.011;0.027;0.025;0.010;;328.4;197.7;248.3;231.1;91.1;202.7;274.8;284.2;339.2;271.2
Model_1091;0.037;0.009;0.031;0.025;0.010;0.009;0.011;0.023;0.026;0.009;;321.5;199.8;263.9;256.9;158.6;203.1;321.9;376.2;329;283.2
Model_1092;0.042;0.008;0.031;0.024;0.011;0.010;0.009;0.029;0.027;0.010;;258.7;241.7;238.4;268.3;49.5;155.5;250.5;264.9;291.9;217.2
Model_1093;0.043;0.011;0.027;0.025;0.010;0.011;0.012;0.027;0.023;0.009;;251.6;178.3;292.6;250.5;61.6;185.7;225.4;289.6;394.1;342.9
Model_1094;0.039;0.010;0.030;0.021;0.012;0.011;0.011;0.029;0.030;0.010;;278.2;177.2;253.9;344.1;58.4;145.7;234.4;255.1;230.1;245.4
Model_1095;0.035;0.012;0.030;0.022;0.010;0.012;0.011;0.030;0.026;0.009;;319.6;145.5;253.5;319.3;50.6;148;244.1;236.9;305.3;325.9
Model_1096;0.042;0.010;0.029;0.023;0.010;0.012;0.009;0.027;0.030;0.012;;266.4;192.9;273.1;280.5;69.6;131.5;279.5;299.9;233;195
Model_1097;0.039;0.009;0.025;0.027;0.008;0.011;0.010;0.031;0.027;0.009;;278.4;182.3;314.6;214.4;38.8;126;194;234.8;294.2;242.3
Model_1098;0.039;0.011;0.031;0.020;0.012;0.010;0.010;0.026;0.030;0.010;;291.1;150.9;255.8;374.8;71.2;178.9;293.4;311.9;232.2;259.4
Model_1099;0.038;0.009;0.030;0.022;0.008;0.011;0.009;0.023;0.030;0.011;;321.3;225.3;280.2;315.2;85.5;152.5;360.7;392.7;249.2;222.3
Model_1100;0.041;0.012;0.031;0.022;0.010;0.008;0.011;0.025;0.029;0.010;;276.7;120.4;253.6;321.5;108.6;262.1;277.5;329.8;257.3;244.5
Model_1101;0.042;0.012;0.030;0.027;0.011;0.008;0.011;0.027;0.031;0.009;;263.9;87.5;252.3;224.5;101;195.6;235.1;290.8;235.4;220.1
Model_1102;0.035;0.012;0.029;0.019;0.011;0.012;0.012;0.027;0.027;0.009;;322.9;151.7;277.9;416.7;85.7;153;259.3;280.8;277.7;352.8
Model_1103;0.036;0.008;0.027;0.024;0.011;0.012;0.011;0.024;0.025;0.009;;328.1;271.2;312.9;271.1;116.3;126.3;298.7;353.2;342.1;296
Model_1104;0.041;0.012;0.026;0.025;0.010;0.013;0.009;0.029;0.031;0.010;;268.3;116.9;306.6;243.8;60.6;99.3;228.5;267.1;218.2;225.3
Model_1105;0.038;0.008;0.025;0.019;0.009;0.012;0.010;0.028;0.027;0.013;;292.9;351.4;338;395.8;89.4;156.4;254.8;278.6;271.2;190.4
Model_1106;0.038;0.012;0.025;0.021;0.009;0.009;0.010;0.026;0.027;0.009;;302.7;121.5;337;344.3;52.9;214.9;260.7;319.6;286;298
Model_1107;0.036;0.012;0.025;0.024;0.012;0.012;0.011;0.024;0.025;0.009;;328.6;145.1;352.6;265.4;91.7;149.5;292.8;354.8;334.5;336.4
Model_1108;0.041;0.008;0.024;0.025;0.012;0.010;0.008;0.029;0.027;0.011;;271.1;249.1;341.2;243;82.7;158.9;221.5;273.3;288.9;186.3
Model_1109;0.036;0.012;0.030;0.026;0.010;0.008;0.008;0.028;0.027;0.010;;323.6;110.1;259.1;228.4;56.6;243.5;299.6;282.2;292.9;224.1
Model_1110;0.039;0.012;0.025;0.023;0.012;0.012;0.011;0.026;0.030;0.011;;291;141;343;283.2;54.9;139.3;248.1;311.9;230.1;234.3
Model_1111;0.038;0.013;0.025;0.026;0.009;0.009;0.009;0.029;0.028;0.012;;295.1;113.4;330.4;220.2;82.7;227.7;244.4;265.4;263.6;187.6
Model_1112;0.036;0.012;0.026;0.024;0.009;0.009;0.010;0.023;0.023;0.012;;333.9;179.4;343.1;251.2;52.9;313.9;351.9;385.7;380.4;257
Model_1113;0.037;0.011;0.030;0.021;0.012;0.008;0.009;0.027;0.027;0.012;;310.4;168.1;265.4;334.8;67.1;306.8;303.6;296.7;279.4;203.9
Model_1114;0.040;0.009;0.027;0.020;0.010;0.010;0.012;0.026;0.025;0.009;;277.1;235.4;301.1;385.5;88.7;193.3;238.8;308;331.6;321.2
Model_1115;0.035;0.009;0.030;0.026;0.010;0.010;0.011;0.027;0.025;0.009;;329.1;210.2;258.1;236;99.7;176.3;269.8;285.2;345.3;285.3
Model_1116;0.041;0.012;0.024;0.020;0.012;0.012;0.012;0.026;0.027;0.011;;269.9;172.3;366.4;361;52.5;171.4;228.9;310;270.7;279.1
Model_1117;0.035;0.008;0.025;0.022;0.010;0.010;0.010;0.029;0.027;0.012;;327.3;292.4;331.9;309.1;53.8;184.9;241.9;260.2;281.6;185
Model_1118;0.040;0.011;0.032;0.025;0.010;0.011;0.009;0.029;0.025;0.010;;273.5;167.8;234.2;240.3;71.2;170;274.5;262.2;331.9;271.2
Model_1119;0.035;0.009;0.028;0.023;0.010;0.008;0.010;0.031;0.029;0.009;;323.2;163.1;270.6;300.3;56.2;205.2;222.6;231.1;255.7;226.5
Model_1120;0.037;0.012;0.031;0.024;0.009;0.011;0.013;0.029;0.023;0.012;;289.1;202.9;248.2;258.7;36.2;245.6;242.5;240.4;370.6;272.2
Model_1121;0.042;0.012;0.029;0.019;0.010;0.011;0.012;0.029;0.024;0.012;;247.5;209.7;271.8;390.7;81.9;244.1;236.7;250.2;329.9;280.2
Model_1122;0.036;0.009;0.029;0.019;0.010;0.009;0.011;0.029;0.028;0.009;;309.8;205.6;266.1;427.9;69.7;204;236.7;255.6;265.3;282.4
Model_1123;0.040;0.012;0.028;0.022;0.009;0.011;0.010;0.026;0.027;0.009;;283.3;129.7;286.3;315;57.4;155.2;273.6;316.8;286.2;310
Model_1124;0.035;0.008;0.031;0.020;0.012;0.009;0.012;0.023;0.030;0.012;;337.6;295.3;273.7;380.3;148.5;238.4;323.7;359.9;238.4;192.7
Model_1125;0.039;0.008;0.028;0.022;0.011;0.009;0.010;0.028;0.023;0.013;;283.1;355;283.4;307.4;77.4;279.4;265.9;276.1;380.6;191.3
Model_1126;0.041;0.013;0.025;0.026;0.012;0.013;0.008;0.031;0.029;0.009;;264.4;99.9;314.4;226.9;76.1;101.6;202.7;241.5;251;256.1
Model_1127;0.037;0.011;0.026;0.025;0.012;0.010;0.011;0.031;0.023;0.011;;294.8;202.2;304.7;243.9;74.6;243.3;216.7;226.8;380.8;266.2
Model_1128;0.041;0.010;0.028;0.023;0.012;0.012;0.009;0.030;0.025;0.011;;262.9;224.1;274.3;279.8;94.7;157.8;242.1;249.6;322.8;249.7
Model_1129;0.036;0.011;0.030;0.026;0.011;0.011;0.012;0.023;0.023;0.010;;324;199.2;280.8;222.9;129.5;207.3;323.4;363.6;392.6;326.6
Model_1130;0.039;0.008;0.029;0.020;0.009;0.012;0.011;0.023;0.027;0.012;;300.6;346.7;291.6;369;101.8;158.7;321.6;377.9;284.5;227.3
Model_1131;0.036;0.009;0.027;0.022;0.009;0.012;0.009;0.030;0.029;0.011;;313.7;222.4;293.8;306.1;69.6;123.9;253.4;247.5;243.9;208.8
Model_1132;0.038;0.009;0.024;0.020;0.011;0.009;0.012;0.031;0.026;0.011;;282.8;250.9;345.8;379.2;50.1;245.8;179.7;229.4;304.7;227.9
Model_1133;0.037;0.012;0.028;0.021;0.008;0.011;0.012;0.030;0.030;0.012;;292.5;157.2;281.2;331.4;25.9;183.7;220.3;236;221.8;218.6
Model_1134;0.039;0.008;0.031;0.021;0.010;0.011;0.010;0.026;0.026;0.009;;290.8;263.7;251.4;348.8;79.7;141.4;288;314.1;311.3;289.8
Model_1135;0.042;0.010;0.027;0.025;0.011;0.011;0.011;0.031;0.024;0.011;;248.2;225.8;283.9;243.9;74.2;189.8;203.6;229.9;352.9;248.7
Model_1136;0.041;0.011;0.025;0.020;0.011;0.010;0.011;0.024;0.023;0.013;;278.9;247;356.8;345.7;85.7;292.8;296.5;355.5;361.1;250.9
Model_1137;0.041;0.008;0.024;0.020;0.011;0.012;0.010;0.031;0.023;0.013;;258.2;404.9;345.2;361.1;125.4;180.3;206.8;234.6;371.9;208.9
Model_1138;0.036;0.012;0.028;0.024;0.011;0.009;0.008;0.027;0.024;0.013;;325.1;173.4;293.7;248.3;119.5;296.4;328.9;301.8;345.4;211
Model_1139;0.036;0.010;0.025;0.019;0.012;0.013;0.010;0.024;0.026;0.013;;329.6;280.7;361.5;382.8;88.6;164.1;328.4;359.3;284;240
Model_1140;0.038;0.011;0.027;0.027;0.012;0.012;0.012;0.025;0.027;0.011;;299.6;175.3;311.9;210.1;90.6;150.5;266.6;322.2;289;243
Model_1141;0.039;0.012;0.030;0.027;0.012;0.012;0.010;0.029;0.027;0.011;;281.3;147.2;254.8;206.5;57.8;149;254.2;257.5;284.5;235.7
Model_1142;0.035;0.011;0.027;0.020;0.009;0.012;0.012;0.031;0.026;0.010;;314.8;195;294.3;374.9;32.8;163.4;215.8;222.3;297.5;302.7
Model_1143;0.039;0.009;0.026;0.020;0.010;0.008;0.009;0.025;0.031;0.012;;301.3;207.3;324.8;374.8;47.8;264.5;296.8;345.8;221.4;173.9
Model_1144;0.039;0.010;0.026;0.025;0.010;0.012;0.011;0.029;0.030;0.011;;280.8;177.9;308.7;243.8;38.5;123.7;213.4;258.3;232.4;204.7
Model_1145;0.042;0.009;0.029;0.021;0.012;0.008;0.012;0.027;0.029;0.012;;257.9;220.7;270.4;345.2;79.6;277.1;231.6;286.4;246.9;179.6
Model_1146;0.036;0.010;0.031;0.021;0.009;0.011;0.011;0.026;0.027;0.010;;317.9;204.1;255.5;341.8;89.7;169.2;287.2;304.3;282.1;283.9
Model_1147;0.040;0.009;0.025;0.021;0.012;0.011;0.012;0.029;0.025;0.012;;267.8;292.7;331.5;336.1;60.9;196.1;205.1;255.8;318.4;226.1
Model_1148;0.035;0.011;0.031;0.026;0.010;0.011;0.009;0.026;0.023;0.012;;335.8;215.5;265.4;212.5;92.2;215.9;352;312.5;377.5;252.1
Model_1149;0.041;0.010;0.025;0.023;0.012;0.009;0.011;0.026;0.030;0.013;;274.6;189.5;340.7;284.9;55.3;231.1;239.7;313.8;231.8;164.9
Model_1150;0.037;0.010;0.025;0.022;0.012;0.009;0.012;0.028;0.027;0.012;;300.3;208;336.6;310.3;50;252.9;219.9;269.7;279.8;203.8
Model_1151;0.038;0.012;0.028;0.025;0.011;0.010;0.012;0.026;0.030;0.011;;296.8;129.8;290.3;248.2;95.2;185.5;250.7;301.5;237.4;219.9
Model_1152;0.041;0.011;0.027;0.024;0.010;0.009;0.011;0.024;0.029;0.013;;282.7;171.5;314.1;263.7;80.8;251.1;285;355;255.8;181.4
Model_1153;0.041;0.011;0.024;0.021;0.011;0.010;0.012;0.026;0.027;0.011;;270.8;179.7;363;334.7;50.4;214.9;224.3;311.1;277.5;250.6
Model_1154;0.035;0.009;0.029;0.025;0.009;0.012;0.008;0.031;0.024;0.013;;325.3;286.9;271;228;140.2;161.5;297.7;233.7;345.2;192.9
Model_1155;0.037;0.011;0.028;0.021;0.011;0.011;0.009;0.029;0.026;0.009;;304.3;158.5;279.3;342.8;64.7;159.1;262.8;263.9;304.8;310.5
Model_1156;0.041;0.011;0.024;0.020;0.010;0.013;0.008;0.031;0.028;0.012;;261.6;195.9;345.5;352.6;147.4;135.9;226.5;241.6;258.9;221
Model_1157;0.038;0.012;0.024;0.026;0.010;0.011;0.011;0.026;0.024;0.010;;299.6;156.6;361;220.4;45.1;190.1;250.8;313.5;357.7;298.5
Model_1158;0.039;0.011;0.032;0.019;0.009;0.009;0.013;0.025;0.027;0.010;;283.8;177.6;244.7;419.3;140.3;265;256.5;316.1;279.2;302
Model_1159;0.037;0.010;0.025;0.022;0.009;0.012;0.011;0.029;0.023;0.009;;299.5;221;328.3;316.7;52.5;159.5;226.6;258.1;385.4;346.2
Model_1160;0.037;0.011;0.030;0.019;0.008;0.013;0.010;0.024;0.028;0.013;;315.8;226.3;285;382.7;67.5;162.6;357.9;352.9;252.4;239.6
Model_1161;0.035;0.012;0.031;0.020;0.009;0.011;0.009;0.025;0.029;0.013;;340.4;173;271.6;351.6;80;202;367.6;334;240.5;218.1
Model_1162;0.039;0.009;0.026;0.021;0.012;0.011;0.009;0.025;0.027;0.010;;300.5;226.7;325.2;340.6;61.6;150.2;300.8;345.9;285.4;259.7
Model_1163;0.042;0.011;0.031;0.024;0.011;0.011;0.011;0.029;0.029;0.013;;252.7;181.2;243.8;256.4;48.6;177.6;238.6;254.2;241.4;185.2
Model_1164;0.039;0.012;0.027;0.022;0.011;0.010;0.008;0.027;0.025;0.013;;292.8;179.6;306;291.3;132;248;311;304.8;313.4;217.2
