;Radius_1;Radius_2;Radius_3;Radius_4;Radius_5;Radius_6;Radius_7;Radius_8;Radius_9;Radius_10;;Stress_1;Stress_2;Stress_3;Stress_4;Stress_5;Stress_6;Stress_7;Stress_8;Stress_9;Stress_10
Model_1876;0.036;0.011;0.028;0.025;0.011;0.009;0.012;0.026;0.025;0.012;;315.2;188.5;293.5;239.8;79.8;280.6;268.8;298.9;329.1;224.6
Model_1877;0.035;0.011;0.031;0.025;0.011;0.011;0.008;0.024;0.029;0.012;;353.6;162.9;275.2;240.3;66.9;160.6;389.6;366.5;261.3;204.6
Model_1878;0.040;0.010;0.030;0.023;0.010;0.009;0.012;0.027;0.030;0.011;;274.3;173.9;256.7;293.4;96.3;212.4;235.6;284.5;235;206.3
Model_1879;0.042;0.009;0.024;0.021;0.012;0.010;0.010;0.027;0.023;0.011;;264.3;286;354.4;335.4;89.8;232.5;239.2;301;378.5;263.8
Model_1880;0.040;0.011;0.030;0.019;0.012;0.012;0.011;0.028;0.026;0.012;;269.4;225.8;263;390.8;73.9;187.6;262.7;269.4;285;262
Model_1881;0.035;0.012;0.028;0.021;0.012;0.011;0.009;0.023;0.028;0.013;;352.1;175.6;317;322.8;80.3;206.6;388.3;388.4;263.4;223.2
Model_1882;0.036;0.012;0.025;0.023;0.009;0.012;0.010;0.028;0.027;0.013;;315.5;176.5;342.8;267.6;97.4;171.7;268.3;275;269.3;209.6
Model_1883;0.038;0.008;0.027;0.021;0.010;0.010;0.012;0.028;0.028;0.013;;288.5;315.3;298.9;339.4;55.7;202;226.4;268.6;259.8;171.5
Model_1884;0.038;0.011;0.029;0.019;0.009;0.010;0.008;0.025;0.026;0.010;;310.4;173.4;285.6;402.2;94.2;204.4;355.7;348.7;300;295.2
Model_1885;0.040;0.011;0.024;0.023;0.009;0.010;0.012;0.028;0.023;0.011;;270.7;207;355.1;280.3;66.1;249.1;215.7;272.4;377.2;277.4
Model_1886;0.041;0.013;0.026;0.024;0.010;0.010;0.010;0.030;0.029;0.009;;262.6;94.9;300.4;267.4;41;158.5;202.9;249.4;251.8;260.2
Model_1887;0.041;0.013;0.026;0.021;0.012;0.009;0.012;0.026;0.024;0.010;;268.8;136.2;321.9;340.7;60.9;284;241.2;307.3;351.6;314.4
Model_1888;0.038;0.011;0.025;0.019;0.012;0.009;0.008;0.024;0.030;0.010;;319.8;145;349.7;411.2;73.5;211;332.4;378.6;235.5;253.4
Model_1889;0.041;0.010;0.026;0.024;0.012;0.010;0.011;0.029;0.024;0.011;;262.1;221.5;307.4;263.3;66.1;223.3;217.8;259.1;353.9;249.4
Model_1890;0.037;0.009;0.027;0.024;0.010;0.008;0.013;0.027;0.026;0.009;;301.7;192;294.1;281.8;124.7;245.9;215.4;283;320.5;266.7
Model_1891;0.037;0.011;0.025;0.021;0.008;0.009;0.010;0.030;0.029;0.009;;300.5;130.9;323;347.9;32;190.8;211.7;248.7;248.9;262.5
Model_1892;0.039;0.010;0.030;0.022;0.010;0.011;0.009;0.028;0.027;0.012;;285.7;216.5;261.3;300.7;84.4;174.9;288.8;279.1;276.2;213.8
Model_1893;0.037;0.009;0.030;0.024;0.011;0.012;0.009;0.030;0.028;0.009;;302.6;188.7;249.6;269.1;41.3;109.1;251.9;246.5;271.5;254.3
Model_1894;0.037;0.012;0.028;0.020;0.008;0.009;0.010;0.028;0.027;0.009;;304.3;126;281.5;379.4;40.8;221.7;257.4;277.3;283.8;304.7
Model_1895;0.041;0.012;0.031;0.019;0.009;0.012;0.009;0.026;0.025;0.010;;274.5;170.1;258.6;396.1;94.1;168.5;324.5;318.6;315.5;330.3
Model_1896;0.040;0.009;0.027;0.021;0.009;0.010;0.008;0.025;0.026;0.012;;293.2;255.9;311.6;330.1;105.6;204.1;337.3;350.8;302.8;210.8
Model_1897;0.037;0.010;0.026;0.022;0.010;0.011;0.011;0.028;0.026;0.013;;300.9;245.8;320.4;297;66.6;200.3;250.7;271.1;292.6;205.2
Model_1898;0.040;0.012;0.026;0.025;0.008;0.012;0.008;0.030;0.029;0.012;;273.8;137.3;312;232.6;128.2;132.5;256.8;253;241.2;189.1
Model_1899;0.035;0.012;0.024;0.020;0.009;0.011;0.010;0.024;0.024;0.013;;340.2;210.4;386.1;341.8;108.3;242.1;338.2;358.7;328.9;254.2
Model_1900;0.039;0.013;0.026;0.024;0.008;0.011;0.009;0.029;0.026;0.010;;283.6;121.3;311.2;256.9;93.8;168;255.1;265.4;303;269.1
Model_1901;0.042;0.009;0.026;0.020;0.011;0.010;0.012;0.027;0.029;0.012;;258.6;250.4;317.4;370;52.7;200.7;220;290;240.8;201.3
Model_1902;0.036;0.009;0.027;0.019;0.011;0.011;0.011;0.024;0.024;0.012;;323.7;326;322.8;392.2;59;215.9;319.7;349.9;338.4;261
Model_1903;0.040;0.011;0.031;0.019;0.010;0.010;0.009;0.028;0.030;0.010;;276.7;152.7;247.6;408;58.9;180.5;278.5;280.9;226.3;259.6
Model_1904;0.042;0.008;0.028;0.022;0.011;0.009;0.010;0.026;0.027;0.012;;267.8;283.9;286.8;312.4;53.4;223.6;270.1;317.1;285.2;184
Model_1905;0.042;0.011;0.025;0.025;0.010;0.010;0.009;0.024;0.030;0.011;;284.7;140.1;347.1;247.5;49.3;164.9;296.8;372.6;248.2;204.9
Model_1906;0.042;0.012;0.028;0.020;0.012;0.010;0.010;0.028;0.026;0.009;;259.2;137.4;279.1;378.2;56;196.1;242.8;279.7;303.6;322.7
Model_1907;0.038;0.008;0.030;0.026;0.012;0.009;0.010;0.028;0.028;0.010;;295.7;219.9;254.3;234.3;73;174.2;256.8;274.5;277.4;199.9
Model_1908;0.039;0.012;0.027;0.023;0.012;0.011;0.011;0.028;0.029;0.012;;282.1;152.4;300.1;278.5;50.1;178.1;239.1;272.1;240.7;213.6
Model_1909;0.041;0.008;0.024;0.026;0.012;0.012;0.009;0.025;0.030;0.009;;287.9;195.5;359.3;236.9;68;87.3;262.5;349.5;250.5;219.7
Model_1910;0.039;0.010;0.025;0.027;0.011;0.008;0.012;0.025;0.027;0.010;;293.5;157.9;340.1;217.7;109.6;246.7;239.8;330.1;299;224.9
Model_1911;0.040;0.011;0.031;0.020;0.011;0.008;0.010;0.024;0.025;0.009;;290.4;151.4;261.8;380.5;95;284.3;323.2;359.9;334.8;318.2
Model_1912;0.040;0.010;0.024;0.025;0.012;0.012;0.009;0.025;0.025;0.011;;292.5;216.7;364.9;237.6;85.1;152.3;287.6;348;328.3;248.3
Model_1913;0.035;0.012;0.029;0.026;0.012;0.011;0.010;0.025;0.025;0.010;;338.7;148.5;286.5;224.3;74.1;179.8;324.3;330.2;334.1;289.6
Model_1914;0.035;0.010;0.031;0.024;0.009;0.011;0.009;0.025;0.026;0.011;;341.8;207.8;265.9;260;46.2;170.5;352.6;336.1;309.9;245
Model_1915;0.037;0.012;0.029;0.024;0.008;0.012;0.009;0.026;0.027;0.011;;314.1;150.8;282.9;256.6;67.2;148.8;322.7;316.6;283.9;249.4
Model_1916;0.040;0.013;0.028;0.025;0.009;0.011;0.012;0.028;0.025;0.010;;269.8;133.8;279.2;244.4;51.1;191;228.1;268.6;330.1;297.6
Model_1917;0.040;0.009;0.027;0.024;0.010;0.010;0.008;0.026;0.029;0.012;;290.8;211.6;304.4;262.5;75.1;170.2;301.8;327.2;255.1;176.1
Model_1918;0.037;0.011;0.031;0.024;0.011;0.009;0.010;0.029;0.026;0.011;;300.9;164.7;245.5;262.6;46.2;243.6;266;255.9;306.6;229.7
Model_1919;0.041;0.009;0.030;0.023;0.009;0.008;0.011;0.028;0.026;0.010;;264.8;206.1;250;297.7;70.8;260.6;233.9;273.9;314.4;234.5
Model_1920;0.037;0.009;0.028;0.021;0.012;0.010;0.010;0.029;0.027;0.009;;302.2;203.1;278.2;351;50.4;165.5;243.4;260;287.5;276.6
Model_1921;0.039;0.011;0.031;0.022;0.012;0.010;0.009;0.028;0.027;0.013;;285.8;193.2;251.8;298;88.2;226;291.9;278.1;273.5;198.7
Model_1922;0.038;0.011;0.025;0.021;0.011;0.010;0.009;0.029;0.023;0.010;;293.8;195.6;328.6;336;104.4;232.9;251;266.2;378.4;309.7
Model_1923;0.038;0.008;0.028;0.020;0.011;0.009;0.010;0.031;0.027;0.011;;285.4;280.5;273;380.6;53.4;218.3;222.9;231.7;282.2;206.6
Model_1924;0.037;0.009;0.026;0.020;0.011;0.010;0.009;0.024;0.030;0.011;;325.9;221.9;333.2;372.8;59.9;182;327.8;368.6;236.7;219
Model_1925;0.038;0.011;0.028;0.024;0.012;0.012;0.010;0.024;0.029;0.011;;311.6;163.8;303.4;263.8;77.7;135.5;320.4;357.5;257.5;235.9
Model_1926;0.035;0.009;0.029;0.019;0.012;0.009;0.011;0.029;0.027;0.009;;322.1;212.8;269.3;427.8;68.2;211.3;245.7;253.5;284.6;290.3
Model_1927;0.036;0.009;0.031;0.022;0.009;0.011;0.009;0.029;0.026;0.010;;315.1;230.6;247.1;310.5;56;155.4;285.3;260.3;305.7;257.2
Model_1928;0.040;0.012;0.025;0.026;0.010;0.009;0.012;0.028;0.027;0.011;;272.8;133.7;329.3;224.9;50.6;235.7;205.9;272.8;287.5;221.9
Model_1929;0.039;0.011;0.024;0.025;0.011;0.009;0.012;0.025;0.027;0.012;;292.4;170.1;368;242.2;74.3;250.7;241.9;329.9;285.3;205.4
Model_1930;0.040;0.009;0.029;0.023;0.012;0.012;0.009;0.030;0.026;0.011;;271.4;248.9;261.7;282.6;80.7;142;246.6;248.7;302.6;229.3
Model_1931;0.041;0.008;0.025;0.026;0.010;0.009;0.010;0.027;0.026;0.010;;273.5;238.9;327.3;230;49.8;189.9;233;301;318.1;215.7
Model_1932;0.037;0.008;0.028;0.024;0.009;0.011;0.009;0.029;0.028;0.011;;305.4;256.1;278.8;264.1;50.9;134.8;260.2;263;267.8;192.9
Model_1933;0.036;0.011;0.031;0.023;0.011;0.010;0.008;0.026;0.028;0.010;;330.6;145;259.6;286.8;62.1;172.1;339.5;321.4;272.2;248.5
Model_1934;0.038;0.011;0.027;0.025;0.010;0.010;0.010;0.028;0.029;0.010;;296.2;136.6;294.7;247.2;48;164.4;244.4;277.2;252.2;229.3
Model_1935;0.040;0.008;0.028;0.023;0.010;0.009;0.012;0.026;0.028;0.009;;279.4;224.4;281.4;301.6;122.3;178.6;232.4;307.9;276.6;249.8
Model_1936;0.040;0.009;0.030;0.021;0.010;0.009;0.012;0.027;0.028;0.010;;273.2;214.5;256.4;351.4;97.2;213.8;235.7;285.7;267.4;244.8
Model_1937;0.038;0.010;0.029;0.021;0.010;0.011;0.011;0.023;0.023;0.011;;306.9;263.1;295.2;327.6;80.3;219;338;375.2;375.2;304.7
Model_1938;0.035;0.008;0.032;0.019;0.009;0.012;0.010;0.026;0.030;0.012;;333.2;316.2;251.1;405.1;64.5;145.9;317.3;307.4;226.4;207.3
Model_1939;0.041;0.010;0.030;0.024;0.011;0.009;0.012;0.028;0.028;0.011;;262.2;180.5;253.2;268.6;76.8;221.8;226.3;267.7;269;210.9
Model_1940;0.042;0.009;0.029;0.022;0.011;0.010;0.010;0.025;0.023;0.011;;270.3;283.7;280.2;303.5;63.6;231;303.6;336.8;382.9;266.6
Model_1941;0.035;0.009;0.029;0.026;0.011;0.010;0.010;0.031;0.028;0.013;;322;232;263.8;222.7;48.3;186;243.9;229.1;265.2;159.2
Model_1942;0.041;0.012;0.031;0.023;0.011;0.008;0.013;0.031;0.026;0.009;;251.5;120;230.8;307.7;75.2;265.6;187.8;222;314.9;283.4
Model_1943;0.042;0.010;0.030;0.020;0.011;0.011;0.011;0.024;0.025;0.012;;270.5;259.1;276.6;357.7;61.2;211;312.1;350.6;316.6;257.5
Model_1944;0.041;0.011;0.025;0.023;0.011;0.009;0.010;0.031;0.025;0.009;;259.7;149.4;315;294.9;64.5;217.5;191.7;236;334.5;288.1
Model_1945;0.036;0.009;0.031;0.026;0.009;0.012;0.012;0.025;0.025;0.009;;319.9;231.7;251.8;236.9;148;139.7;275.4;320.4;345.9;312.1
Model_1946;0.035;0.008;0.026;0.019;0.012;0.011;0.010;0.028;0.025;0.009;;329.1;289.7;316.4;422.6;46.1;155.5;257.7;276.8;328.8;309.6
Model_1947;0.036;0.009;0.031;0.021;0.011;0.011;0.009;0.026;0.026;0.012;;324.4;274.8;262;329.7;72.6;180.6;335.6;314.8;297.8;223.4
Model_1948;0.042;0.010;0.028;0.019;0.012;0.010;0.009;0.025;0.025;0.009;;274.7;196.1;291.9;411.8;67.7;195.3;305.3;346;327.2;332.7
Model_1949;0.039;0.011;0.027;0.021;0.011;0.011;0.008;0.026;0.029;0.011;;298.7;163.6;306.4;332.5;90;158.1;310.9;326.9;246;233.7
Model_1950;0.039;0.013;0.028;0.020;0.010;0.009;0.010;0.028;0.028;0.009;;284.2;104.5;280.3;378.7;43.5;215.7;249;278.6;264.2;297.7
Model_1951;0.038;0.009;0.025;0.022;0.009;0.009;0.012;0.029;0.031;0.013;;288;222.6;329.6;310.9;46.3;220.7;198;256.4;214.6;154.4
Model_1952;0.040;0.009;0.025;0.020;0.009;0.012;0.011;0.028;0.030;0.011;;273.5;235.8;332.4;369;39.1;130.5;219;277.6;225.7;222.6
Model_1953;0.037;0.012;0.026;0.024;0.009;0.010;0.011;0.027;0.023;0.011;;303.7;176.1;321.1;255;60.5;253.9;265.2;288.9;378.6;284.2
Model_1954;0.037;0.013;0.025;0.026;0.010;0.012;0.009;0.031;0.029;0.009;;301.5;98.5;319.3;227.1;57.6;115.8;212.9;236;251.6;255.9
Model_1955;0.038;0.011;0.025;0.019;0.010;0.008;0.013;0.025;0.023;0.010;;295.1;192.3;347.9;416.8;88.4;362.5;240.7;323.1;380.2;322.2
Model_1956;0.040;0.009;0.024;0.024;0.012;0.009;0.009;0.030;0.023;0.009;;273.8;220.7;336.2;272.2;81.1;221.6;207.9;253.6;395.8;292.2
Model_1957;0.039;0.008;0.024;0.021;0.009;0.012;0.012;0.024;0.023;0.010;;294.7;348.2;370;340;82.9;160.5;259.4;354.9;384.5;307.5
Model_1958;0.039;0.012;0.026;0.021;0.008;0.010;0.012;0.027;0.029;0.012;;282.3;157;320.2;331.1;42.8;220.9;231.6;287.3;238.3;222.2
Model_1959;0.037;0.010;0.026;0.019;0.009;0.008;0.012;0.031;0.023;0.013;;289.9;262.8;313.2;405.2;77.7;396.5;215.3;223;372.1;213
Model_1960;0.036;0.012;0.028;0.023;0.008;0.012;0.010;0.025;0.029;0.009;;329.2;123.3;292.3;293.8;93.4;124;296.1;335.3;256.8;298.5
Model_1961;0.035;0.010;0.029;0.019;0.011;0.009;0.009;0.030;0.027;0.011;;325;206;269;407.4;75.3;247.9;272.3;245.8;276.9;237.3
Model_1962;0.037;0.009;0.030;0.019;0.011;0.008;0.012;0.029;0.030;0.013;;294.2;241.6;257.4;414.3;65.5;305.2;232;249.7;225.3;166.7
Model_1963;0.036;0.012;0.026;0.023;0.010;0.012;0.008;0.024;0.023;0.009;;338.4;156.3;333.2;280.9;91.9;159.2;364.8;376.3;387.7;360.1
Model_1964;0.042;0.009;0.025;0.021;0.011;0.011;0.011;0.024;0.030;0.012;;276.3;242.8;350;338.4;72.1;165.6;269.6;359.3;234.4;201.5
Model_1965;0.041;0.011;0.028;0.019;0.009;0.009;0.011;0.025;0.028;0.009;;276.5;148.5;289.2;419.5;94.4;220.2;264.8;334.7;263.9;310.6
Model_1966;0.041;0.009;0.030;0.021;0.008;0.012;0.009;0.026;0.029;0.009;;278.3;195.8;260.5;347.6;52.6;109.3;289.8;321.8;254.2;275.1
Model_1967;0.036;0.012;0.025;0.023;0.012;0.010;0.010;0.027;0.023;0.010;;319.9;164.8;338.3;281.9;73.6;237.9;269.7;295.2;382.4;315.1
Model_1968;0.040;0.011;0.030;0.023;0.010;0.012;0.010;0.025;0.028;0.013;;286;198;274.3;274.6;58.3;163.1;316.1;332.6;263.2;208.2
Model_1969;0.040;0.013;0.026;0.024;0.011;0.011;0.010;0.028;0.028;0.013;;275.7;142.1;317.4;250.7;83.9;192.3;248.8;277.7;254.5;199.8
Model_1970;0.040;0.012;0.026;0.019;0.011;0.009;0.012;0.028;0.027;0.011;;269.6;157.9;316.6;407.9;40.7;274.3;218.7;271.3;273.5;259.3
Model_1971;0.042;0.008;0.029;0.026;0.009;0.010;0.012;0.029;0.027;0.010;;253.2;246;255;237.5;79.2;161.5;201.1;255.6;296.6;219.1
Model_1972;0.040;0.008;0.030;0.022;0.010;0.010;0.008;0.025;0.023;0.010;;292.5;304.5;269.6;308.5;85.1;195.9;345.8;349.8;390.6;274.6
Model_1973;0.039;0.009;0.026;0.022;0.008;0.012;0.012;0.028;0.023;0.011;;277.8;304.6;315.8;307.6;48.6;177;231.8;268.8;376.6;275.5
Model_1974;0.038;0.011;0.025;0.025;0.008;0.009;0.008;0.025;0.026;0.012;;313;164.1;348.7;237.6;99.9;236;329.5;350.9;309.7;199.8
Model_1975;0.037;0.011;0.027;0.026;0.010;0.010;0.011;0.023;0.025;0.010;;321.6;169;319.1;228;114.8;207.8;315.5;379.2;342.2;285.9
Model_1976;0.037;0.010;0.031;0.023;0.009;0.010;0.012;0.030;0.024;0.013;;290.4;258.3;245.7;281;43.6;258.6;243.5;231.2;344.2;212.4
Model_1977;0.038;0.009;0.031;0.024;0.008;0.013;0.008;0.031;0.030;0.009;;291;171.5;237;268.1;52.5;83.8;253.8;236;236.4;232.7
Model_1978;0.036;0.010;0.027;0.024;0.010;0.009;0.010;0.023;0.027;0.012;;337.1;201.2;323.4;264.2;89.7;245.3;341.4;385;295.1;207.1
Model_1979;0.036;0.010;0.027;0.021;0.009;0.011;0.010;0.031;0.024;0.011;;306.8;241;294.6;333.2;96.6;197.8;247.8;228.4;344.2;264.9
Model_1980;0.042;0.012;0.027;0.020;0.012;0.012;0.011;0.028;0.027;0.013;;255.4;194.5;302.2;348.6;87.6;190;241.9;273.1;263.1;230.4
Model_1981;0.038;0.012;0.028;0.026;0.010;0.010;0.011;0.024;0.025;0.011;;305.7;157.4;300.4;222.9;84.6;228;305.5;351.6;334;263.3
Model_1982;0.038;0.011;0.028;0.025;0.009;0.011;0.011;0.028;0.028;0.009;;293.3;138;276.8;250.9;76;140.9;232.5;273;273.2;275.5
Model_1983;0.040;0.010;0.031;0.025;0.010;0.011;0.010;0.030;0.023;0.011;;267.2;236.5;241.1;241.4;82.2;199.9;256.3;242.4;382.4;262.3
Model_1984;0.042;0.010;0.025;0.020;0.011;0.009;0.013;0.026;0.029;0.009;;261.9;163.3;336.8;387.1;98.9;200.9;203.6;308.3;249.3;280.4
Model_1985;0.040;0.009;0.028;0.021;0.012;0.009;0.009;0.028;0.029;0.013;;278.3;235.9;282.5;334.5;72.2;234.1;263.5;282.1;242.4;165.3
Model_1986;0.037;0.009;0.027;0.019;0.009;0.009;0.012;0.028;0.023;0.009;;298.4;257.5;297;427.9;62.7;258.1;228.9;269.1;386.3;344.1
Model_1987;0.035;0.008;0.029;0.020;0.012;0.010;0.010;0.026;0.027;0.009;;335;252.7;279.6;382.6;85.1;161.6;298.2;311.3;287.7;279.9
Model_1988;0.040;0.009;0.028;0.026;0.010;0.010;0.010;0.023;0.028;0.011;;300.2;215.1;302.6;233.2;103.4;172.2;323.4;388.1;287.1;210.9
Model_1989;0.042;0.011;0.029;0.021;0.011;0.009;0.011;0.029;0.026;0.012;;252.3;188.1;265.9;334.9;59.7;275.1;232.7;256.6;296.8;221.2
Model_1990;0.038;0.010;0.032;0.022;0.009;0.010;0.010;0.030;0.027;0.009;;287.5;168.6;229.1;321.9;44.9;170.1;244.8;243;288.7;281
Model_1991;0.042;0.011;0.027;0.020;0.009;0.009;0.010;0.028;0.024;0.012;;257.4;205.9;300;358.6;104.4;298.8;260.9;277.8;341.3;241.2
Model_1992;0.036;0.008;0.026;0.026;0.011;0.009;0.012;0.029;0.027;0.013;;310.1;280.9;310.6;228.7;62;221.5;215.5;251.6;289.1;153.5
Model_1993;0.038;0.012;0.027;0.023;0.010;0.010;0.010;0.027;0.027;0.012;;297.2;156.2;304.6;276.7;64.3;219.5;274.4;293.9;277;220.7
Model_1994;0.040;0.012;0.028;0.022;0.012;0.009;0.010;0.027;0.026;0.011;;278.6;148;286.3;305.8;61.4;258.6;267.8;295.3;301.6;246.8
Model_1995;0.039;0.008;0.025;0.020;0.008;0.009;0.013;0.029;0.025;0.012;;274.6;333.7;330.2;378.3;36.3;261.4;192.3;253.2;323.3;206.2
Model_1996;0.042;0.010;0.027;0.024;0.012;0.011;0.011;0.028;0.026;0.012;;257.2;223;296;256.9;60.4;184.5;231.8;274.3;300.7;216
Model_1997;0.037;0.011;0.026;0.027;0.012;0.009;0.008;0.029;0.028;0.012;;309.8;147.5;310;207.4;80.2;214;258.5;267.7;267.3;176.3
Model_1998;0.040;0.012;0.028;0.021;0.010;0.012;0.011;0.030;0.024;0.009;;265.7;163.7;274.7;346.1;55.1;164.6;222.4;242.4;351.6;355.4
Model_1999;0.040;0.010;0.031;0.021;0.010;0.010;0.009;0.028;0.026;0.012;;275.9;223.4;250.6;327.9;89.7;217.8;291.7;279.2;296.1;220.3
Model_2000;0.042;0.009;0.024;0.021;0.009;0.009;0.012;0.031;0.030;0.013;;247.5;229.4;343.1;339.3;51.2;223;165.8;232.4;230.9;155.8
Model_2001;0.039;0.009;0.027;0.020;0.010;0.008;0.013;0.025;0.024;0.010;;286;250.6;307;386.2;115.6;317.9;242;322;358.4;284.1
Model_2002;0.039;0.012;0.025;0.026;0.008;0.008;0.011;0.029;0.028;0.013;;280.6;133;328.3;222.5;40.1;288;212.3;259.1;265.3;163.3
Model_2003;0.036;0.013;0.027;0.024;0.009;0.009;0.010;0.028;0.025;0.011;;315.8;129.6;300.6;256.4;60.1;266.4;270.4;274.5;326.6;250.8
Model_2004;0.042;0.012;0.028;0.023;0.011;0.009;0.012;0.029;0.025;0.011;;250.9;154.2;276.7;287.5;41;272.3;213.9;253.9;326.4;252
Model_2005;0.035;0.009;0.026;0.024;0.010;0.009;0.010;0.024;0.029;0.009;;347.8;173;328.9;277.2;116.6;172.1;303.4;360.6;264.9;247.7
Model_2006;0.042;0.009;0.027;0.023;0.011;0.011;0.009;0.024;0.026;0.013;;280.8;274.7;315.6;277.3;82.4;183.8;327.3;369.6;306.9;195.5
Model_2007;0.042;0.012;0.025;0.026;0.008;0.009;0.011;0.030;0.028;0.011;;252.8;123.8;320.9;224;45.9;216;190.8;246.7;267.2;204.3
Model_2008;0.037;0.011;0.026;0.019;0.011;0.009;0.010;0.029;0.025;0.011;;300.8;194.3;314.7;405;81;281.7;248.5;260.7;317.7;264.8
Model_2009;0.037;0.009;0.025;0.023;0.009;0.012;0.010;0.029;0.025;0.013;;301.2;291.7;335.3;271.3;100.8;163.7;251.2;259.8;317.3;196.6
Model_2010;0.041;0.012;0.025;0.022;0.011;0.012;0.013;0.023;0.028;0.010;;281.5;149.1;356.6;313.9;120.8;149.8;257.2;370.6;268.2;297.6
Model_2011;0.042;0.012;0.031;0.022;0.012;0.013;0.011;0.031;0.026;0.010;;246.5;162.4;236.4;312.3;57.8;140.9;218.4;227.4;298.7;296.6
Model_2012;0.041;0.009;0.029;0.020;0.010;0.013;0.009;0.026;0.025;0.012;;275.5;302.8;280.9;354.3;105.3;142.7;316.2;319.5;314.1;243.1
Model_2013;0.037;0.012;0.025;0.019;0.009;0.009;0.009;0.026;0.026;0.012;;313.3;168;347.1;391.2;108;285.8;307.8;321.3;290.4;238.5
Model_2014;0.038;0.011;0.030;0.023;0.012;0.009;0.011;0.027;0.023;0.013;;291.4;222.4;266.2;275.3;65.5;328.1;282.7;284.5;373.5;224.8
Model_2015;0.041;0.010;0.028;0.023;0.010;0.009;0.012;0.025;0.029;0.013;;274;204.1;292.8;286.8;91.8;251.3;257.3;325;250.4;178.6
Model_2016;0.039;0.009;0.025;0.021;0.011;0.012;0.010;0.027;0.028;0.013;;288.3;274.2;339.6;326.8;76;153;256.3;297.4;254.4;189.8
Model_2017;0.035;0.009;0.025;0.023;0.011;0.013;0.012;0.026;0.023;0.010;;328.5;289.1;344.6;286.1;68.8;147.5;257.8;303.1;383.8;312.4
Model_2018;0.035;0.011;0.029;0.020;0.011;0.011;0.011;0.025;0.028;0.010;;333.8;172.3;286.6;372.1;91;171;303.4;324.6;260.7;291.5
Model_2019;0.041;0.012;0.028;0.024;0.011;0.008;0.012;0.026;0.029;0.013;;270.1;137.7;288.9;264.8;80.9;302.1;244.3;304.2;249.7;172.8
Model_2020;0.038;0.011;0.024;0.024;0.008;0.011;0.011;0.030;0.024;0.012;;285.4;209;353.7;251.5;106;206;222.2;242.3;343;234.9
Model_2021;0.038;0.010;0.030;0.020;0.012;0.011;0.009;0.023;0.025;0.011;;316.8;236.7;286.1;361.9;76.2;191.5;382.2;392;326.7;281.6
Model_2022;0.039;0.010;0.029;0.019;0.011;0.012;0.008;0.030;0.030;0.010;;282.2;185.8;263.7;405.6;88;126.9;260.8;253.3;227.1;255.6
Model_2023;0.042;0.013;0.026;0.020;0.009;0.012;0.009;0.026;0.025;0.010;;269;143.9;322.5;358.7;108.3;167.6;294.4;323.2;316.8;322.1
Model_2024;0.036;0.008;0.031;0.021;0.010;0.009;0.011;0.030;0.029;0.013;;306.8;289.2;243.3;343.3;51.4;228.7;241.7;237.1;244.6;157.7
Model_2025;0.042;0.012;0.025;0.026;0.008;0.010;0.010;0.026;0.023;0.011;;267;166.4;340.1;215.2;90.3;238.7;272.8;318.1;382.7;270
Model_2026;0.036;0.010;0.030;0.019;0.009;0.012;0.008;0.026;0.028;0.011;;327.8;214.7;274;396.3;99.9;144.6;354.8;322.3;256.7;255
Model_2027;0.040;0.008;0.025;0.021;0.009;0.010;0.009;0.029;0.028;0.012;;275;279;327.4;334.7;84.7;176;236;268.1;261;177.9
Model_2028;0.035;0.011;0.028;0.026;0.011;0.012;0.009;0.029;0.024;0.012;;328.4;209.8;286.5;212.5;102.1;177.9;290.5;259.3;346.1;238.9
Model_2029;0.039;0.011;0.026;0.023;0.009;0.009;0.011;0.030;0.025;0.012;;275.6;186.4;309;281;71.1;272.4;220.1;242.4;322.6;216.8
Model_2030;0.039;0.011;0.026;0.026;0.012;0.011;0.010;0.028;0.023;0.011;;284.6;203.3;312.9;219.3;86.2;206.8;253.5;277.7;381.5;271.9
Model_2031;0.038;0.011;0.031;0.019;0.010;0.010;0.012;0.024;0.028;0.011;;299.5;191;265.1;405.9;113;227.6;298.2;341.2;258.8;273.7
Model_2032;0.040;0.011;0.031;0.026;0.012;0.010;0.012;0.028;0.024;0.010;;268.7;175.8;243.3;232.9;70.8;218;241.5;265.1;363.2;285.3
Model_2033;0.041;0.009;0.030;0.023;0.008;0.011;0.011;0.027;0.026;0.012;;266.6;268.4;259.7;280.6;39.6;179.6;261;288.8;301.9;214.5
Model_2034;0.041;0.009;0.028;0.019;0.012;0.008;0.010;0.029;0.026;0.009;;263.7;205.8;275;428;44.8;256.9;228.4;263.5;307.8;281.9
Model_2035;0.037;0.008;0.026;0.025;0.009;0.013;0.010;0.024;0.027;0.011;;322.3;287.4;330.5;246.4;78.5;109.3;306.4;361.9;295.2;220.4
Model_2036;0.040;0.008;0.028;0.025;0.011;0.010;0.009;0.028;0.029;0.009;;280.4;199;275.6;253.6;55;127.9;247.8;283;258.6;220.7
Model_2037;0.040;0.012;0.030;0.019;0.008;0.012;0.009;0.030;0.028;0.013;;267.3;182.2;262.9;378.5;152.2;173.2;289.3;245.8;249.2;217.6
Model_2038;0.041;0.008;0.027;0.023;0.009;0.012;0.008;0.027;0.027;0.011;;276.7;271.6;298.8;283.1;88.8;119;287.2;307.1;285;206.5
